model,dataset,max_trees,no_trees,depth,alpha,train_loss,test_accuracy,nodes
cegb,kr-vs-kp,4,1,2,0.5,0.5238654147104851,0.515625,1
cegb,kr-vs-kp,1024,1,8,0.5,0.5238654147104851,0.515625,1
cegb,breastcancer,512,7,2,0.25,0.9340659340659341,0.9298245614035088,21
cegb,breastcancer,1024,1024,4,0.0,1.0,0.956140350877193,6276
cegb,kr-vs-kp,64,3,4,0.125,0.9420970266040689,0.9359375,29
cegb,kr-vs-kp,256,256,8,0.0,0.9956964006259781,0.978125,15432
cegb,breastcancer,512,19,4,0.0625,0.978021978021978,0.9210526315789473,107
cegb,kr-vs-kp,8,8,1,0.0078125,0.906885758998435,0.89375,24
ccp,wine,128,128,4,0.125,1.2802360586551225,0.45076923076923076,896
cegb,kr-vs-kp,4,3,4,0.125,0.9420970266040689,0.9359375,29
cegb,kr-vs-kp,512,1,1,0.25,0.5238654147104851,0.515625,1
cegb,kr-vs-kp,16,16,8,0.0,0.9710485133020345,0.965625,848
ccp,california_housing,128,128,8,0.0078125,0.3978378923997165,0.41810599215679173,492
cegb,kr-vs-kp,1,1,1,0.03125,0.5238654147104851,0.515625,3
cegb,kr-vs-kp,4,4,8,0.03125,0.9628325508607198,0.959375,94
cegb,kr-vs-kp,512,9,2,0.0625,0.906885758998435,0.89375,49
cegb,kr-vs-kp,8,3,8,0.125,0.9420970266040689,0.9359375,29
cegb,kr-vs-kp,32,1,1,0.25,0.5238654147104851,0.515625,1
ccp,kin8nm,512,512,8,0.5,0.06907644570634451,0.0710960971386598,512
cegb,kr-vs-kp,1024,14,8,0.03125,0.9628325508607198,0.959375,302
cegb,kr-vs-kp,1024,3,8,0.125,0.9420970266040689,0.9359375,29
cegb,kr-vs-kp,8,1,4,0.5,0.5238654147104851,0.515625,1
cegb,kr-vs-kp,64,14,8,0.03125,0.9628325508607198,0.959375,302
cegb,kr-vs-kp,32,9,2,0.0625,0.906885758998435,0.89375,49
cegb,kr-vs-kp,1,1,2,0.015625,0.7832550860719875,0.7546875,5
cegb,kr-vs-kp,128,128,1,0.0078125,0.9397496087636933,0.9328125,384
cegb,kr-vs-kp,128,1,4,0.5,0.5238654147104851,0.515625,1
cegb,kr-vs-kp,1,1,8,0.0,0.960093896713615,0.953125,43
cegb,kr-vs-kp,32,19,4,0.015625,0.9420970266040689,0.9359375,213
cegb,kr-vs-kp,512,19,4,0.015625,0.9420970266040689,0.9359375,213
cegb,breastcancer,1024,1024,2,0.0,1.0,0.956140350877193,5196
cegb,kr-vs-kp,2,2,2,0.0625,0.906885758998435,0.89375,10
cegb,kr-vs-kp,512,8,8,0.0625,0.9420970266040689,0.9359375,94
cegb,kr-vs-kp,2,1,1,0.25,0.5238654147104851,0.515625,1
cegb,kr-vs-kp,1024,1024,1,0.0,0.9585289514866979,0.953125,3072
cegb,kr-vs-kp,128,3,8,0.125,0.9420970266040689,0.9359375,29
cegb,kr-vs-kp,1024,26,8,0.0078125,0.980829420970266,0.96875,896
cegb,kr-vs-kp,16,16,1,0.03125,0.906885758998435,0.89375,48
cegb,kr-vs-kp,1024,1,2,0.25,0.5238654147104851,0.515625,1
cegb,kr-vs-kp,256,48,1,0.03125,0.9420970266040689,0.9359375,144
cegb,kr-vs-kp,64,64,1,0.0,0.9420970266040689,0.9359375,192
ccp,wine,64,64,8,0.0078125,1.194700443052172,0.5484615384615384,480
cegb,kr-vs-kp,64,1,2,0.25,0.5238654147104851,0.515625,1
cegb,kr-vs-kp,2,2,4,0.015625,0.9420970266040689,0.9359375,24
cegb,kr-vs-kp,16,16,2,0.0078125,0.906885758998435,0.89375,90
cegb,kr-vs-kp,4,4,1,0.0,0.7832550860719875,0.7546875,12
cegb,kr-vs-kp,1024,8,4,0.0625,0.9420970266040689,0.9359375,82
cegb,kr-vs-kp,256,54,2,0.0078125,0.9420970266040689,0.9359375,330
ccp,california_housing,512,512,8,0.0,0.00911638865405042,0.2087195971667267,146946
cegb,kr-vs-kp,1024,1,8,0.25,0.5238654147104851,0.515625,1
cegb,kr-vs-kp,4,1,2,0.25,0.5238654147104851,0.515625,1
ccp,wine,128,128,2,0.0625,1.2802360586551225,0.45076923076923076,896
ccp,wine,256,256,2,0.0,0.7755266401779894,0.5861538461538461,12488
cegb,kr-vs-kp,256,1,8,0.5,0.5238654147104851,0.515625,1
cegb,kr-vs-kp,64,8,4,0.0625,0.9420970266040689,0.9359375,82
cegb,breastcancer,1024,2,4,0.5,0.6329670329670329,0.6052631578947368,6
ccp,kin8nm,1024,1024,4,0.015625,0.06605257365749215,0.06805826396514195,1026
ccp,wine,32,32,8,0.0625,1.2802360586551225,0.45076923076923076,224
cegb,kr-vs-kp,8,8,2,0.0,0.906885758998435,0.89375,48
lgbm_base,breastcancer,4,4,1,0.0,0.9120879120879121,0.9210526315789473,12
lgbm_quant,breastcancer,4,4,1,0.0,0.9120879120879121,0.9210526315789473,12
cegb,kr-vs-kp,4,4,4,0.0625,0.9420970266040689,0.9359375,38
ccp,california_housing,512,512,4,0.5,1.3276217235799053,1.3473246598968645,512
cegb,kr-vs-kp,16,1,8,0.5,0.5238654147104851,0.515625,1
cegb,kr-vs-kp,512,5,1,0.125,0.906885758998435,0.89375,15
cegb,kr-vs-kp,512,20,2,0.03125,0.939358372456964,0.9296875,116
cegb,kr-vs-kp,4,4,8,0.015625,0.9628325508607198,0.959375,108
cegb,kr-vs-kp,32,5,1,0.125,0.906885758998435,0.89375,15
cegb,kr-vs-kp,8,8,8,0.0625,0.9420970266040689,0.9359375,94
cegb,kr-vs-kp,1,1,1,0.015625,0.5238654147104851,0.515625,3
cegb,kr-vs-kp,1024,20,8,0.015625,0.9730046948356808,0.9640625,558
ccp,wine,256,256,4,0.0,0.3376209500439008,0.6569230769230769,46452
ccp,covtype,16,16,8,0.0,0.8489031014721047,0.8258220527869332,7632
cegb,kr-vs-kp,1024,8,8,0.0625,0.9420970266040689,0.9359375,94
cegb,kr-vs-kp,8,1,4,0.25,0.5238654147104851,0.515625,1
cegb,kr-vs-kp,32,20,2,0.03125,0.939358372456964,0.9296875,116
cegb,kr-vs-kp,64,20,8,0.015625,0.9730046948356808,0.9640625,558
ccp,california_housing,1024,1024,1,0.125,0.9078449424002707,0.9310302300543698,1042
cegb,covtype,1,1,2,0.5,0.5121307892058888,0.5134807190864263,1
cegb,kr-vs-kp,1,1,2,0.0078125,0.7832550860719875,0.7546875,5
cegb,kr-vs-kp,128,128,2,0.0,0.9491392801251957,0.9515625,888
cegb,kr-vs-kp,128,1,4,0.25,0.5238654147104851,0.515625,1
cegb,covtype,1,1,4,0.125,0.7296631519613432,0.7264442398216914,5
ccp,kin8nm,1024,1024,2,0.0078125,0.05984587394193814,0.06158528656045845,1032
cegb,kr-vs-kp,1,1,8,0.5,0.5238654147104851,0.515625,1
cegb,covtype,1,1,8,0.03125,0.7562009341471443,0.751366143731229,61
cegb,kr-vs-kp,512,26,4,0.0078125,0.9420970266040689,0.9359375,314
cegb,kr-vs-kp,32,26,4,0.0078125,0.9420970266040689,0.9359375,314
ccp,california_housing,512,512,8,0.0625,0.7730898222733464,0.7969584333851376,554
ccp,wine,512,512,1,0.0625,1.2802360586551225,0.45076923076923076,3584
cegb,covtype,2,2,1,0.0078125,0.6674203812748892,0.6648967754705128,6
cegb,kr-vs-kp,2,2,2,0.03125,0.906885758998435,0.89375,10
cegb,kr-vs-kp,128,8,8,0.0625,0.9420970266040689,0.9359375,94
cegb,covtype,2,1,4,0.5,0.5121307892058888,0.5134807190864263,1
cegb,kr-vs-kp,2,2,1,0.125,0.5238654147104851,0.515625,6
cegb,kr-vs-kp,1024,1,1,0.5,0.5238654147104851,0.515625,1
cegb,kr-vs-kp,512,14,8,0.03125,0.9628325508607198,0.959375,302
cegb,kr-vs-kp,16,16,1,0.015625,0.906885758998435,0.89375,48
cegb,kr-vs-kp,64,1,1,0.5,0.5238654147104851,0.515625,1
cegb,kr-vs-kp,256,86,1,0.015625,0.9397496087636933,0.9328125,258
ccp,kin8nm,512,512,4,0.125,0.06907644570634451,0.0710960971386598,512
cegb,kr-vs-kp,1024,3,2,0.125,0.906885758998435,0.89375,15
cegb,kr-vs-kp,64,3,2,0.125,0.906885758998435,0.89375,15
cegb,kr-vs-kp,2,2,4,0.0078125,0.9420970266040689,0.9359375,30
cegb,kr-vs-kp,16,16,4,0.0,0.9420970266040689,0.9359375,282
ccp,wine,128,128,8,0.125,1.2802360586551225,0.45076923076923076,896
cegb,kr-vs-kp,4,1,1,0.5,0.5238654147104851,0.515625,1
cegb,covtype,2,1,8,0.125,0.7296631519613432,0.7264442398216914,5
ccp,california_housing,256,256,1,0.0,0.37727043851782305,0.40452166365885023,768
cegb,kr-vs-kp,1024,13,4,0.03125,0.9420970266040689,0.9359375,135
cegb,kr-vs-kp,256,256,4,0.0,0.9933489827856025,0.9796875,5830
lgbm_base,kr-vs-kp,128,128,4,0.0,0.9870892018779343,0.9828125,2902
lgbm_quant,kr-vs-kp,128,128,4,0.0,0.9870892018779343,0.9828125,2902
cegb,breastcancer,1024,7,4,0.25,0.9340659340659341,0.9298245614035088,21
cegb,kr-vs-kp,64,13,4,0.03125,0.9420970266040689,0.9359375,135
cegb,kr-vs-kp,4,3,2,0.125,0.906885758998435,0.89375,15
cegb,kr-vs-kp,256,1,8,0.25,0.5238654147104851,0.515625,1
cegb,kr-vs-kp,4,4,4,0.03125,0.9420970266040689,0.9359375,38
cegb,kr-vs-kp,16,1,8,0.25,0.5238654147104851,0.515625,1
cegb,kr-vs-kp,8,1,2,0.5,0.5238654147104851,0.515625,1
ccp,covtype,4,4,8,0.0078125,1.2540601153004645,0.728285844599537,20
cegb,kr-vs-kp,512,22,1,0.0625,0.906885758998435,0.89375,66
cegb,kr-vs-kp,32,22,1,0.0625,0.906885758998435,0.89375,66
ccp,kin8nm,1024,1024,1,0.0078125,0.05984587394193814,0.06158528656045845,1032
cegb,kr-vs-kp,8,8,8,0.03125,0.9628325508607198,0.959375,162
cegb,kr-vs-kp,1,1,1,0.0078125,0.5238654147104851,0.515625,3
cegb,kr-vs-kp,4,4,8,0.0078125,0.9675273865414711,0.9578125,148
cegb,kr-vs-kp,512,33,2,0.015625,0.9420970266040689,0.9359375,195
cegb,kr-vs-kp,8,3,4,0.125,0.9420970266040689,0.9359375,29
cegb,kr-vs-kp,32,32,2,0.015625,0.9420970266040689,0.9359375,188
cegb,covtype,4,4,1,0.03125,0.6674203812748892,0.6648967754705128,12
cegb,covtype,1,1,1,0.0,0.6674203812748892,0.6648967754705128,3
cegb,kr-vs-kp,64,26,8,0.0078125,0.980829420970266,0.96875,896
cegb,kr-vs-kp,1,1,4,0.0,0.9420970266040689,0.9359375,19
cegb,kr-vs-kp,128,3,4,0.125,0.9420970266040689,0.9359375,29
cegb,kr-vs-kp,128,1,2,0.5,0.5238654147104851,0.515625,1
cegb,covtype,4,4,2,0.0078125,0.731192812531599,0.728260027710128,28
cegb,kr-vs-kp,1,1,8,0.25,0.5238654147104851,0.515625,1
cegb,kr-vs-kp,128,14,8,0.03125,0.9628325508607198,0.959375,302
cegb,kr-vs-kp,32,32,8,0.0,0.9835680751173709,0.9703125,1822
cegb,kr-vs-kp,2,2,2,0.015625,0.906885758998435,0.89375,10
ccp,wine,128,128,1,0.0,1.1201021953453507,0.5515384615384615,2688
ccp,california_housing,256,256,4,0.015625,0.4826050277951361,0.5077643771778548,436
cegb,kr-vs-kp,2,2,1,0.0625,0.5238654147104851,0.515625,6
ccp,kin8nm,256,256,8,0.03125,0.06907644570634451,0.0710960971386598,256
cegb,kr-vs-kp,1024,1,1,0.25,0.5238654147104851,0.515625,1
cegb,kr-vs-kp,16,16,1,0.0078125,0.906885758998435,0.89375,48
ccp,covtype,32,32,1,0.0625,1.3857056791728541,0.5134807190864263,32
cegb,kr-vs-kp,512,20,8,0.015625,0.9730046948356808,0.9640625,558
cegb,kr-vs-kp,512,512,8,0.0,0.9956964006259781,0.978125,30736
ccp,california_housing,1024,1024,2,0.03125,0.6237775907251125,0.6493245969753374,1108
cegb,kr-vs-kp,64,1,1,0.25,0.5238654147104851,0.515625,1
cegb,kr-vs-kp,256,142,1,0.0078125,0.9397496087636933,0.9328125,426
cegb,kr-vs-kp,1024,9,2,0.0625,0.906885758998435,0.89375,49
cegb,covtype,4,1,8,0.5,0.5121307892058888,0.5134807190864263,1
ccp,wine,256,256,8,0.0,0.0014776657138679836,0.6807692307692308,432642
cegb,kr-vs-kp,2,2,8,0.0,0.9636150234741784,0.95625,86
cegb,kr-vs-kp,16,1,4,0.5,0.5238654147104851,0.515625,1
ccp,covtype,8,8,4,0.015625,1.265404026684563,0.728285844599537,22
cegb,kr-vs-kp,64,9,2,0.0625,0.906885758998435,0.89375,49
lgbm_base,kr-vs-kp,128,128,2,0.0,0.9487480438184663,0.9515625,892
lgbm_quant,kr-vs-kp,128,128,2,0.0,0.9487480438184663,0.9515625,892
ccp,wine,64,64,8,0.0,0.10778623688086938,0.6715384615384615,132966
cegb,kr-vs-kp,4,1,1,0.25,0.5238654147104851,0.515625,1
ccp,california_housing,1024,1024,8,0.125,0.8954955931108983,0.91994215390186,1044
cegb,kr-vs-kp,1024,19,4,0.015625,0.9420970266040689,0.9359375,213
cegb,kr-vs-kp,256,1,4,0.5,0.5238654147104851,0.515625,1
cegb,covtype,8,1,1,0.125,0.6674203812748892,0.6648967754705128,3
cegb,kr-vs-kp,4,4,2,0.0625,0.906885758998435,0.89375,20
cegb,kr-vs-kp,256,3,8,0.125,0.9420970266040689,0.9359375,29
cegb,kr-vs-kp,64,19,4,0.015625,0.9420970266040689,0.9359375,213
cegb,kr-vs-kp,4,4,4,0.015625,0.9420970266040689,0.9359375,42
cegb,kr-vs-kp,16,3,8,0.125,0.9420970266040689,0.9359375,29
cegb,kr-vs-kp,8,1,2,0.25,0.5238654147104851,0.515625,1
cegb,covtype,8,8,2,0.03125,0.731192812531599,0.728260027710128,44
cegb,kr-vs-kp,8,8,8,0.015625,0.9643974960876369,0.9609375,222
cegb,kr-vs-kp,512,48,1,0.03125,0.9420970266040689,0.9359375,144
cegb,covtype,1,1,2,0.25,0.5121307892058888,0.5134807190864263,1
cegb,covtype,8,8,4,0.0078125,0.752844716862195,0.7489737786459902,232
cegb,kr-vs-kp,32,32,1,0.03125,0.906885758998435,0.89375,96
cegb,kr-vs-kp,1,1,2,0.0,0.7832550860719875,0.7546875,5
cegb,kr-vs-kp,512,54,2,0.0078125,0.9420970266040689,0.9359375,330
cegb,kr-vs-kp,8,8,1,0.0,0.906885758998435,0.89375,24
ccp,california_housing,1024,1024,8,0.5,1.3276217235799053,1.3473246598968645,1024
cegb,kr-vs-kp,32,32,2,0.0078125,0.9420970266040689,0.9359375,188
cegb,covtype,1,1,4,0.0625,0.7296631519613432,0.7264442398216914,5
cegb,covtype,1,1,8,0.015625,0.7608609127620162,0.7562369301997367,61
cegb,kr-vs-kp,128,128,1,0.0,0.9397496087636933,0.9328125,384
cegb,kr-vs-kp,8,8,4,0.0625,0.9420970266040689,0.9359375,82
cegb,covtype,2,2,2,0.0,0.731192812531599,0.728260027710128,14
ccp,wine,128,128,2,0.03125,1.2802360586551225,0.45076923076923076,896
cegb,covtype,2,1,4,0.25,0.5121307892058888,0.5134807190864263,1
cegb,kr-vs-kp,128,8,4,0.0625,0.9420970266040689,0.9359375,82
cegb,kr-vs-kp,128,1,2,0.25,0.5238654147104851,0.515625,1
cegb,kr-vs-kp,1,1,4,0.5,0.5238654147104851,0.515625,1
lgbm_base,kr-vs-kp,128,128,1,0.0,0.9397496087636933,0.9328125,384
lgbm_quant,kr-vs-kp,128,128,1,0.0,0.9397496087636933,0.9328125,384
cegb,kr-vs-kp,32,1,8,0.5,0.5238654147104851,0.515625,1
cegb,kr-vs-kp,1,1,8,0.125,0.9420970266040689,0.9359375,11
cegb,kr-vs-kp,128,20,8,0.015625,0.9730046948356808,0.9640625,558
cegb,kr-vs-kp,2,2,2,0.0078125,0.906885758998435,0.89375,10
cegb,kr-vs-kp,16,16,2,0.0,0.906885758998435,0.89375,104
cegb,kr-vs-kp,1024,5,1,0.125,0.906885758998435,0.89375,15
cegb,kr-vs-kp,2,2,1,0.03125,0.5238654147104851,0.515625,6
ccp,kin8nm,1024,1024,8,0.25,0.06907644570634451,0.0710960971386598,1024
cegb,kr-vs-kp,512,1,8,0.5,0.5238654147104851,0.515625,1
ccp,california_housing,256,256,1,0.5,1.3276217235799053,1.3473246598968645,256
ccp,wine,128,128,4,0.0625,1.2802360586551225,0.45076923076923076,896
ccp,kin8nm,1024,1024,8,0.015625,0.06605257365749215,0.06805826396514195,1026
cegb,covtype,2,2,8,0.0625,0.731192812531599,0.728260027710128,10
cegb,kr-vs-kp,64,5,1,0.125,0.906885758998435,0.89375,15
cegb,kr-vs-kp,256,256,2,0.0,0.9694835680751174,0.9734375,1784
ccp,kin8nm,1024,1024,8,0.0625,0.06907644570634451,0.0710960971386598,1024
cegb,kr-vs-kp,16,1,4,0.25,0.5238654147104851,0.515625,1
cegb,kr-vs-kp,2,1,8,0.5,0.5238654147104851,0.515625,1
cegb,kr-vs-kp,1024,20,2,0.03125,0.939358372456964,0.9296875,116
cegb,kr-vs-kp,64,20,2,0.03125,0.939358372456964,0.9296875,116
ccp,california_housing,1024,1024,8,0.0078125,0.3978378923997165,0.41810599215679173,1388
cegb,kr-vs-kp,4,4,1,0.125,0.7832550860719875,0.7546875,12
cegb,covtype,16,1,1,0.5,0.5121307892058888,0.5134807190864263,1
cegb,kr-vs-kp,1024,26,4,0.0078125,0.9420970266040689,0.9359375,314
cegb,kr-vs-kp,256,1,4,0.25,0.5238654147104851,0.515625,1
cegb,kr-vs-kp,4,4,2,0.03125,0.906885758998435,0.89375,20
cegb,kr-vs-kp,256,8,8,0.0625,0.9420970266040689,0.9359375,94
cegb,kr-vs-kp,64,26,4,0.0078125,0.9420970266040689,0.9359375,314
ccp,covtype,16,16,4,0.25,1.3857056791728541,0.5134807190864263,16
cegb,covtype,4,4,1,0.015625,0.6674203812748892,0.6648967754705128,12
cegb,kr-vs-kp,4,4,4,0.0078125,0.9420970266040689,0.9359375,56
cegb,covtype,1,1,1,0.5,0.5121307892058888,0.5134807190864263,1
cegb,kr-vs-kp,8,3,2,0.125,0.906885758998435,0.89375,15
cegb,kr-vs-kp,16,8,8,0.0625,0.9420970266040689,0.9359375,94
cegb,kr-vs-kp,8,8,8,0.0078125,0.9698748043818466,0.965625,282
lgbm_base,kr-vs-kp,64,64,8,0.0,0.9917840375586855,0.978125,3434
lgbm_quant,kr-vs-kp,64,64,8,0.0,0.9917840375586855,0.978125,3434
cegb,covtype,4,4,4,0.0,0.7472746870219811,0.7430272884521054,124
cegb,kr-vs-kp,512,86,1,0.015625,0.9397496087636933,0.9328125,258
cegb,kr-vs-kp,32,32,1,0.015625,0.906885758998435,0.89375,96
ccp,wine,128,128,1,0.5,1.2802360586551225,0.45076923076923076,896
ccp,wine,512,512,2,0.03125,1.2802360586551225,0.45076923076923076,3584
cegb,kr-vs-kp,8,1,1,0.5,0.5238654147104851,0.515625,1
cegb,kr-vs-kp,32,32,4,0.0,0.94679186228482,0.94375,602
cegb,kr-vs-kp,512,512,4,0.0,0.9956964006259781,0.98125,12060
cegb,kr-vs-kp,128,1,1,0.5,0.5238654147104851,0.515625,1
cegb,kr-vs-kp,8,8,4,0.03125,0.9420970266040689,0.9359375,82
cegb,kr-vs-kp,1,1,4,0.25,0.5238654147104851,0.515625,1
cegb,covtype,16,1,2,0.125,0.7296631519613432,0.7264442398216914,5
cegb,kr-vs-kp,128,3,2,0.125,0.906885758998435,0.89375,15
cegb,kr-vs-kp,128,13,4,0.03125,0.9420970266040689,0.9359375,135
cegb,kr-vs-kp,1,1,8,0.0625,0.9420970266040689,0.9359375,11
cegb,kr-vs-kp,128,26,8,0.0078125,0.980829420970266,0.96875,896
cegb,kr-vs-kp,32,1,8,0.25,0.5238654147104851,0.515625,1
ccp,covtype,8,8,1,0.0,1.2669819542493999,0.726779859384009,24
cegb,covtype,16,9,4,0.03125,0.7360249048533914,0.7335697012985896,97
cegb,covtype,4,1,8,0.25,0.5121307892058888,0.5134807190864263,1
cegb,kr-vs-kp,2,2,4,0.0,0.9420970266040689,0.9359375,34
cegb,kr-vs-kp,16,1,2,0.5,0.5238654147104851,0.515625,1
cegb,kr-vs-kp,1024,22,1,0.0625,0.906885758998435,0.89375,66
cegb,kr-vs-kp,2,2,1,0.015625,0.5238654147104851,0.515625,6
cegb,kr-vs-kp,512,1,8,0.25,0.5238654147104851,0.515625,1
lgbm_base,kr-vs-kp,64,64,4,0.0,0.97339593114241,0.9734375,1412
lgbm_quant,kr-vs-kp,64,64,4,0.0,0.97339593114241,0.9734375,1412
ccp,covtype,32,32,2,0.015625,1.2654039979264047,0.728285844599537,46
ccp,wine,256,256,2,0.5,1.2802360586551225,0.45076923076923076,1792
cegb,kr-vs-kp,64,22,1,0.0625,0.906885758998435,0.89375,66
cegb,kr-vs-kp,256,1,2,0.5,0.5238654147104851,0.515625,1
cegb,covtype,8,5,1,0.0625,0.7286025012424459,0.7255234374327685,15
cegb,kr-vs-kp,2,1,8,0.25,0.5238654147104851,0.515625,1
cegb,kr-vs-kp,16,3,4,0.125,0.9420970266040689,0.9359375,29
cegb,kr-vs-kp,1024,33,2,0.015625,0.9420970266040689,0.9359375,195
ccp,kin8nm,1,1,1,0.0,0.06605257365749215,0.06805826396514195,3
cegb,kr-vs-kp,64,33,2,0.015625,0.9420970266040689,0.9359375,195
cegb,kr-vs-kp,4,4,1,0.0625,0.7832550860719875,0.7546875,12
cegb,kr-vs-kp,256,3,4,0.125,0.9420970266040689,0.9359375,29
cegb,covtype,1,1,2,0.125,0.7296631519613432,0.7264442398216914,5
ccp,covtype,64,64,2,0.25,1.3857056791728541,0.5134807190864263,64
cegb,covtype,8,8,2,0.015625,0.7323050973625725,0.7291205906904297,56
cegb,kr-vs-kp,4,4,2,0.015625,0.906885758998435,0.89375,20
cegb,kr-vs-kp,256,14,8,0.03125,0.9628325508607198,0.959375,302
cegb,kr-vs-kp,64,64,8,0.0,0.9913928012519562,0.9765625,3772
cegb,covtype,8,8,8,0.0,0.7876095342387949,0.7838954243866337,488
cegb,covtype,2,1,4,0.125,0.7296631519613432,0.7264442398216914,5
cegb,covtype,1,1,4,0.03125,0.7442691514148823,0.7397657547567619,31
ccp,california_housing,1024,1024,1,0.0625,0.7760779873655176,0.8005246781885221,1058
cegb,kr-vs-kp,4,4,8,0.0,0.9655712050078247,0.9578125,176
cegb,covtype,1,1,8,0.0078125,0.7656284624437134,0.7619940965379551,61
cegb,kr-vs-kp,16,14,8,0.03125,0.9628325508607198,0.959375,302
cegb,kr-vs-kp,8,8,2,0.0625,0.906885758998435,0.89375,44
cegb,covtype,2,1,2,0.5,0.5121307892058888,0.5134807190864263,1
cegb,covtype,16,16,8,0.0078125,0.7883861973412735,0.7843257058767846,966
cegb,kr-vs-kp,1024,1024,8,0.0,0.9956964006259781,0.978125,59104
cegb,kr-vs-kp,16,16,1,0.0,0.906885758998435,0.89375,48
cegb,kr-vs-kp,32,32,1,0.0078125,0.906885758998435,0.89375,96
cegb,kr-vs-kp,512,142,1,0.0078125,0.9397496087636933,0.9328125,426
cegb,kr-vs-kp,8,1,1,0.25,0.5238654147104851,0.515625,1
ccp,kin8nm,512,512,4,0.0625,0.06907644570634451,0.0710960971386598,512
cegb,kr-vs-kp,512,1,4,0.5,0.5238654147104851,0.515625,1
ccp,california_housing,256,256,1,0.25,1.0775424914093958,1.099237091366297,264
cegb,kr-vs-kp,8,8,4,0.015625,0.9420970266040689,0.9359375,92
cegb,kr-vs-kp,32,1,4,0.5,0.5238654147104851,0.515625,1
cegb,kr-vs-kp,128,1,1,0.25,0.5238654147104851,0.515625,1
cegb,kr-vs-kp,128,19,4,0.015625,0.9420970266040689,0.9359375,213
cegb,kr-vs-kp,128,9,2,0.0625,0.906885758998435,0.89375,49
ccp,wine,1024,1024,4,0.125,1.2802360586551225,0.45076923076923076,7168
cegb,kr-vs-kp,32,3,8,0.125,0.9420970266040689,0.9359375,29
cegb,kr-vs-kp,256,256,1,0.0,0.9432707355242567,0.9359375,768
cegb,covtype,32,1,2,0.5,0.5121307892058888,0.5134807190864263,1
cegb,covtype,2,2,8,0.03125,0.7608028243859306,0.7568479299157509,66
cegb,kr-vs-kp,16,1,2,0.25,0.5238654147104851,0.515625,1
ccp,covtype,256,256,2,0.03125,1.361852031501671,0.6646644234658313,258
ccp,kin8nm,512,512,8,0.015625,0.06605257365749215,0.06805826396514195,514
cegb,kr-vs-kp,1024,48,1,0.03125,0.9420970266040689,0.9359375,144
cegb,covtype,32,1,4,0.125,0.7296631519613432,0.7264442398216914,5
ccp,california_housing,256,256,8,0.125,0.8954955931108983,0.91994215390186,276
ccp,kin8nm,1024,1024,2,0.0,0.019600684085465128,0.03052159677258319,7150
ccp,wine,128,128,2,0.015625,1.2464724129309404,0.45076923076923076,904
cegb,covtype,32,9,8,0.03125,0.7399103717871212,0.736788206844918,155
cegb,kr-vs-kp,64,48,1,0.03125,0.9420970266040689,0.9359375,144
cegb,kr-vs-kp,256,1,2,0.25,0.5238654147104851,0.515625,1
cegb,covtype,16,1,1,0.25,0.5121307892058888,0.5134807190864263,1
cegb,kr-vs-kp,16,8,4,0.0625,0.9420970266040689,0.9359375,82
cegb,kr-vs-kp,1024,54,2,0.0078125,0.9420970266040689,0.9359375,330
ccp,wine,512,512,1,0.03125,1.2802360586551225,0.45076923076923076,3584
cegb,kr-vs-kp,64,54,2,0.0078125,0.9420970266040689,0.9359375,330
ccp,kin8nm,1,1,1,0.5,0.06907644570634451,0.0710960971386598,1
cegb,covtype,4,4,1,0.0078125,0.6674203812748892,0.6648967754705128,12
ccp,wine,512,512,8,0.125,1.2802360586551225,0.45076923076923076,3584
cegb,covtype,1,1,1,0.25,0.5121307892058888,0.5134807190864263,1
cegb,kr-vs-kp,256,8,4,0.0625,0.9420970266040689,0.9359375,82
cegb,kr-vs-kp,64,1,8,0.5,0.5238654147104851,0.515625,1
cegb,covtype,4,1,4,0.5,0.5121307892058888,0.5134807190864263,1
ccp,wine,128,128,1,0.25,1.2802360586551225,0.45076923076923076,896
cegb,kr-vs-kp,256,20,8,0.015625,0.9730046948356808,0.9640625,558
cegb,kr-vs-kp,16,16,8,0.015625,0.9679186228482003,0.9609375,478
cegb,kr-vs-kp,32,32,2,0.0,0.9420970266040689,0.9359375,216
cegb,covtype,16,4,2,0.0625,0.731192812531599,0.728260027710128,20
cegb,kr-vs-kp,512,512,2,0.0,0.9820031298904538,0.984375,3550
ccp,wine,64,64,8,0.5,1.2802360586551225,0.45076923076923076,448
cegb,covtype,4,1,8,0.125,0.7296631519613432,0.7264442398216914,5
cegb,kr-vs-kp,512,1,4,0.25,0.5238654147104851,0.515625,1
cegb,kr-vs-kp,32,1,4,0.25,0.5238654147104851,0.515625,1
cegb,kr-vs-kp,128,5,1,0.125,0.906885758998435,0.89375,15
cegb,kr-vs-kp,128,26,4,0.0078125,0.9420970266040689,0.9359375,314
cegb,kr-vs-kp,128,20,2,0.03125,0.939358372456964,0.9296875,116
ccp,covtype,8,8,8,0.125,1.3857056791728541,0.5134807190864263,8
cegb,covtype,16,12,4,0.015625,0.7506136929362384,0.7470375119403113,260
cegb,covtype,64,1,4,0.5,0.5121307892058888,0.5134807190864263,1
cegb,covtype,64,52,1,0.0078125,0.7331226374704448,0.7304974914589124,156
cegb,kr-vs-kp,256,1,1,0.5,0.5238654147104851,0.515625,1
cegb,covtype,64,1,8,0.125,0.7296631519613432,0.7264442398216914,5
cegb,kr-vs-kp,32,8,8,0.0625,0.9420970266040689,0.9359375,94
