model,dataset,max_trees,no_trees,depth,alpha,train_loss,test_accuracy,nodes
ccp,breastcancer,4,4,1,0.5,1.3147153436040961,0.6052631578947368,4
ccp,breastcancer,1,1,8,0.5,1.3147153436040961,0.6052631578947368,1
ccp,breastcancer,8,8,2,0.5,1.3147153436040961,0.6052631578947368,8
ccp,breastcancer,16,16,1,0.0078125,0.43020492713124087,0.9210526315789473,48
ccp,breastcancer,16,16,4,0.5,1.3147153436040961,0.6052631578947368,16
ccp,kr-vs-kp,8,8,4,0.5,1.3840152631964941,0.515625,8
ccp,kr-vs-kp,4,4,8,0.03125,1.0570096748800288,0.89375,22
ccp,breastcancer,2,2,1,0.125,1.068113265289999,0.6052631578947368,6
ccp,breastcancer,4,4,2,0.125,1.0681104414952676,0.6052631578947368,8
ccp,breastcancer,1,1,2,0.0078125,1.1571870891682094,0.6052631578947368,7
ccp,breastcancer,8,8,8,0.03125,0.6645078067219299,0.9210526315789473,24
ccp,breastcancer,4,4,4,0.03125,0.8940938962336461,0.9035087719298246,12
ccp,kr-vs-kp,256,256,4,0.0078125,0.6220679695932689,0.9359375,332
lgbm_base,breastcancer,512,512,2,0.0,1.0,0.956140350877193,3132
ccp,kr-vs-kp,8,8,8,0.125,1.3840152631964941,0.515625,8
ccp,breastcancer,16,16,8,0.125,1.068105480973457,0.6052631578947368,20
ccp,breastcancer,32,32,1,0.03125,0.5867788925692016,0.9298245614035088,52
lgbm_quant,breastcancer,512,512,2,0.0,1.0,0.956140350877193,3132
ccp,kr-vs-kp,16,16,1,0.03125,1.227717815600911,0.89375,26
ccp,breastcancer,32,32,2,0.0078125,0.33513053793305475,0.9210526315789473,90
ccp,breastcancer,4,4,8,0.0078125,0.8201935596401924,0.9210526315789473,30
ccp,breastcancer,2,2,2,0.03125,1.068113265289999,0.6052631578947368,6
ccp,kr-vs-kp,512,512,1,0.5,1.3840152631964941,0.515625,512
ccp,breastcancer,64,64,1,0.125,1.068105050686538,0.6052631578947368,68
ccp,breastcancer,32,32,8,0.5,1.3147153436040961,0.6052631578947368,32
ccp,kr-vs-kp,1,1,2,0.0078125,1.299403794417941,0.7546875,5
ccp,kr-vs-kp,512,512,2,0.125,1.3840152631964941,0.515625,512
ccp,kr-vs-kp,128,128,1,0.015625,0.983566098048268,0.89375,164
lgbm_base,covtype,128,128,8,0.0,0.8457172731164844,0.8399180744042752,7808
ccp,breastcancer,64,64,2,0.03125,0.5867787610128544,0.9298245614035088,84
ccp,breastcancer,128,128,2,0.125,1.0681050506691125,0.6052631578947368,132
ccp,breastcancer,64,64,4,0.0078125,0.3219476123277413,0.9210526315789473,128
ccp,breastcancer,1024,1024,4,0.015625,0.42613725156030535,0.9210526315789473,1060
ccp,breastcancer,512,512,4,0.0,1.1713746253926194e-08,0.9210526315789473,7352
ccp,breastcancer,1024,1024,2,0.03125,0.5867787608575444,0.9298245614035088,1044
ccp,kr-vs-kp,512,512,4,0.03125,1.0570095838921312,0.89375,530
ccp,kr-vs-kp,128,128,4,0.0,0.08465509723426846,0.9859375,3658
ccp,breastcancer,256,256,8,0.0625,0.7650896282941453,0.9385964912280702,268
ccp,kr-vs-kp,1,1,8,0.5,1.384015263196494,0.515625,1
ccp,breastcancer,128,128,1,0.5,1.3147153436040961,0.6052631578947368,128
lgbm_base,wine,1024,7168,8,0.0,1.0,0.6746153846153846,277686
ccp,kr-vs-kp,2,2,2,0.0625,1.384015263196494,0.515625,2
ccp,kr-vs-kp,2,2,1,0.25,1.384015263196494,0.515625,2
ccp,kr-vs-kp,256,256,1,0.0625,1.3840152631964941,0.515625,256
ccp,kr-vs-kp,512,512,8,0.125,1.3840152631964941,0.515625,512
ccp,kr-vs-kp,4,4,1,0.0,1.255898620163311,0.89375,12
ccp,breastcancer,128,128,4,0.03125,0.5867787608575443,0.9298245614035088,148
ccp,kr-vs-kp,2,2,4,0.015625,1.111249243432755,0.9359375,18
ccp,kr-vs-kp,128,128,8,0.25,1.3840152631964941,0.515625,128
ccp,kr-vs-kp,16,16,2,0.0078125,0.7161489872362968,0.89375,86
ccp,breastcancer,256,256,2,0.5,1.3147153436040961,0.6052631578947368,256
ccp,kr-vs-kp,32,32,1,0.125,1.3840152631964941,0.515625,32
ccp,kr-vs-kp,512,512,8,0.0078125,0.623203419125537,0.9359375,588
ccp,kr-vs-kp,16,16,8,0.5,1.3840152631964941,0.515625,16
ccp,kr-vs-kp,32,32,2,0.03125,1.0888397021756444,0.89375,50
lgbm_base,kin8nm,1024,1024,4,0.0,0.004122961817639479,0.01738451927495926,24082
ccp,kr-vs-kp,1024,1024,2,0.5,1.3840152631964941,0.515625,1024
ccp,kr-vs-kp,256,256,2,0.015625,0.883335294498417,0.89375,296
ccp,kr-vs-kp,64,64,8,0.03125,1.0570095838924247,0.89375,82
lgbm_base,wine,16,112,2,0.0,0.5435828362516837,0.5553846153846154,778
lgbm_quant,wine,16,112,2,0.0,0.5435828362516837,0.5553846153846154,778
lgbm_quant,kin8nm,1024,1024,4,0.0,347.87363767220546,350.7775191666125,24082
lgbm_base,wine,8,56,1,0.0,0.5249182220511833,0.5376923076923077,168
lgbm_quant,wine,8,56,1,0.0,0.5249182220511833,0.5376923076923077,168
ccp,kr-vs-kp,1,1,1,0.0625,1.384015263196494,0.515625,1
lgbm_base,wine,1,7,4,0.0,0.4323648258610737,0.45076923076923076,169
lgbm_quant,wine,1,7,4,0.0,0.43197998845487784,0.45076923076923076,169
lgbm_base,wine,32,224,4,0.0,0.6567250336732731,0.6092307692307692,5754
lgbm_base,wine,2,14,8,0.0,0.5441600923609775,0.5323076923076923,772
lgbm_quant,wine,2,14,8,0.0,0.542428324033096,0.5315384615384615,772
lgbm_base,wine,256,1792,1,0.0,0.5795651337309986,0.5623076923076923,5376
ccp,kr-vs-kp,32,32,4,0.015625,0.7719443677529105,0.9359375,80
lgbm_quant,wine,256,1792,1,0.0,0.5786030402155089,0.5615384615384615,5376
ccp,breastcancer,2,2,8,0.0,0.9736560524335306,0.6052631578947368,60
ccp,kr-vs-kp,64,64,1,0.0,0.6464919748286889,0.9328125,192
ccp,kr-vs-kp,4,4,2,0.25,1.384015263196494,0.515625,4
ccp,kr-vs-kp,4,4,4,0.0625,1.384015263196494,0.515625,4
ccp,kr-vs-kp,64,64,2,0.25,1.3840152631964941,0.515625,64
lgbm_base,wine,64,448,8,0.0,0.8918606888589571,0.6484615384615384,27042
ccp,kr-vs-kp,64,64,4,0.0625,1.3840152631964941,0.515625,64
ccp,kr-vs-kp,8,8,2,0.0,0.9109240471314729,0.89375,50
ccp,breastcancer,512,512,1,0.0078125,0.3674293540200185,0.9210526315789473,552
lgbm_quant,wine,64,448,8,0.0,0.8797383105637868,0.6492307692307693,27042
ccp,breastcancer,1,1,8,0.25,1.3147153436040961,0.6052631578947368,1
ccp,breastcancer,8,8,4,0.0625,0.765100815990507,0.9385964912280702,20
lgbm_quant,covtype,128,128,8,0.0,0.8456269134203511,0.8399180744042752,7808
ccp,breastcancer,16,16,4,0.25,1.3147153436040961,0.6052631578947368,16
ccp,breastcancer,1,1,1,0.015625,1.1774519584756584,0.6052631578947368,3
ccp,breastcancer,16,16,2,0.0,0.31201241735553437,0.9210526315789473,112
ccp,breastcancer,4,4,2,0.0625,0.8940938962336461,0.9035087719298246,12
ccp,breastcancer,1,1,4,0.0,1.1315598907985465,0.6052631578947368,19
ccp,breastcancer,4,4,1,0.25,1.3147153436040961,0.6052631578947368,4
ccp,breastcancer,128,128,8,0.0078125,0.3219476118624524,0.9210526315789473,192
ccp,kr-vs-kp,8,8,4,0.25,1.3840152631964941,0.515625,8
ccp,breastcancer,16,16,8,0.0625,0.7650917028895874,0.9385964912280702,28
ccp,breastcancer,2,2,1,0.0625,1.068113265289999,0.6052631578947368,6
ccp,kr-vs-kp,16,16,1,0.015625,1.0128015986047592,0.89375,48
ccp,kr-vs-kp,8,8,8,0.0625,1.3840152631964941,0.515625,8
ccp,breastcancer,8,8,2,0.25,1.3147153436040961,0.6052631578947368,8
ccp,breastcancer,4,4,4,0.015625,0.8606544949832007,0.9210526315789473,16
ccp,breastcancer,32,32,1,0.015625,0.4511620494206804,0.9298245614035088,62
ccp,kr-vs-kp,4,4,8,0.015625,0.935076230124095,0.9359375,34
ccp,breastcancer,8,8,1,0.0,0.6645078067219299,0.9210526315789473,24
lgbm_base,wine,512,3584,2,0.0,0.74485279969213,0.6030769230769231,23806
ccp,breastcancer,32,32,4,0.0,0.04547549221308041,0.9035087719298246,902
ccp,breastcancer,256,256,4,0.125,1.068105050669113,0.6052631578947368,260
ccp,breastcancer,8,8,8,0.015625,0.6303648902353868,0.9210526315789473,30
ccp,breastcancer,2,2,2,0.015625,1.046745832036066,0.6052631578947368,8
ccp,breastcancer,1024,1024,1,0.0625,0.7650896282941458,0.9385964912280702,1036
ccp,breastcancer,64,64,1,0.0625,0.7650896283781788,0.9385964912280702,76
ccp,breastcancer,32,32,8,0.25,1.3147153436040961,0.6052631578947368,32
ccp,breastcancer,512,512,8,0.25,1.3147153436040961,0.6052631578947368,512
lgbm_quant,wine,512,3584,2,0.0,0.5551279584375601,0.5215384615384615,23806
ccp,kr-vs-kp,512,512,1,0.25,1.3840152631964941,0.515625,512
ccp,kr-vs-kp,1,1,4,0.0,1.2318467997669784,0.9359375,17
ccp,kr-vs-kp,1024,1024,4,0.125,1.3840152631964941,0.515625,1024
ccp,kr-vs-kp,128,128,1,0.0078125,0.8365679243030804,0.89375,192
ccp,breastcancer,64,64,2,0.015625,0.426137251837603,0.9210526315789473,100
ccp,breastcancer,128,128,2,0.0625,0.7650896282941455,0.9385964912280702,140
ccp,breastcancer,64,64,8,0.0,0.0014874354411768846,0.9210526315789473,1742
ccp,kr-vs-kp,512,512,2,0.0625,1.3840152631964941,0.515625,512
ccp,kr-vs-kp,1,1,8,0.25,1.384015263196494,0.515625,1
ccp,kr-vs-kp,128,128,4,0.5,1.3840152631964941,0.515625,128
ccp,kr-vs-kp,256,256,8,0.0,0.008743078530256305,0.9796875,66362
ccp,kr-vs-kp,2,2,2,0.03125,1.226097642140796,0.89375,10
ccp,kr-vs-kp,2,2,1,0.125,1.384015263196494,0.515625,2
ccp,breastcancer,128,128,1,0.25,1.3147153436040961,0.6052631578947368,128
ccp,kr-vs-kp,4,4,1,0.5,1.384015263196494,0.515625,4
ccp,kr-vs-kp,256,256,1,0.03125,1.227717771886164,0.89375,266
ccp,kr-vs-kp,512,512,4,0.015625,0.7719443677509508,0.9359375,560
ccp,kr-vs-kp,2,2,4,0.0078125,1.111249243432755,0.9359375,18
ccp,kr-vs-kp,16,16,4,0.0,0.44400438698879174,0.9359375,286
ccp,kr-vs-kp,32,32,1,0.0625,1.3840152631964941,0.515625,32
ccp,kr-vs-kp,1024,1024,8,0.5,1.3840152631964941,0.515625,1024
ccp,kr-vs-kp,32,32,2,0.015625,0.8833352950094968,0.89375,72
ccp,kr-vs-kp,16,16,8,0.25,1.3840152631964941,0.515625,16
ccp,breastcancer,128,128,4,0.015625,0.4261372515603055,0.9210526315789473,164
ccp,kr-vs-kp,128,128,8,0.125,1.3840152631964941,0.515625,128
lgbm_base,breastcancer,128,128,8,0.0,1.0,0.956140350877193,4866
lgbm_quant,breastcancer,128,128,8,0.0,1.0,0.956140350877193,4866
ccp,breastcancer,512,512,4,0.5,1.3147153436040961,0.6052631578947368,512
ccp,breastcancer,256,256,2,0.25,1.3147153436040961,0.6052631578947368,256
ccp,kr-vs-kp,256,256,2,0.0078125,0.7161489434118714,0.89375,326
ccp,kr-vs-kp,64,64,8,0.015625,0.7719443677509534,0.9359375,112
ccp,kr-vs-kp,1,1,1,0.03125,1.3445907061091549,0.515625,3
ccp,kr-vs-kp,1024,1024,1,0.0,0.2118310863938756,0.9546875,3072
ccp,breastcancer,256,256,8,0.03125,0.5867787608575442,0.9298245614035088,276
ccp,breastcancer,1024,1024,2,0.015625,0.42613725156030535,0.9210526315789473,1060
lgbm_base,wine,1024,7168,4,0.0,0.9998075812969021,0.6684615384615384,141566
ccp,kr-vs-kp,32,32,4,0.0078125,0.6220679699047068,0.9359375,108
ccp,kr-vs-kp,4,4,4,0.03125,1.0570096748800288,0.89375,22
ccp,kr-vs-kp,1024,1024,2,0.25,1.3840152631964941,0.515625,1024
ccp,breastcancer,2,2,8,0.5,1.3147153436040961,0.6052631578947368,2
ccp,kr-vs-kp,4,4,2,0.125,1.384015263196494,0.515625,4
ccp,kr-vs-kp,64,64,1,0.5,1.3840152631964941,0.515625,64
ccp,kr-vs-kp,64,64,2,0.125,1.3840152631964941,0.515625,64
ccp,kr-vs-kp,64,64,4,0.03125,1.0570095838924247,0.89375,82
ccp,kr-vs-kp,512,512,8,0.0625,1.3840152631964941,0.515625,512
ccp,kr-vs-kp,8,8,2,0.5,1.3840152631964941,0.515625,8
ccp,kr-vs-kp,1024,1024,8,0.125,1.3840152631964941,0.515625,1024
ccp,breastcancer,1,1,8,0.125,1.1774519584756584,0.6052631578947368,3
ccp,breastcancer,1,1,1,0.0078125,1.1774519584756584,0.6052631578947368,3
ccp,breastcancer,4,4,2,0.03125,0.8940938962336461,0.9035087719298246,12
ccp,breastcancer,4,4,1,0.125,1.0681104414952676,0.6052631578947368,8
ccp,breastcancer,8,8,4,0.03125,0.6645078067219299,0.9210526315789473,24
ccp,breastcancer,8,8,2,0.125,1.0681073720107206,0.6052631578947368,12
ccp,breastcancer,16,16,4,0.125,1.068105480973457,0.6052631578947368,20
ccp,breastcancer,1,1,4,0.5,1.3147153436040961,0.6052631578947368,1
ccp,breastcancer,16,16,2,0.5,1.3147153436040961,0.6052631578947368,16
ccp,kr-vs-kp,8,8,8,0.03125,1.0570096230597346,0.89375,26
ccp,breastcancer,2,2,1,0.03125,1.068113265289999,0.6052631578947368,6
ccp,breastcancer,16,16,8,0.03125,0.5867825945195384,0.9298245614035088,36
ccp,kr-vs-kp,4,4,8,0.0078125,0.9244019639534988,0.9359375,36
ccp,kr-vs-kp,8,8,4,0.125,1.3840152631964941,0.515625,8
ccp,breastcancer,8,8,1,0.5,1.3147153436040961,0.6052631578947368,8
lgbm_base,breastcancer,512,512,1,0.0,1.0,0.956140350877193,1536
lgbm_quant,breastcancer,512,512,1,0.0,1.0,0.956140350877193,1536
ccp,breastcancer,4,4,4,0.0078125,0.8201935596401924,0.9210526315789473,30
ccp,breastcancer,32,32,1,0.0078125,0.3674296992431139,0.9210526315789473,72
ccp,kr-vs-kp,16,16,1,0.0078125,1.0128015986047592,0.89375,48
ccp,breastcancer,8,8,8,0.0078125,0.5808461159794722,0.9210526315789473,48
ccp,breastcancer,256,256,1,0.0,0.04183937788479593,0.9385964912280702,768
ccp,breastcancer,32,32,4,0.5,1.3147153436040961,0.6052631578947368,32
ccp,breastcancer,2,2,2,0.0078125,1.0294250678055845,0.6052631578947368,14
ccp,breastcancer,1024,1024,4,0.0078125,0.3219476118624518,0.9210526315789473,1088
ccp,breastcancer,64,64,1,0.03125,0.5867787610128544,0.9298245614035088,84
ccp,breastcancer,512,512,2,0.0,1.8220825564220805e-05,0.956140350877193,3562
ccp,breastcancer,32,32,8,0.125,1.0681050654476905,0.6052631578947368,36
ccp,breastcancer,256,256,4,0.0625,0.7650896282941453,0.9385964912280702,268
ccp,kr-vs-kp,1,1,4,0.5,1.384015263196494,0.515625,1
ccp,kr-vs-kp,128,128,2,0.0,0.24332672195262356,0.953125,890
ccp,kr-vs-kp,512,512,1,0.125,1.3840152631964941,0.515625,512
ccp,breastcancer,64,64,2,0.0078125,0.3351302435672041,0.9210526315789473,122
lgbm_quant,wine,1024,7168,4,0.0,0.47565903405811044,0.4592307692307692,141566
ccp,kr-vs-kp,1,1,8,0.125,1.384015263196494,0.515625,1
ccp,breastcancer,128,128,2,0.03125,0.5867787608575443,0.9298245614035088,148
ccp,breastcancer,64,64,8,0.5,1.3147153436040961,0.6052631578947368,64
ccp,breastcancer,1024,1024,1,0.03125,0.5867787608575444,0.9298245614035088,1044
ccp,kr-vs-kp,512,512,2,0.03125,1.088839701674025,0.89375,530
lgbm_base,covtype,1024,1024,4,0.0,0.876424509852434,0.8704766658347891,30606
ccp,kr-vs-kp,128,128,4,0.25,1.3840152631964941,0.515625,128
ccp,kr-vs-kp,2,2,1,0.0625,1.384015263196494,0.515625,2
ccp,kr-vs-kp,2,2,2,0.015625,1.226097642140796,0.89375,10
lgbm_base,wine,1,7,2,0.0,0.43294208197036754,0.45076923076923076,47
lgbm_quant,wine,1,7,2,0.0,0.43294208197036754,0.45076923076923076,47
ccp,breastcancer,128,128,1,0.125,1.0681050506691125,0.6052631578947368,132
ccp,kr-vs-kp,4,4,1,0.25,1.384015263196494,0.515625,4
lgbm_base,kin8nm,1024,1024,2,0.0,0.02101614509294518,0.029782181304425302,6990
ccp,kr-vs-kp,2,2,8,0.0,1.064230843018668,0.9609375,144
ccp,kr-vs-kp,256,256,1,0.015625,0.9835660980482679,0.89375,292
ccp,kr-vs-kp,256,256,8,0.5,1.3840152631964941,0.515625,256
ccp,kr-vs-kp,32,32,1,0.03125,1.2277177733872076,0.89375,42
ccp,kr-vs-kp,16,16,4,0.5,1.3840152631964941,0.515625,16
lgbm_quant,kin8nm,1024,1024,2,0.0,193.15662506831754,192.40941179304951,6990
ccp,kr-vs-kp,16,16,8,0.125,1.3840152631964941,0.515625,16
ccp,kr-vs-kp,32,32,2,0.0078125,0.716148944916634,0.89375,102
ccp,kr-vs-kp,1024,1024,4,0.0625,1.3840152631964941,0.515625,1024
lgbm_base,wine,2,14,4,0.0,0.5243409659418895,0.536923076923077,356
lgbm_quant,wine,2,14,4,0.0,0.5239561285356936,0.536923076923077,356
lgbm_base,wine,32,224,2,0.0,0.565326149701751,0.5607692307692308,1556
lgbm_quant,wine,32,224,2,0.0,0.5641716374831633,0.5592307692307692,1556
ccp,kr-vs-kp,128,128,8,0.0625,1.3840152631964941,0.515625,128
ccp,breastcancer,128,128,4,0.0078125,0.3219476118624524,0.9210526315789473,192
ccp,kr-vs-kp,512,512,4,0.0078125,0.6220679695932688,0.9359375,588
lgbm_base,wine,4,28,8,0.0,0.5847604387146431,0.5576923076923077,1618
lgbm_quant,wine,4,28,8,0.0,0.5843756013084472,0.5576923076923077,1618
lgbm_base,wine,16,112,1,0.0,0.529536270925534,0.5423076923076923,336
ccp,kr-vs-kp,1,1,1,0.015625,1.3445907061091549,0.515625,3
lgbm_quant,wine,16,112,1,0.0,0.529536270925534,0.5423076923076923,336
ccp,kr-vs-kp,64,64,8,0.0078125,0.6232034191255388,0.9359375,140
ccp,breastcancer,256,256,2,0.125,1.068105050669113,0.6052631578947368,260
lgbm_base,wine,64,448,4,0.0,0.7165672503367327,0.6207692307692307,10886
ccp,kr-vs-kp,4,4,4,0.015625,0.935076230124095,0.9359375,34
lgbm_quant,wine,64,448,4,0.0,0.7106022705406966,0.6169230769230769,10886
ccp,kr-vs-kp,256,256,4,0.0,0.04124334541143719,0.98125,7570
ccp,breastcancer,2,2,8,0.25,1.3147153436040961,0.6052631578947368,2
ccp,kr-vs-kp,4,4,2,0.0625,1.384015263196494,0.515625,4
ccp,kr-vs-kp,32,32,8,0.0,0.11006247038205658,0.9796875,3204
ccp,kr-vs-kp,64,64,1,0.25,1.3840152631964941,0.515625,64
ccp,kr-vs-kp,64,64,2,0.0625,1.3840152631964941,0.515625,64
ccp,covtype,1,1,2,0.5,1.3857056791728541,0.5134807190864263,1
ccp,kr-vs-kp,8,8,2,0.25,1.3840152631964941,0.515625,8
ccp,kr-vs-kp,64,64,4,0.015625,0.7719443677509534,0.9359375,112
ccp,kr-vs-kp,1024,1024,8,0.03125,1.0570095838921312,0.89375,1042
ccp,breastcancer,1,1,8,0.0625,1.1774519584756584,0.6052631578947368,3
ccp,kr-vs-kp,1024,1024,1,0.5,1.3840152631964941,0.515625,1024
ccp,breastcancer,1,1,2,0.0,1.1571870891682094,0.6052631578947368,7
ccp,breastcancer,4,4,1,0.0625,0.8940938962336461,0.9035087719298246,12
ccp,breastcancer,1,1,4,0.25,1.3147153436040961,0.6052631578947368,1
ccp,kr-vs-kp,1024,1024,8,0.0078125,0.623203419125537,0.9359375,1100
ccp,breastcancer,8,8,2,0.0625,0.765100815990507,0.9385964912280702,20
ccp,breastcancer,4,4,2,0.015625,0.8606544949832007,0.9210526315789473,16
lgbm_base,covtype,512,512,1,0.0,0.7700754503462712,0.7673812207946439,1536
ccp,breastcancer,16,16,4,0.0625,0.7650917028895874,0.9385964912280702,28
ccp,kr-vs-kp,8,8,4,0.0625,1.3840152631964941,0.515625,8
ccp,breastcancer,2,2,1,0.015625,1.068113265289999,0.6052631578947368,6
ccp,kr-vs-kp,8,8,8,0.015625,0.7719443680589486,0.9359375,56
ccp,breastcancer,16,16,2,0.25,1.3147153436040961,0.6052631578947368,16
ccp,kr-vs-kp,8,8,1,0.0,1.1566975807632838,0.89375,24
ccp,breastcancer,8,8,4,0.015625,0.6303648902353868,0.9210526315789473,30
ccp,kr-vs-kp,16,16,2,0.0,0.6920982934121886,0.9359375,106
ccp,breastcancer,16,16,8,0.015625,0.42614409528980557,0.9210526315789473,52
ccp,breastcancer,512,512,4,0.25,1.3147153436040961,0.6052631578947368,512
ccp,breastcancer,4,4,8,0.0,0.7458820107101437,0.9298245614035088,114
ccp,breastcancer,8,8,1,0.25,1.3147153436040961,0.6052631578947368,8
ccp,breastcancer,32,32,2,0.0,0.13776263137447747,0.9210526315789473,224
ccp,breastcancer,16,16,1,0.0,0.43020492713124087,0.9210526315789473,48
ccp,breastcancer,32,32,4,0.25,1.3147153436040961,0.6052631578947368,32
ccp,kr-vs-kp,1024,1024,2,0.125,1.3840152631964941,0.515625,1024
ccp,breastcancer,2,2,4,0.0,0.9858984016919629,0.6052631578947368,42
ccp,covtype,1,1,4,0.125,1.3857056791728541,0.5134807190864263,1
ccp,breastcancer,64,64,1,0.015625,0.4511618508856157,0.9298245614035088,94
ccp,breastcancer,256,256,1,0.5,1.3147153436040961,0.6052631578947368,256
ccp,breastcancer,256,256,8,0.015625,0.42613725156030513,0.9210526315789473,292
ccp,kr-vs-kp,1,1,4,0.25,1.384015263196494,0.515625,1
ccp,breastcancer,32,32,8,0.0625,0.7650896995609056,0.9385964912280702,44
lgbm_base,wine,128,896,8,0.0,0.9753704060034636,0.6623076923076923,51054
ccp,breastcancer,1024,1024,2,0.0078125,0.3351302432196713,0.9210526315789473,1082
ccp,kr-vs-kp,128,128,2,0.5,1.3840152631964941,0.515625,128
ccp,kr-vs-kp,512,512,8,0.03125,1.0570095838921312,0.89375,530
lgbm_quant,wine,128,896,8,0.0,0.7989224552626515,0.5561538461538461,51054
ccp,kr-vs-kp,1,1,8,0.0625,1.384015263196494,0.515625,1
ccp,breastcancer,1024,1024,8,0.0,1.974724230296331e-08,0.9210526315789473,5464
ccp,breastcancer,64,64,4,0.0,0.0025370854639376727,0.8947368421052632,1806
ccp,kr-vs-kp,512,512,1,0.0625,1.3840152631964941,0.515625,512
ccp,kr-vs-kp,1024,1024,8,0.25,1.3840152631964941,0.515625,1024
ccp,breastcancer,512,512,2,0.5,1.3147153436040961,0.6052631578947368,512
ccp,breastcancer,64,64,8,0.25,1.3147153436040961,0.6052631578947368,64
ccp,breastcancer,128,128,2,0.015625,0.4261372515603055,0.9210526315789473,164
ccp,breastcancer,256,256,4,0.03125,0.5867787608575442,0.9298245614035088,276
ccp,kr-vs-kp,128,128,4,0.125,1.3840152631964941,0.515625,128
ccp,kr-vs-kp,2,2,2,0.0078125,1.226097642140796,0.89375,10
ccp,kr-vs-kp,2,2,1,0.03125,1.3121396896696638,0.515625,6
ccp,kr-vs-kp,4,4,1,0.125,1.384015263196494,0.515625,4
ccp,kr-vs-kp,512,512,2,0.015625,0.8833352944984172,0.89375,552
ccp,breastcancer,128,128,1,0.0625,0.7650896282941455,0.9385964912280702,140
ccp,kr-vs-kp,2,2,8,0.5,1.384015263196494,0.515625,2
ccp,kr-vs-kp,32,32,1,0.015625,0.9835661568199121,0.89375,68
ccp,kr-vs-kp,16,16,4,0.25,1.3840152631964941,0.515625,16
ccp,kr-vs-kp,32,32,4,0.0,0.2576958382864921,0.9515625,712
lgbm_base,wine,512,3584,1,0.0,0.5920723494323649,0.566923076923077,10752
ccp,kr-vs-kp,16,16,8,0.0625,1.3840152631964941,0.515625,16
ccp,kr-vs-kp,256,256,1,0.0078125,0.8365679243030792,0.89375,320
ccp,breastcancer,1024,1024,1,0.015625,0.451161850651226,0.9298245614035088,1054
lgbm_quant,covtype,512,512,1,0.0,0.7700862074529538,0.767450065833068,1536
lgbm_quant,wine,512,3584,1,0.0,0.5913026746199731,0.566923076923077,10752
ccp,kr-vs-kp,1024,1024,8,0.0625,1.3840152631964941,0.515625,1024
ccp,kr-vs-kp,1,1,1,0.0078125,1.3445907061091549,0.515625,3
ccp,kr-vs-kp,256,256,8,0.25,1.3840152631964941,0.515625,256
ccp,kr-vs-kp,128,128,1,0.0,0.4778910547496553,0.9328125,384
ccp,kr-vs-kp,128,128,8,0.03125,1.057009583892131,0.89375,146
ccp,breastcancer,128,128,8,0.0,2.4703798430179236e-06,0.9210526315789473,3470
ccp,kr-vs-kp,4,4,4,0.0078125,0.9244019639534988,0.9359375,36
ccp,kr-vs-kp,4,4,2,0.03125,1.0888398848131813,0.89375,22
lgbm_base,wine,1024,7168,2,0.0,0.8208581874158168,0.6161538461538462,46156
ccp,kr-vs-kp,64,64,2,0.03125,1.088839701674616,0.89375,82
ccp,breastcancer,256,256,2,0.0625,0.7650896282941453,0.9385964912280702,268
ccp,kr-vs-kp,32,32,8,0.5,1.3840152631964941,0.515625,32
ccp,kr-vs-kp,64,64,1,0.125,1.3840152631964941,0.515625,64
ccp,kr-vs-kp,64,64,4,0.0078125,0.622067969593636,0.9359375,140
ccp,kr-vs-kp,8,8,2,0.125,1.3840152631964941,0.515625,8
ccp,kr-vs-kp,256,256,4,0.5,1.3840152631964941,0.515625,256
ccp,kr-vs-kp,8,8,4,0.03125,1.0570096230597346,0.89375,26
ccp,kr-vs-kp,8,8,8,0.0078125,0.6878483896200807,0.9359375,72
ccp,kr-vs-kp,8,8,1,0.5,1.3840152631964941,0.515625,8
ccp,kr-vs-kp,16,16,2,0.5,1.3840152631964941,0.515625,16
ccp,kr-vs-kp,1024,1024,4,0.03125,1.0570095838921312,0.89375,1042
ccp,mushroom,1,1,8,0.03125,1.2550787196338495,0.912,7
ccp,mushroom,2,2,1,0.0078125,1.2705940025610234,0.8055384615384615,6
ccp,mushroom,1,1,2,0.5,1.3853753814463896,0.5292307692307693,1
ccp,mushroom,1,1,4,0.125,1.3853753814463896,0.5292307692307693,1
ccp,mushroom,2,2,4,0.5,1.38537538144639,0.5292307692307693,2
ccp,kr-vs-kp,1024,1024,1,0.25,1.3840152631964941,0.515625,1024
ccp,mushroom,2,2,8,0.125,1.38537538144639,0.5292307692307693,2
ccp,mushroom,4,4,1,0.03125,1.1759060311271756,0.819076923076923,12
ccp,mushroom,4,4,2,0.0078125,0.960585365795928,0.912,26
ccp,mushroom,4,4,8,0.5,1.38537538144639,0.5292307692307693,4
lgbm_base,breastcancer,2,2,2,0.0,0.6329670329670329,0.6052631578947368,14
lgbm_quant,breastcancer,2,2,2,0.0,0.6329670329670329,0.6052631578947368,14
lgbm_quant,wine,1024,7168,2,0.0,0.48720415624398694,0.45384615384615384,46156
ccp,mushroom,8,8,1,0.125,1.38537538144639,0.5292307692307693,8
ccp,mushroom,8,8,2,0.03125,0.7055441662540106,0.9661538461538461,42
ccp,mushroom,8,8,4,0.0078125,0.6033705028829164,0.9735384615384616,70
ccp,breastcancer,256,256,1,0.25,1.3147153436040961,0.6052631578947368,256
ccp,mushroom,16,16,2,0.125,1.38537538144639,0.5292307692307693,16
