no_trees,depth,no_features,no_thresholds,no_leaves,our_bits,lgb_bits,logloss,rmse,accuracy,tinygbdt_penalty_feature,tinygbdt_penalty_split,max_trees
95,3,9,1021,728,46850,73856,0,0.541242,0.7764493916127445,0.000976562,0.00390625,10000
36,5,9,1391,971,67130,105792,0,0.541403,0.7763159861364127,0.000976562,0.00390625,10000
9,7,9,1396,952,68884,105824,0,0.689364,0.6373477528301147,0.000976562,0.00390625,10000
95,3,9,1021,728,46850,73856,0,0.541242,0.7764493916127445,0.000976562,0.00390625,100000
36,5,9,1391,971,67130,105792,0,0.541403,0.7763159861364127,0.000976562,0.00390625,100000
9,7,9,1396,952,68884,105824,0,0.689364,0.6373477528301147,0.000976562,0.00390625,100000
4,3,6,67,40,2658,4080,0,0.0,0.3533154772742178,0.000976562,0.0078125,5
4,5,9,266,157,11162,17184,0,0.875867,0.4145778727431908,0.000976562,0.0078125,5
4,7,9,784,499,36351,55488,0,0.843067,0.4576029979291528,0.000976562,0.0078125,5
9,3,8,126,80,5164,8160,0,0.0,0.5003025352562338,0.000976562,0.0078125,10
9,5,9,493,312,21579,34144,0,0.736216,0.5863781093881055,0.000976562,0.0078125,10
9,7,9,1172,787,60382,87344,0,0.692159,0.6344007369914844,0.000976562,0.0078125,10
14,3,8,184,120,7546,12240,0,0.0,0.5745012526614608,0.000976562,0.0078125,15
14,5,9,697,455,31067,49760,0,0.662056,0.6655102674859728,0.000976562,0.0078125,15
14,7,9,1408,982,78237,108784,0,0.618125,0.7084279970043843,0.000976562,0.0078125,15
19,3,8,238,160,10025,16320,0,0.0,0.6225075302596457,0.000976562,0.0078125,20
19,5,9,883,584,40431,63808,0,0.616791,0.7096849674976531,0.000976562,0.0078125,20
14,7,9,1408,982,78237,108784,0,0.618125,0.7084279970043843,0.000976562,0.0078125,20
29,3,8,339,240,14431,24480,0,0.0,0.6976459114109286,0.000976562,0.0078125,30
29,5,9,1131,777,54258,84624,0,0.561606,0.7593104434524555,0.000976562,0.0078125,30
14,7,9,1408,982,78237,108784,0,0.618125,0.7084279970043843,0.000976562,0.0078125,30
39,3,9,439,318,19475,32416,0,0.0,0.7247595677779265,0.000976562,0.0078125,40
39,5,9,1263,880,63760,95360,0,0.539257,0.7780856574212125,0.000976562,0.0078125,40
14,7,9,1408,982,78237,108784,0,0.618125,0.7084279970043843,0.000976562,0.0078125,40
49,3,9,534,395,23871,40240,0,0.0,0.7438548202585116,0.000976562,0.0078125,50
43,5,9,1300,910,66896,98400,0,0.534012,0.7823817173860433,0.000976562,0.0078125,50
14,7,9,1408,982,78237,108784,0,0.618125,0.7084279970043843,0.000976562,0.0078125,50
80,3,9,768,605,35997,61280,0,0.0,0.7701956440913018,0.000976562,0.0078125,100
