model,dataset,max_trees,no_trees,depth,alpha,train_loss,test_accuracy,nodes
cegb,kin8nm,1,1,2,0.5,0.069549434430087,0.0692052834536657,1
cegb,kin8nm,4,1,8,0.5,0.069549434430087,0.0692052834536657,1
cegb,kin8nm,4,1,1,0.03125,0.069549434430087,0.0692052834536657,1
cegb,kin8nm,1,1,4,0.125,0.069549434430087,0.0692052834536657,1
cegb,kin8nm,8,1,1,0.125,0.069549434430087,0.0692052834536657,1
cegb,kin8nm,4,4,2,0.0078125,0.060037703801490025,0.06032923715262456,12
cegb,breastcancer,1,1,1,0.0,0.6285714285714286,0.6228070175438597,3
cegb,breastcancer,8,8,1,0.0625,0.945054945054945,0.9385964912280702,24
cegb,kin8nm,16,1,1,0.5,0.069549434430087,0.0692052834536657,1
cegb,breastcancer,16,7,1,0.25,0.9340659340659341,0.9385964912280702,21
cegb,mushroom,1,1,2,0.5,0.5177719649176796,0.5187692307692308,1
cegb,kin8nm,32,1,2,0.5,0.069549434430087,0.0692052834536657,1
cegb,wine,1,7,2,0.5,0.4308254762362902,0.4592307692307692,7
cegb,kin8nm,8,1,2,0.03125,0.069549434430087,0.0692052834536657,1
cegb,kin8nm,2,1,8,0.125,0.069549434430087,0.0692052834536657,1
cegb,wine,2,7,8,0.125,0.4308254762362902,0.4592307692307692,7
cegb,kin8nm,2,1,4,0.5,0.069549434430087,0.0692052834536657,1
cegb,kin8nm,1,1,8,0.03125,0.069549434430087,0.0692052834536657,1
cegb,kin8nm,16,1,4,0.03125,0.069549434430087,0.0692052834536657,1
cegb,breastcancer,16,16,2,0.0625,0.9626373626373627,0.956140350877193,74
cegb,breastcancer,8,8,2,0.015625,0.9626373626373627,0.956140350877193,54
cegb,kin8nm,32,1,4,0.125,0.069549434430087,0.0692052834536657,1
cegb,mushroom,4,1,8,0.5,0.5177719649176796,0.5187692307692308,1
cegb,kin8nm,2,2,1,0.0078125,0.06387940458607774,0.06389638654854636,6
cegb,kin8nm,16,1,2,0.125,0.069549434430087,0.0692052834536657,1
cegb,mushroom,2,2,8,0.125,0.9843052777350362,0.984,50
cegb,kin8nm,8,4,4,0.0078125,0.060037703801490025,0.06032923715262456,12
cegb,kin8nm,64,4,1,0.0078125,0.060037703801490025,0.06032923715262456,12
cegb,mushroom,4,4,2,0.0078125,0.9147561163255885,0.9101538461538462,28
cegb,mushroom,2,1,4,0.5,0.5177719649176796,0.5187692307692308,1
cegb,breastcancer,64,64,2,0.0,0.9956043956043956,0.956140350877193,448
cegb,breastcancer,64,7,4,0.25,0.9340659340659341,0.9385964912280702,21
cegb,mushroom,8,8,2,0.03125,0.966456377904293,0.9618461538461538,56
cegb,wine,2,14,1,0.0078125,0.4308254762362902,0.4592307692307692,40
cegb,breastcancer,1,1,4,0.0625,0.6285714285714286,0.6228070175438597,7
cegb,mushroom,1,1,8,0.03125,0.988767502692722,0.9883076923076923,31
cegb,california_housing,2,2,8,0.125,1.0773393462767025,1.0651283950453583,70
cegb,wine,16,7,1,0.5,0.4308254762362902,0.4592307692307692,7
cegb,mushroom,16,7,2,0.125,0.9241421757193414,0.916923076923077,41
cegb,wine,4,28,1,0.03125,0.4308254762362902,0.4592307692307692,44
cegb,mushroom,32,6,4,0.125,0.9713802123403601,0.9667692307692307,88
cegb,breastcancer,128,51,1,0.015625,0.9736263736263736,0.956140350877193,153
cegb,mushroom,16,16,8,0.0078125,0.9961532543468226,0.9932307692307693,476
cegb,mushroom,128,40,2,0.0078125,0.9870749346053239,0.9901538461538462,262
cegb,kin8nm,64,1,8,0.125,0.069549434430087,0.0692052834536657,1
cegb,kin8nm,256,1,1,0.125,0.069549434430087,0.0692052834536657,1
cegb,california_housing,4,4,1,0.03125,1.081822873157452,1.0793377451663573,12
cegb,wine,16,7,2,0.125,0.4308254762362902,0.4592307692307692,7
cegb,mushroom,16,1,1,0.5,0.5177719649176796,0.5187692307692308,1
cegb,wine,4,7,8,0.5,0.4308254762362902,0.4592307692307692,7
cegb,mushroom,2,2,1,0.0078125,0.7350361594091399,0.7206153846153847,6
cegb,mushroom,32,17,8,0.03125,0.9843052777350362,0.984,355
cegb,breastcancer,32,32,1,0.0,0.9692307692307692,0.956140350877193,96
cegb,wine,32,7,4,0.125,0.4308254762362902,0.4592307692307692,7
cegb,california_housing,64,64,1,0.0078125,0.530450102823005,0.5512564483829746,192
cegb,mushroom,8,8,4,0.0078125,0.9846130173872903,0.9803076923076923,146
cegb,kin8nm,256,1,2,0.03125,0.069549434430087,0.0692052834536657,1
cegb,kin8nm,128,1,8,0.5,0.069549434430087,0.0692052834536657,1
cegb,california_housing,1,1,2,0.5,1.3367782117894271,1.3106960720189789,1
cegb,kin8nm,32,1,8,0.03125,0.069549434430087,0.0692052834536657,1
cegb,california_housing,128,40,2,0.0078125,0.43321007190888233,0.4559967387368371,280
cegb,breastcancer,16,16,4,0.015625,0.978021978021978,0.956140350877193,148
cegb,kin8nm,16,4,8,0.0078125,0.060037703801490025,0.06032923715262456,12
cegb,mushroom,64,6,8,0.125,0.9843052777350362,0.984,102
cegb,kin8nm,128,4,2,0.0078125,0.060037703801490025,0.06032923715262456,12
cegb,california_housing,1,1,4,0.125,1.2030594941736772,1.1851244309000364,27
cegb,california_housing,4,4,2,0.0078125,0.9826157459138128,0.9777495917154646,28
cegb,wine,16,105,8,0.0078125,0.6184337117567827,0.5653846153846154,1835
cegb,california_housing,64,7,8,0.125,0.8268431960266677,0.8311928079760541,99
cegb,wine,64,7,8,0.125,0.4308254762362902,0.4592307692307692,7
cegb,wine,64,7,4,0.5,0.4308254762362902,0.4592307692307692,7
cegb,breastcancer,64,19,8,0.0625,0.9714285714285714,0.956140350877193,93
cegb,breastcancer,8,8,8,0.0,0.967032967032967,0.9649122807017544,242
cegb,california_housing,16,1,1,0.5,1.3367782117894271,1.3106960720189789,1
cegb,california_housing,32,1,2,0.5,1.3367782117894271,1.3106960720189789,1
cegb,wine,8,56,2,0.03125,0.5358860881277661,0.5315384615384615,102
cegb,california_housing,16,15,4,0.03125,0.5513017363657476,0.5717887756420343,293
cegb,california_housing,2,1,4,0.5,1.3367782117894271,1.3106960720189789,1
cegb,wine,2,7,4,0.5,0.4308254762362902,0.4592307692307692,7
cegb,mushroom,1,1,4,0.125,0.9656870287736575,0.9673846153846154,21
cegb,wine,32,7,2,0.5,0.4308254762362902,0.4592307692307692,7
cegb,mushroom,256,18,2,0.03125,0.971226342514233,0.9710769230769231,126
cegb,california_housing,128,32,1,0.03125,0.6507029826187375,0.6666272027466607,96
cegb,breastcancer,128,128,4,0.0,1.0,0.956140350877193,2518
cegb,breastcancer,256,33,2,0.015625,0.9868131868131869,0.956140350877193,209
cegb,kin8nm,256,4,4,0.0078125,0.060037703801490025,0.06032923715262456,12
cegb,breastcancer,32,7,2,0.25,0.9340659340659341,0.9385964912280702,21
cegb,mushroom,32,1,2,0.5,0.5177719649176796,0.5187692307692308,1
cegb,mushroom,128,1,8,0.5,0.5177719649176796,0.5187692307692308,1
cegb,mushroom,64,1,4,0.5,0.5177719649176796,0.5187692307692308,1
cegb,breastcancer,128,7,8,0.25,0.9340659340659341,0.9385964912280702,21
cegb,kin8nm,128,1,1,0.03125,0.069549434430087,0.0692052834536657,1
cegb,california_housing,8,8,2,0.03125,0.8043598564805058,0.8104812207064642,56
cegb,mushroom,8,8,1,0.125,0.9082935836282505,0.904,24
cegb,mushroom,16,16,4,0.03125,0.9796891829512233,0.9778461538461538,240
cegb,wine,1,7,8,0.03125,0.4308254762362902,0.4592307692307692,127
cegb,mushroom,256,14,1,0.125,0.9590706262501923,0.9593846153846154,42
cegb,wine,32,63,8,0.03125,0.542620742736194,0.5261538461538462,219
cegb,california_housing,32,14,8,0.03125,0.5084822478884838,0.5306796652487407,576
cegb,mushroom,4,4,1,0.03125,0.80073857516541,0.8073846153846154,12
cegb,breastcancer,32,19,4,0.0625,0.9714285714285714,0.956140350877193,93
cegb,california_housing,64,1,4,0.5,1.3367782117894271,1.3106960720189789,1
cegb,wine,4,28,2,0.0078125,0.5314604579565134,0.5230769230769231,146
cegb,breastcancer,32,29,8,0.015625,0.9868131868131869,0.9649122807017544,285
cegb,california_housing,8,8,4,0.0078125,0.6500238034543505,0.6596351393688901,248
cegb,kin8nm,512,1,2,0.125,0.069549434430087,0.0692052834536657,1
cegb,mushroom,64,64,1,0.0078125,0.9693799046007078,0.9673846153846154,192
cegb,california_housing,512,1,1,0.5,1.3367782117894271,1.3106960720189789,1
cegb,breastcancer,1,1,2,0.25,0.6285714285714286,0.6228070175438597,3
cegb,breastcancer,256,21,1,0.0625,0.9516483516483516,0.9473684210526315,63
cegb,kin8nm,64,1,4,0.5,0.069549434430087,0.0692052834536657,1
cegb,wine,8,56,4,0.0078125,0.5564748893592457,0.5392307692307692,596
cegb,kin8nm,512,1,8,0.125,0.069549434430087,0.0692052834536657,1
cegb,kin8nm,512,4,8,0.0078125,0.060037703801490025,0.06032923715262456,12
cegb,california_housing,512,15,4,0.03125,0.5513017363657476,0.5717887756420343,293
cegb,california_housing,16,16,8,0.0078125,0.3695122998951991,0.3950447853060827,976
cegb,california_housing,2,2,1,0.0078125,1.1892390320402575,1.1777200062635347,6
cegb,california_housing,1,1,8,0.03125,1.1682217202251117,1.149973889179343,61
cegb,california_housing,8,8,1,0.125,0.937957174808665,0.9410238772411599,24
cegb,california_housing,128,1,8,0.5,1.3367782117894271,1.3106960720189789,1
cegb,wine,1,7,4,0.125,0.4308254762362902,0.4592307692307692,7
cegb,california_housing,256,18,2,0.03125,0.6131005997214172,0.6326998422333233,122
cegb,wine,64,210,1,0.0078125,0.539157206080431,0.5276923076923077,350
cegb,mushroom,512,1,1,0.5,0.5177719649176796,0.5187692307692308,1
cegb,california_housing,512,7,2,0.125,0.890065087110139,0.8925279552247068,37
cegb,wine,128,70,1,0.03125,0.5076005387723687,0.5023076923076923,100
cegb,california_housing,256,23,4,0.0078125,0.3803581268400315,0.4085821496900894,645
cegb,kin8nm,512,1,4,0.03125,0.069549434430087,0.0692052834536657,1
cegb,wine,8,7,1,0.125,0.4308254762362902,0.4592307692307692,7
cegb,mushroom,512,17,4,0.03125,0.9796891829512233,0.9778461538461538,247
cegb,mushroom,128,51,1,0.03125,0.9693799046007078,0.9673846153846154,153
cegb,wine,16,63,4,0.03125,0.5408889744083125,0.5307692307692308,159
cegb,california_housing,16,7,2,0.125,0.890065087110139,0.8925279552247068,37
cegb,kin8nm,512,1,1,0.5,0.069549434430087,0.0692052834536657,1
cegb,wine,128,112,2,0.0078125,0.5389647873773331,0.5284615384615384,364
cegb,california_housing,512,7,8,0.125,0.8268431960266677,0.8311928079760541,99
cegb,california_housing,32,7,4,0.125,0.847096991025378,0.8549146051120646,65
cegb,wine,128,7,8,0.5,0.4308254762362902,0.4592307692307692,7
cegb,mushroom,256,29,4,0.0078125,0.9975380827819664,0.9975384615384615,423
cegb,california_housing,4,1,8,0.5,1.3367782117894271,1.3106960720189789,1
cegb,california_housing,256,9,1,0.125,0.9113722900274668,0.9171881894175623,27
cegb,mushroom,512,30,8,0.0078125,1.0,1.0,706
cegb,kin8nm,1024,1,8,0.125,0.069549434430087,0.0692052834536657,1
cegb,mushroom,512,6,8,0.125,0.9843052777350362,0.984,102
cegb,mushroom,1024,6,4,0.125,0.9713802123403601,0.9667692307692307,88
cegb,kin8nm,1024,1,8,0.5,0.069549434430087,0.0692052834536657,1
cegb,california_housing,512,21,8,0.0078125,0.34088597440551893,0.370834556177664,1219
cegb,wine,256,112,4,0.0078125,0.5595535886088128,0.5484615384615384,768
cegb,kin8nm,1024,1,4,0.125,0.069549434430087,0.0692052834536657,1
cegb,mushroom,1024,6,8,0.125,0.9843052777350362,0.984,102
cegb,mushroom,1024,1,8,0.5,0.5177719649176796,0.5187692307692308,1
cegb,mushroom,512,7,2,0.125,0.9241421757193414,0.916923076923077,41
cegb,mushroom,1024,1,2,0.5,0.5177719649176796,0.5187692307692308,1
cegb,california_housing,1024,21,8,0.0078125,0.34088597440551893,0.370834556177664,1219
cegb,california_housing,1024,14,8,0.03125,0.5084822478884838,0.5306796652487407,576
cegb,california_housing,1024,7,8,0.125,0.8268431960266677,0.8311928079760541,99
cegb,kin8nm,1024,1,8,0.03125,0.069549434430087,0.0692052834536657,1
cegb,california_housing,1024,1,2,0.5,1.3367782117894271,1.3106960720189789,1
cegb,kin8nm,1024,4,8,0.0078125,0.060037703801490025,0.06032923715262456,12
cegb,wine,256,7,1,0.125,0.4308254762362902,0.4592307692307692,7
cegb,kin8nm,1024,1,2,0.5,0.069549434430087,0.0692052834536657,1
cegb,mushroom,1024,17,8,0.03125,0.9843052777350362,0.984,355
cegb,california_housing,1024,7,4,0.125,0.847096991025378,0.8549146051120646,65
cegb,mushroom,1024,30,8,0.0078125,1.0,1.0,706
cegb,wine,256,63,2,0.03125,0.5358860881277661,0.5315384615384615,113
cegb,california_housing,1024,1,8,0.5,1.3367782117894271,1.3106960720189789,1
cegb,wine,512,7,8,0.125,0.4308254762362902,0.4592307692307692,7
cegb,wine,512,63,4,0.03125,0.5408889744083125,0.5307692307692308,159
cegb,wine,512,7,2,0.125,0.4308254762362902,0.4592307692307692,7
cegb,wine,512,105,8,0.0078125,0.6184337117567827,0.5653846153846154,1835
cegb,wine,512,7,1,0.5,0.4308254762362902,0.4592307692307692,7
cegb,wine,1024,7,2,0.5,0.4308254762362902,0.4592307692307692,7
cegb,wine,1024,7,4,0.125,0.4308254762362902,0.4592307692307692,7
cegb,covtype,64,1,8,0.125,0.7283615420527572,0.7261344371487828,5
cegb,covtype,128,1,8,0.5,0.5120554894591112,0.513781916129532,1
cegb,covtype,128,16,1,0.03125,0.7296545462759972,0.7276576336239168,48
cegb,covtype,128,21,2,0.0078125,0.7364767033340577,0.7344130530192852,145
cegb,covtype,256,8,2,0.03125,0.731750030657754,0.7294992384017625,46
cegb,covtype,256,1,1,0.125,0.6661187713663032,0.6648193248022857,3
cegb,covtype,256,17,4,0.0078125,0.768152079671435,0.7660731650645852,449
cegb,covtype,512,1,1,0.5,0.5120554894591112,0.513781916129532,1
cegb,covtype,512,1,2,0.125,0.7283615420527572,0.7261344371487828,5
cegb,covtype,512,1,8,0.125,0.7283615420527572,0.7261344371487828,5
cegb,covtype,512,9,4,0.03125,0.7376707421758184,0.735815770677177,105
cegb,covtype,512,17,8,0.0078125,0.7835949820248748,0.7819161295319398,997
cegb,covtype,1024,1,2,0.5,0.5120554894591112,0.513781916129532,1
cegb,covtype,1024,1,8,0.125,0.7283615420527572,0.7261344371487828,5
cegb,covtype,1024,9,8,0.03125,0.7362916810991181,0.7342323347934219,155
cegb,covtype,1024,17,8,0.0078125,0.7835949820248748,0.7819161295319398,997
cegb,covtype,1024,1,8,0.5,0.5120554894591112,0.513781916129532,1
cegb,covtype,1024,1,4,0.125,0.7283615420527572,0.7261344371487828,5
cegb,breastcancer,1,1,1,0.5,0.6285714285714286,0.6228070175438597,3
cegb,kin8nm,1,1,2,0.25,0.069549434430087,0.0692052834536657,1
cegb,breastcancer,16,16,2,0.03125,0.9714285714285714,0.956140350877193,96
cegb,breastcancer,8,8,2,0.0078125,0.9626373626373627,0.956140350877193,54
cegb,breastcancer,8,8,1,0.03125,0.945054945054945,0.9385964912280702,24
cegb,mushroom,1,1,2,0.25,0.9116787198030466,0.9076923076923077,7
cegb,kin8nm,8,1,2,0.015625,0.06642812649835396,0.06627442479549087,3
cegb,breastcancer,16,13,1,0.125,0.9428571428571428,0.9385964912280702,39
cegb,wine,16,7,1,0.25,0.4308254762362902,0.4592307692307692,7
cegb,mushroom,4,2,8,0.25,0.9618402831204801,0.9606153846153846,30
cegb,mushroom,8,8,2,0.015625,0.966456377904293,0.9618461538461538,56
cegb,kin8nm,64,1,8,0.0625,0.069549434430087,0.0692052834536657,1
cegb,breastcancer,64,2,2,0.5,0.6285714285714286,0.6228070175438597,6
cegb,mushroom,4,4,4,0.0,0.9758424372980459,0.9710769230769231,96
cegb,wine,4,7,8,0.25,0.4308254762362902,0.4592307692307692,7
cegb,breastcancer,256,44,2,0.0078125,0.989010989010989,0.956140350877193,282
cegb,mushroom,32,23,8,0.015625,0.9901523311278658,0.9876923076923076,521
cegb,california_housing,1,1,2,0.25,1.241480262612679,1.2232623931134639,5
cegb,kin8nm,32,32,1,0.0,0.046866687440489115,0.04799984604127771,96
cegb,mushroom,16,12,2,0.0625,0.9679950761655639,0.9655384615384616,82
cegb,breastcancer,128,13,8,0.125,0.9516483516483516,0.9473684210526315,45
cegb,mushroom,64,2,4,0.25,0.9618402831204801,0.9606153846153846,30
cegb,mushroom,2,2,4,0.25,0.9618402831204801,0.9606153846153846,30
cegb,california_housing,16,16,4,0.015625,0.4756761926806762,0.4980645849287141,432
cegb,california_housing,4,4,1,0.015625,1.081822873157452,1.0793377451663573,12
cegb,california_housing,4,4,4,0.0,0.8789832156554054,0.8752389132251632,124
cegb,kin8nm,16,1,4,0.015625,0.06642812649835396,0.06627442479549087,3
cegb,breastcancer,8,2,8,0.5,0.6285714285714286,0.6228070175438597,6
cegb,mushroom,1,1,8,0.015625,0.988767502692722,0.9883076923076923,31
cegb,mushroom,2,2,2,0.0,0.9116787198030466,0.9076923076923077,14
cegb,mushroom,2,2,8,0.0625,0.9989229112171103,0.9993846153846154,64
cegb,mushroom,32,32,1,0.0,0.9693799046007078,0.9673846153846154,96
cegb,kin8nm,8,1,1,0.0625,0.069549434430087,0.0692052834536657,1
cegb,mushroom,1,1,4,0.0625,0.9656870287736575,0.9673846153846154,21
cegb,kin8nm,2,1,4,0.25,0.069549434430087,0.0692052834536657,1
cegb,mushroom,32,2,2,0.25,0.9116787198030466,0.9076923076923077,12
cegb,mushroom,64,11,8,0.0625,0.9843052777350362,0.984,217
cegb,kin8nm,512,1,1,0.25,0.069549434430087,0.0692052834536657,1
cegb,california_housing,16,4,1,0.25,1.081822873157452,1.0793377451663573,12
cegb,california_housing,32,18,8,0.015625,0.40656528863934904,0.4339810010558774,916
cegb,kin8nm,2,1,8,0.0625,0.069549434430087,0.0692052834536657,1
cegb,wine,2,7,4,0.25,0.4308254762362902,0.4592307692307692,7
cegb,california_housing,2,2,2,0.0,1.1282376152440434,1.113660393798328,14
cegb,california_housing,64,3,4,0.25,1.085575295302852,1.0779457590536705,15
cegb,california_housing,512,19,4,0.015625,0.46011740025162945,0.48345699016973565,455
cegb,california_housing,16,12,2,0.0625,0.7229864269625708,0.7366132250228279,74
cegb,wine,1,7,2,0.25,0.4308254762362902,0.4592307692307692,7
cegb,mushroom,128,82,1,0.015625,0.9747653485151562,0.9753846153846154,246
cegb,mushroom,256,256,8,0.0,1.0,1.0,7814
cegb,kin8nm,4,1,8,0.25,0.069549434430087,0.0692052834536657,1
cegb,mushroom,16,3,1,0.25,0.8535159255270042,0.8572307692307692,9
cegb,breastcancer,32,32,8,0.0078125,0.9912087912087912,0.956140350877193,360
cegb,kin8nm,16,1,1,0.25,0.069549434430087,0.0692052834536657,1
cegb,mushroom,16,16,4,0.015625,0.9890752423449761,0.9870769230769231,272
cegb,mushroom,8,8,8,0.0,0.9950761655639329,0.9926153846153846,400
cegb,california_housing,256,17,1,0.0625,0.7782937246664753,0.7910531473875696,51
cegb,kin8nm,128,128,4,0.0,0.016466819319031954,0.02301345662946128,3432
cegb,mushroom,128,128,4,0.0,1.0,1.0,3426
cegb,kin8nm,1,1,4,0.0625,0.069549434430087,0.0692052834536657,1
cegb,breastcancer,32,2,1,0.5,0.6285714285714286,0.6228070175438597,6
cegb,mushroom,1024,1024,1,0.0,1.0,1.0,3072
cegb,kin8nm,32,1,2,0.25,0.069549434430087,0.0692052834536657,1
cegb,breastcancer,32,13,2,0.125,0.9516483516483516,0.9473684210526315,45
cegb,california_housing,2,2,8,0.0625,1.048205877139123,1.0358610324820374,122
cegb,mushroom,256,26,2,0.015625,0.9823049699953839,0.9821538461538462,176
cegb,wine,4,28,4,0.0,0.5412738118145084,0.5253846153846153,742
cegb,california_housing,4,3,8,0.25,1.085575295302852,1.0779457590536705,15
cegb,california_housing,128,3,8,0.25,1.085575295302852,1.0779457590536705,15
cegb,california_housing,2,2,4,0.25,1.1584153008087976,1.1458458792094128,10
cegb,kin8nm,512,1,8,0.0625,0.069549434430087,0.0692052834536657,1
cegb,breastcancer,16,16,4,0.0078125,0.978021978021978,0.956140350877193,152
cegb,breastcancer,1,1,4,0.03125,0.6285714285714286,0.6228070175438597,9
cegb,mushroom,32,11,4,0.0625,0.9796891829512233,0.9778461538461538,169
cegb,california_housing,8,8,8,0.0,0.5661253721708883,0.5768402894380086,488
cegb,california_housing,64,64,2,0.0,0.3594087840095851,0.38234684611334835,448
cegb,mushroom,64,64,2,0.0,0.9918448992152639,0.9932307692307693,446
cegb,california_housing,1,1,4,0.0625,1.1918949422666414,1.172280588292406,29
cegb,mushroom,128,2,8,0.25,0.9618402831204801,0.9606153846153846,30
cegb,mushroom,512,3,1,0.25,0.8535159255270042,0.8572307692307692,9
cegb,wine,2,14,2,0.0,0.5233788724263998,0.5123076923076924,94
cegb,california_housing,256,28,2,0.015625,0.510422964253373,0.531111792148572,192
cegb,california_housing,32,32,1,0.0,0.6507029826187375,0.6666272027466607,96
cegb,california_housing,8,8,2,0.015625,0.8043598564805058,0.8104812207064642,56
cegb,california_housing,512,4,1,0.25,1.081822873157452,1.0793377451663573,12
cegb,kin8nm,2,2,2,0.0,0.06226232763152085,0.06215367541598056,14
cegb,california_housing,32,3,2,0.25,1.085575295302852,1.0779457590536705,15
cegb,breastcancer,32,25,4,0.03125,0.9846153846153847,0.9649122807017544,171
cegb,kin8nm,512,1,4,0.015625,0.06642812649835396,0.06627442479549087,3
cegb,mushroom,512,23,4,0.015625,0.9890752423449761,0.9870769230769231,345
cegb,wine,32,224,1,0.0,0.5455070232826631,0.5323076923076923,672
cegb,wine,8,56,2,0.015625,0.539349624783529,0.5284615384615384,158
cegb,california_housing,128,56,1,0.015625,0.5518020410424158,0.5720813928902156,168
cegb,wine,64,448,2,0.0,0.598037329228401,0.5546153846153846,3066
cegb,breastcancer,1,1,2,0.125,0.6285714285714286,0.6228070175438597,7
cegb,mushroom,256,30,1,0.0625,0.9693799046007078,0.9673846153846154,90
cegb,california_housing,8,8,1,0.0625,0.937957174808665,0.9410238772411599,24
cegb,california_housing,128,128,4,0.0,0.2058261123738135,0.24573842885905,3726
cegb,kin8nm,16,1,2,0.0625,0.069549434430087,0.0692052834536657,1
cegb,kin8nm,256,1,1,0.0625,0.069549434430087,0.0692052834536657,1
cegb,kin8nm,4,4,4,0.0,0.0540561857608882,0.05489154601287013,124
cegb,kin8nm,1024,1,2,0.25,0.069549434430087,0.0692052834536657,1
cegb,wine,32,91,8,0.015625,0.5618626130459881,0.5307692307692308,665
cegb,kin8nm,1,1,8,0.015625,0.06642812649835396,0.06627442479549087,3
cegb,kin8nm,512,1,2,0.0625,0.069549434430087,0.0692052834536657,1
cegb,breastcancer,128,75,1,0.0078125,0.9846153846153847,0.956140350877193,225
cegb,breastcancer,64,25,8,0.03125,0.9846153846153847,0.9649122807017544,171
cegb,wine,1,7,8,0.015625,0.4317875697517799,0.4592307692307692,239
cegb,wine,16,28,2,0.0625,0.5237637098325957,0.5123076923076924,48
cegb,kin8nm,32,1,4,0.0625,0.069549434430087,0.0692052834536657,1
cegb,kin8nm,32,1,8,0.015625,0.06642812649835396,0.06627442479549087,3
cegb,kin8nm,128,1,8,0.25,0.069549434430087,0.0692052834536657,1
cegb,wine,32,7,2,0.25,0.4308254762362902,0.4592307692307692,7
cegb,kin8nm,256,1,2,0.015625,0.06642812649835396,0.06627442479549087,3
cegb,mushroom,4,4,1,0.015625,0.80073857516541,0.8073846153846154,12
cegb,wine,32,28,4,0.0625,0.5237637098325957,0.5123076923076924,48
cegb,california_housing,64,11,8,0.0625,0.6405826121801302,0.6551126891838658,257
cegb,wine,1,7,4,0.0625,0.4308254762362902,0.4592307692307692,15
cegb,wine,16,91,4,0.015625,0.5406965557052146,0.5307692307692308,323
cegb,wine,8,28,1,0.0625,0.4308254762362902,0.4592307692307692,40
cegb,breastcancer,64,13,4,0.125,0.9516483516483516,0.9473684210526315,45
cegb,kin8nm,8,8,8,0.0,0.039426646179357344,0.042883694234366866,488
cegb,wine,128,140,1,0.015625,0.5356936694246681,0.5307692307692308,210
cegb,mushroom,8,8,1,0.0625,0.9082935836282505,0.904,24
cegb,california_housing,1024,3,2,0.25,1.085575295302852,1.0779457590536705,15
cegb,california_housing,1,1,8,0.015625,1.1689148097190762,1.1501392314485142,61
cegb,kin8nm,64,1,4,0.25,0.069549434430087,0.0692052834536657,1
cegb,kin8nm,4,1,1,0.015625,0.06642812649835396,0.06627442479549087,3
cegb,california_housing,32,11,4,0.0625,0.6798815210399048,0.6910958941140211,151
cegb,wine,8,56,8,0.0,0.6478737733307678,0.5684615384615385,3292
cegb,wine,256,28,1,0.0625,0.4308254762362902,0.4592307692307692,40
cegb,wine,64,28,8,0.0625,0.5237637098325957,0.5123076923076924,48
cegb,kin8nm,1024,1,8,0.015625,0.06642812649835396,0.06627442479549087,3
cegb,california_housing,512,11,8,0.0625,0.6405826121801302,0.6551126891838658,257
cegb,california_housing,256,256,8,0.0,0.10633515042866416,0.1937635215649809,15616
cegb,california_housing,512,12,2,0.0625,0.7229864269625708,0.7366132250228279,74
cegb,wine,128,7,8,0.25,0.4308254762362902,0.4592307692307692,7
cegb,wine,64,7,4,0.25,0.4308254762362902,0.4592307692307692,7
cegb,breastcancer,256,33,1,0.03125,0.967032967032967,0.9649122807017544,99
cegb,wine,1,7,1,0.0,0.4308254762362902,0.4592307692307692,21
cegb,kin8nm,1024,1,4,0.0625,0.069549434430087,0.0692052834536657,1
cegb,mushroom,512,11,8,0.0625,0.9843052777350362,0.984,217
cegb,wine,4,28,1,0.015625,0.5253030594573792,0.5169230769230769,56
cegb,kin8nm,128,1,1,0.015625,0.06642812649835396,0.06627442479549087,3
cegb,california_housing,1024,11,4,0.0625,0.6798815210399048,0.6910958941140211,151
cegb,mushroom,1024,11,8,0.0625,0.9843052777350362,0.984,217
cegb,kin8nm,1,1,1,0.0,0.06642812649835396,0.06627442479549087,3
cegb,kin8nm,64,64,2,0.0,0.03496774324541353,0.03756513250062805,448
cegb,breastcancer,128,2,4,0.5,0.6285714285714286,0.6228070175438597,6
cegb,mushroom,512,12,2,0.0625,0.9679950761655639,0.9655384615384616,82
cegb,california_housing,1,1,1,0.0,1.2563606198927868,1.2379345122042344,3
cegb,wine,256,91,2,0.015625,0.539349624783529,0.5284615384615384,211
cegb,kin8nm,256,256,8,0.0,0.003400091548325495,0.013198882174588011,15466
cegb,mushroom,1024,2,2,0.25,0.9116787198030466,0.9076923076923077,12
cegb,mushroom,1024,2,8,0.25,0.9618402831204801,0.9606153846153846,30
cegb,kin8nm,1024,1024,1,0.0,0.03718598847921842,0.03978421518001787,3072
cegb,mushroom,1024,23,8,0.015625,0.9901523311278658,0.9876923076923076,521
cegb,california_housing,1024,18,8,0.015625,0.40656528863934904,0.4339810010558774,916
cegb,kin8nm,1024,1,8,0.25,0.069549434430087,0.0692052834536657,1
cegb,wine,128,896,4,0.0,0.8075812969020589,0.6169230769230769,20672
cegb,mushroom,1024,11,4,0.0625,0.9796891829512233,0.9778461538461538,169
cegb,wine,2,14,8,0.0625,0.4308254762362902,0.4592307692307692,28
cegb,california_housing,1024,1024,1,0.0,0.3180731831766677,0.34265358089620934,3072
cegb,california_housing,1024,3,8,0.25,1.085575295302852,1.0779457590536705,15
cegb,kin8nm,1024,1,8,0.0625,0.069549434430087,0.0692052834536657,1
cegb,california_housing,1024,11,8,0.0625,0.6405826121801302,0.6551126891838658,257
cegb,wine,512,28,2,0.0625,0.5237637098325957,0.5123076923076924,48
