model,dataset,max_trees,no_trees,depth,alpha,train_loss,test_accuracy,val_acc,nodes,mean
ccp,breastcancer,256,256,4,0.03125,0.569668651827425,0.0,0.8771929824561403,276,0.9164835164835166
ccp,kr-vs-kp,256,256,8,0.0078125,0.6149038244361958,0.0,0.9359375,334,0.9420965325342466
ccp,breastcancer,4,4,8,0.125,1.055716607269623,0.0,0.5789473684210527,8,0.6395604395604396
ccp,breastcancer,8,8,1,0.03125,0.6496445011218579,0.0,0.8771929824561403,24,0.9120879120879122
ccp,kr-vs-kp,1024,1024,4,0.5,1.3847633119176872,0.0,0.5328125,1024,0.519554947407045
ccp,breastcancer,8,8,2,0.0078125,0.591237452899829,0.0,0.912280701754386,40,0.9252747252747252
ccp,breastcancer,1,1,1,0.125,1.1681138372180278,0.0,0.5789473684210527,3,0.6395604395604396
ccp,breastcancer,512,512,4,0.125,1.0557095987381235,0.0,0.5789473684210527,516,0.6395604395604396
ccp,breastcancer,256,256,8,0.0078125,0.3346612326938334,0.0,0.9210526315789472,310,0.9362637362637362
ccp,breastcancer,1024,1024,1,0.0078125,0.3522223918747073,0.0,0.9035087719298246,1064,0.9384615384615383
ccp,breastcancer,8,8,8,0.5,1.307341365769712,0.0,0.5789473684210527,8,0.6395604395604396
ccp,breastcancer,1024,1024,4,0.5,1.307341365769712,0.0,0.5789473684210527,1024,0.6395604395604396
cegb,breastcancer,8,7,1,0.25,0.9428571428571428,0.0,0.8947368421052632,21,0.9208791208791208
cegb,breastcancer,2,2,1,0.015625,0.6395604395604395,0.0,0.5789473684210527,6,0.6395604395604396
cegb,breastcancer,2,2,4,0.0,0.6395604395604395,0.0,0.5789473684210527,28,0.6395604395604396
cegb,kr-vs-kp,2,1,8,0.25,0.5195618153364632,0.0,0.5328125,1,0.519554947407045
cegb,breastcancer,4,4,1,0.0625,0.9230769230769232,0.0,0.8771929824561403,12,0.9076923076923076
ccp,kr-vs-kp,2,2,8,0.25,1.3847633119176872,0.0,0.5328125,2,0.519554947407045
cegb,kr-vs-kp,32,1,4,0.25,0.5195618153364632,0.0,0.5328125,1,0.519554947407045
cegb,kr-vs-kp,1,1,4,0.25,0.5195618153364632,0.0,0.5328125,1,0.519554947407045
cegb,breastcancer,64,7,8,0.25,0.9428571428571428,0.0,0.8947368421052632,21,0.9208791208791208
cegb,kr-vs-kp,128,22,1,0.0625,0.9017996870109546,0.0,0.9140625,66,0.9018002385029352
cegb,kr-vs-kp,8,8,4,0.015625,0.9420970266040688,0.0,0.9359375,94,0.9420965325342466
cegb,breastcancer,32,7,4,0.25,0.9428571428571428,0.0,0.8947368421052632,21,0.9208791208791208
cegb,breastcancer,64,48,1,0.015625,0.9736263736263736,0.0,0.9298245614035088,144,0.9626373626373624
cegb,breastcancer,32,32,2,0.0,0.9934065934065934,0.0,0.9385964912280702,224,0.9582417582417582
lgbm_base,kr-vs-kp,1,1,2,0.0,0.7738654147104851,0.0,0.7921875,7,0.7738648177592954
lgbm_quant,kr-vs-kp,1,1,2,0.0,0.7738654147104851,0.0,0.7921875,7,0.7738648177592954
cegb,breastcancer,2,2,8,0.25,0.6395604395604395,0.0,0.5789473684210527,6,0.6395604395604396
cegb,breastcancer,8,8,4,0.015625,0.9648351648351648,0.0,0.9210526315789472,64,0.923076923076923
cegb,kr-vs-kp,8,1,1,0.25,0.5195618153364632,0.0,0.5328125,1,0.519554947407045
cegb,breastcancer,1,1,4,0.25,0.6395604395604395,0.0,0.5789473684210527,3,0.6395604395604396
cegb,kr-vs-kp,2,2,4,0.0,0.9420970266040688,0.0,0.9359375,42,0.9420965325342466
cegb,breastcancer,16,16,1,0.0,0.9494505494505494,0.0,0.8859649122807017,48,0.9318681318681318
cegb,breastcancer,4,4,8,0.0,0.934065934065934,0.0,0.8771929824561403,100,0.912087912087912
cegb,kr-vs-kp,256,19,4,0.015625,0.9420970266040688,0.0,0.9359375,219,0.9420965325342466
cegb,kr-vs-kp,4,4,8,0.0,0.9671361502347418,0.0,0.965625,216,0.957739114481409
cegb,breastcancer,16,16,8,0.015625,0.978021978021978,0.0,0.9385964912280702,130,0.9384615384615383
cegb,breastcancer,16,16,4,0.0625,0.9604395604395604,0.0,0.912280701754386,80,0.9384615384615383
cegb,breastcancer,32,20,8,0.0625,0.9604395604395604,0.0,0.9035087719298246,92,0.945054945054945
cegb,kr-vs-kp,32,32,2,0.0,0.9420970266040688,0.0,0.9359375,222,0.9420965325342466
lgbm_base,kr-vs-kp,32,32,2,0.0,0.9420970266040688,0.0,0.9359375,222,0.9420965325342466
lgbm_quant,kr-vs-kp,32,32,2,0.0,0.9420970266040688,0.0,0.9359375,222,0.9420965325342466
ccp,kr-vs-kp,2,2,1,0.015625,1.314489282547146,0.0,0.6609375,6,0.5590409430039138
cegb,kr-vs-kp,4,4,2,0.015625,0.9017996870109546,0.0,0.9140625,26,0.9018002385029352
lgbm_base,kr-vs-kp,64,64,8,0.0,0.9890453834115804,0.0,0.9828125,3676,0.97847969667319
ccp,kr-vs-kp,4,4,8,0.0,0.8390731562639293,0.0,0.965625,306,0.968305100293542
lgbm_quant,kr-vs-kp,64,64,8,0.0,0.98943661971831,0.0,0.9828125,3676,0.97847969667319
cegb,breastcancer,16,7,2,0.25,0.9428571428571428,0.0,0.8947368421052632,21,0.9208791208791208
ccp,kr-vs-kp,8,8,4,0.015625,0.7754999138010299,0.0,0.9359375,56,0.9420965325342466
ccp,kr-vs-kp,1,1,8,0.0625,1.3847633119176872,0.0,0.5328125,1,0.519554947407045
ccp,kr-vs-kp,4,4,1,0.0625,1.3847633119176872,0.0,0.5328125,4,0.519554947407045
cegb,kr-vs-kp,2,2,1,0.015625,0.6604068857589984,0.0,0.6609375,6,0.5590409430039138
cegb,kr-vs-kp,128,33,2,0.015625,0.9420970266040688,0.0,0.9359375,205,0.9420965325342466
cegb,breastcancer,8,8,2,0.0625,0.9428571428571428,0.0,0.8859649122807017,44,0.9252747252747252
ccp,kr-vs-kp,16,16,2,0.25,1.3847633119176872,0.0,0.5328125,16,0.519554947407045
ccp,kr-vs-kp,16,16,1,0.0,1.0196192233289232,0.0,0.9140625,48,0.9018002385029352
ccp,kr-vs-kp,32,32,2,0.0,0.5046754747079347,0.0,0.9359375,222,0.9420965325342466
cegb,kr-vs-kp,64,1,8,0.25,0.5195618153364632,0.0,0.5328125,1,0.519554947407045
cegb,breastcancer,256,30,4,0.015625,0.9956043956043956,0.0,0.9385964912280702,274,0.9538461538461538
cegb,breastcancer,1,1,8,0.0625,0.6395604395604395,0.0,0.5789473684210527,7,0.6395604395604396
lgbm_base,kr-vs-kp,64,64,4,0.0,0.9667449139280124,0.0,0.959375,1474,0.96283176369863
lgbm_quant,kr-vs-kp,64,64,4,0.0,0.9667449139280124,0.0,0.959375,1474,0.96283176369863
cegb,breastcancer,256,7,1,0.25,0.9428571428571428,0.0,0.8947368421052632,21,0.9208791208791208
ccp,kr-vs-kp,1,1,4,0.25,1.3847633119176872,0.0,0.5328125,1,0.519554947407045
cegb,kr-vs-kp,8,8,2,0.0625,0.9017996870109546,0.0,0.9140625,48,0.9018002385029352
ccp,breastcancer,1,1,2,0.03125,1.1681138372180278,0.0,0.5789473684210527,3,0.6395604395604396
cegb,kr-vs-kp,16,1,2,0.25,0.5195618153364632,0.0,0.5328125,1,0.519554947407045
cegb,kr-vs-kp,1,1,2,0.0,0.7738654147104851,0.0,0.7921875,7,0.7738648177592955
cegb,breastcancer,128,32,2,0.015625,0.989010989010989,0.0,0.9385964912280702,204,0.9582417582417582
ccp,kr-vs-kp,2,2,4,0.0,1.1080341906174886,0.0,0.9359375,34,0.9420965325342466
cegb,kr-vs-kp,16,8,4,0.0625,0.9420970266040688,0.0,0.9359375,80,0.9420965325342466
cegb,breastcancer,128,21,1,0.0625,0.9494505494505494,0.0,0.8947368421052632,63,0.9318681318681318
lgbm_base,breastcancer,1024,652,2,0.0,1.0,0.0,0.956140350877193,3586,0.9743589743589745
lgbm_base,kr-vs-kp,16,16,1,0.0,0.9017996870109546,0.0,0.9140625,48,0.9018002385029352
lgbm_quant,kr-vs-kp,16,16,1,0.0,0.9017996870109546,0.0,0.9140625,48,0.9018002385029352
cegb,kr-vs-kp,4,4,1,0.0625,0.7515649452269171,0.0,0.7671875,12,0.814129005626223
lgbm_base,kr-vs-kp,2,2,4,0.0,0.9420970266040688,0.0,0.9359375,42,0.9420965325342466
lgbm_quant,kr-vs-kp,2,2,4,0.0,0.9420970266040688,0.0,0.9359375,42,0.9420965325342466
cegb,kr-vs-kp,64,64,1,0.015625,0.939358372456964,0.0,0.934375,192,0.93974896037182
ccp,breastcancer,1,1,4,0.015625,1.149907908074692,0.0,0.5789473684210527,5,0.6395604395604396
cegb,kr-vs-kp,1,1,8,0.0625,0.9420970266040688,0.0,0.9359375,13,0.9460104268590998
cegb,kr-vs-kp,32,8,8,0.0625,0.9420970266040688,0.0,0.9359375,100,0.9460104268590998
lgbm_base,kr-vs-kp,4,4,8,0.0,0.9671361502347418,0.0,0.965625,216,0.9557829317514676
lgbm_quant,kr-vs-kp,4,4,8,0.0,0.9671361502347418,0.0,0.965625,216,0.9557829317514676
ccp,kr-vs-kp,16,16,4,0.0625,1.3847633119176872,0.0,0.5328125,16,0.519554947407045
ccp,kr-vs-kp,8,8,2,0.0625,1.3847633119176872,0.0,0.5328125,8,0.519554947407045
cegb,breastcancer,4,4,2,0.015625,0.934065934065934,0.0,0.8859649122807017,28,0.90989010989011
ccp,kr-vs-kp,4,4,2,0.015625,1.0955478661413365,0.0,0.9140625,22,0.9018002385029352
cegb,kr-vs-kp,256,10,2,0.0625,0.9017996870109546,0.0,0.9140625,60,0.9018002385029352
cegb,kr-vs-kp,16,16,1,0.0,0.9017996870109546,0.0,0.9140625,48,0.9018002385029352
lgbm_base,kr-vs-kp,256,256,1,0.0,0.9428794992175272,0.0,0.9375,768,0.943662854696673
lgbm_quant,kr-vs-kp,256,256,1,0.0,0.9428794992175272,0.0,0.9375,768,0.943662854696673
cegb,kr-vs-kp,512,512,1,0.0,0.9499217527386542,0.0,0.946875,1536,0.9475729268590998
ccp,breastcancer,2,2,1,0.0,1.0557202779585195,0.0,0.5789473684210527,6,0.6395604395604396
cegb,kr-vs-kp,16,16,8,0.015625,0.9683098591549296,0.0,0.965625,476,0.9600882155088062
cegb,kr-vs-kp,128,128,8,0.0,0.995696400625978,0.0,0.9796875,7736,0.983177134295499
cegb,breastcancer,128,128,8,0.0,1.0,0.0,0.9473684210526316,4744,0.9670329670329668
cegb,breastcancer,512,20,4,0.0625,0.9604395604395604,0.0,0.9035087719298246,92,0.945054945054945
cegb,breastcancer,64,64,4,0.0,1.0,0.0,0.9473684210526316,1194,0.9626373626373624
cegb,kr-vs-kp,64,64,4,0.0,0.9687010954616588,0.0,0.9609375,1412,0.965180100293542
cegb,kr-vs-kp,512,1,2,0.25,0.5195618153364632,0.0,0.5328125,1,0.519554947407045
cegb,kr-vs-kp,256,1,1,0.25,0.5195618153364632,0.0,0.5328125,1,0.519554947407045
ccp,breastcancer,2,2,2,0.25,1.307341365769712,0.0,0.5789473684210527,2,0.6395604395604396
cegb,breastcancer,1024,1024,2,0.0,1.0,0.0,0.9385964912280702,4844,0.9802197802197804
ccp,kr-vs-kp,32,32,4,0.25,1.3847633119176872,0.0,0.5328125,32,0.519554947407045
ccp,kr-vs-kp,8,8,1,0.25,1.3847633119176872,0.0,0.5328125,8,0.519554947407045
cegb,breastcancer,512,7,2,0.25,0.9428571428571428,0.0,0.8947368421052632,21,0.9208791208791208
cegb,kr-vs-kp,512,8,4,0.0625,0.9420970266040688,0.0,0.9359375,80,0.9420965325342466
cegb,breastcancer,256,20,2,0.0625,0.9626373626373628,0.0,0.9035087719298246,84,0.9384615384615383
ccp,kr-vs-kp,64,64,1,0.015625,0.990676125846111,0.0,0.9140625,100,0.9018002385029352
cegb,breastcancer,512,512,1,0.0,1.0,0.0,0.9473684210526316,1536,0.9670329670329668
lgbm_base,kr-vs-kp,512,512,2,0.0,0.9823943661971832,0.0,0.9828125,3564,0.965193860078278
ccp,kr-vs-kp,32,32,8,0.0625,1.3847633119176872,0.0,0.5328125,32,0.519554947407045
ccp,kr-vs-kp,64,64,4,0.0,0.148203499408061,0.0,0.975,1674,0.9690894080234834
lgbm_quant,kr-vs-kp,512,512,2,0.0,0.9823943661971832,0.0,0.9828125,3564,0.965193860078278
ccp,kr-vs-kp,16,16,8,0.015625,0.7754998759228089,0.0,0.9359375,64,0.9420965325342466
ccp,breastcancer,2,2,8,0.015625,1.02401110444611,0.0,0.5789473684210527,10,0.6395604395604396
cegb,breastcancer,1024,7,4,0.25,0.9428571428571428,0.0,0.8947368421052632,21,0.9208791208791208
ccp,breastcancer,2,2,4,0.0625,1.0557202779585195,0.0,0.5789473684210527,6,0.6395604395604396
ccp,kr-vs-kp,128,128,2,0.015625,0.9198627693321888,0.0,0.9140625,164,0.9018002385029352
cegb,kr-vs-kp,1024,1024,2,0.0,0.991001564945227,0.0,0.9890625,7166,0.97926094667319
cegb,kr-vs-kp,1024,1,4,0.25,0.5195618153364632,0.0,0.5328125,1,0.519554947407045
ccp,breastcancer,4,4,2,0.0,0.8165306183620584,0.0,0.9035087719298246,28,0.9164835164835164
ccp,kr-vs-kp,64,64,8,0.25,1.3847633119176872,0.0,0.5328125,64,0.519554947407045
ccp,kr-vs-kp,128,128,1,0.0625,1.3847633119176872,0.0,0.5328125,128,0.519554947407045
lgbm_base,kr-vs-kp,1024,1024,8,0.0,0.9964788732394366,0.0,0.9765625,53972,0.9730105644569472
lgbm_quant,kr-vs-kp,1024,1024,8,0.0,0.9827856025039124,0.0,0.9609375,53972,0.9730105644569472
cegb,breastcancer,1,1,2,0.0,0.6395604395604395,0.0,0.5789473684210527,7,0.6395604395604396
ccp,kr-vs-kp,256,256,2,0.0625,1.3847633119176872,0.0,0.5328125,256,0.519554947407045
ccp,breastcancer,128,128,2,0.015625,0.4201978204229127,0.0,0.9035087719298246,162,0.9252747252747252
ccp,breastcancer,128,128,1,0.0625,0.7498548892725696,0.0,0.8771929824561403,140,0.90989010989011
ccp,kr-vs-kp,128,128,8,0.0,0.0126413496876661,0.0,0.9828125,25074,0.9835685237279844
ccp,kr-vs-kp,256,256,1,0.25,1.3847633119176872,0.0,0.5328125,256,0.519554947407045
ccp,kr-vs-kp,512,512,2,0.25,1.3847633119176872,0.0,0.5328125,512,0.519554947407045
ccp,kr-vs-kp,256,256,4,0.015625,0.775499867307551,0.0,0.9359375,304,0.9420965325342466
ccp,breastcancer,256,256,2,0.0625,0.7498548892725694,0.0,0.8771929824561403,268,0.90989010989011
ccp,breastcancer,128,128,8,0.0,2.450751394311276e-06,0.0,0.9473684210526316,4366,0.9406593406593404
ccp,kr-vs-kp,1,1,2,0.0,1.3025665141681504,0.0,0.7921875,7,0.7738648177592955
ccp,breastcancer,4,4,4,0.25,1.307341365769712,0.0,0.5789473684210527,4,0.6395604395604396
ccp,breastcancer,256,256,1,0.25,1.307341365769712,0.0,0.5789473684210527,256,0.6395604395604396
ccp,breastcancer,16,16,1,0.25,1.307341365769712,0.0,0.5789473684210527,16,0.6395604395604396
ccp,breastcancer,4,4,8,0.0625,0.8812526213148425,0.0,0.8771929824561403,12,0.9054945054945056
ccp,kr-vs-kp,512,512,4,0.0625,1.3847633119176872,0.0,0.5328125,512,0.519554947407045
ccp,breastcancer,8,8,1,0.015625,0.6496445011218579,0.0,0.8771929824561403,24,0.9120879120879122
ccp,kr-vs-kp,512,512,1,0.0,0.264453430461437,0.0,0.946875,1536,0.9495283451565556
ccp,breastcancer,512,512,2,0.25,1.307341365769712,0.0,0.5789473684210527,512,0.6395604395604396
ccp,kr-vs-kp,1024,1024,2,0.0,0.0662758405281379,0.0,0.9875,7070,0.9796531005381603
ccp,breastcancer,256,256,4,0.015625,0.4201978204229118,0.0,0.9035087719298246,290,0.9252747252747252
ccp,breastcancer,8,8,4,0.0,0.4822260242975686,0.0,0.956140350877193,216,0.9472527472527472
ccp,breastcancer,1,1,1,0.0625,1.1681138372180278,0.0,0.5789473684210527,3,0.6395604395604396
ccp,breastcancer,512,512,1,0.0,0.0116056006071207,0.0,0.9473684210526316,1536,0.9736263736263736
lgbm_base,kr-vs-kp,1024,1024,4,0.0,0.9964788732394366,0.0,0.978125,25380,0.9802436246330724
lgbm_quant,kr-vs-kp,1024,1024,4,0.0,0.9964788732394366,0.0,0.978125,25380,0.9802436246330724
ccp,breastcancer,8,8,8,0.25,1.307341365769712,0.0,0.5789473684210527,8,0.6395604395604396
ccp,kr-vs-kp,1024,1024,4,0.25,1.3847633119176872,0.0,0.5328125,1024,0.519554947407045
ccp,breastcancer,512,512,4,0.0625,0.74985488927257,0.0,0.8771929824561403,524,0.90989010989011
ccp,breastcancer,16,16,2,0.125,1.0557101582483022,0.0,0.5789473684210527,20,0.6395604395604396
ccp,breastcancer,16,16,4,0.03125,0.5696738943357159,0.0,0.8771929824561403,36,0.9164835164835166
ccp,breastcancer,32,32,2,0.5,1.307341365769712,0.0,0.5789473684210527,32,0.6395604395604396
ccp,breastcancer,1,1,2,0.015625,1.149907908074692,0.0,0.5789473684210527,5,0.6395604395604396
ccp,breastcancer,16,16,8,0.0078125,0.3787043279141438,0.0,0.9210526315789472,64,0.9362637362637362
ccp,breastcancer,1,1,4,0.0078125,1.149907908074692,0.0,0.5789473684210527,5,0.6395604395604396
ccp,breastcancer,2,2,1,0.5,1.307341365769712,0.0,0.5789473684210527,2,0.6395604395604396
ccp,breastcancer,64,64,1,0.0078125,0.3522223924200623,0.0,0.9035087719298246,104,0.9384615384615383
ccp,breastcancer,2,2,2,0.125,1.0557202779585195,0.0,0.5789473684210527,6,0.6395604395604396
ccp,breastcancer,32,32,4,0.125,1.055709617955072,0.0,0.5789473684210527,36,0.6395604395604396
ccp,breastcancer,2,2,8,0.0078125,1.02401110444611,0.0,0.5789473684210527,10,0.6395604395604396
ccp,breastcancer,2,2,4,0.03125,1.0557202779585195,0.0,0.5789473684210527,6,0.6395604395604396
ccp,breastcancer,4,4,2,0.5,1.307341365769712,0.0,0.5789473684210527,4,0.6395604395604396
ccp,breastcancer,32,32,8,0.03125,0.569668831961861,0.0,0.8771929824561403,52,0.9164835164835166
ccp,breastcancer,1024,1024,2,0.0,1.2164957128613084e-07,0.0,0.9385964912280702,6688,0.9758241758241756
ccp,breastcancer,64,64,4,0.5,1.307341365769712,0.0,0.5789473684210527,64,0.6395604395604396
ccp,breastcancer,4,4,4,0.125,1.055716607269623,0.0,0.5789473684210527,8,0.6395604395604396
ccp,breastcancer,16,16,1,0.125,1.0557101582483022,0.0,0.5789473684210527,20,0.6395604395604396
ccp,breastcancer,4,4,8,0.03125,0.8812526213148425,0.0,0.8771929824561403,12,0.9054945054945056
ccp,breastcancer,8,8,1,0.0078125,0.6496445011218579,0.0,0.8771929824561403,24,0.9120879120879122
ccp,breastcancer,1,1,1,0.03125,1.1681138372180278,0.0,0.5789473684210527,3,0.6395604395604396
ccp,breastcancer,8,8,4,0.5,1.307341365769712,0.0,0.5789473684210527,8,0.6395604395604396
ccp,breastcancer,8,8,8,0.125,1.055712616880436,0.0,0.5789473684210527,12,0.6395604395604396
ccp,breastcancer,16,16,2,0.0625,0.7498574207810736,0.0,0.8771929824561403,28,0.90989010989011
ccp,breastcancer,1,1,2,0.0078125,1.149907908074692,0.0,0.5789473684210527,5,0.6395604395604396
ccp,breastcancer,2,2,2,0.0625,1.0557202779585195,0.0,0.5789473684210527,6,0.6395604395604396
ccp,breastcancer,1,1,8,0.0,1.1174345385368716,0.0,0.5789473684210527,45,0.6395604395604396
ccp,breastcancer,2,2,1,0.25,1.307341365769712,0.0,0.5789473684210527,2,0.6395604395604396
ccp,breastcancer,16,16,4,0.015625,0.420207959335628,0.0,0.9035087719298246,50,0.9252747252747252
ccp,breastcancer,4,4,1,0.0,0.8812526213148425,0.0,0.8771929824561403,12,0.9054945054945056
ccp,breastcancer,32,32,1,0.0,0.2489304571667419,0.0,0.912280701754386,96,0.9472527472527472
ccp,breastcancer,32,32,2,0.25,1.307341365769712,0.0,0.5789473684210527,32,0.6395604395604396
ccp,breastcancer,2,2,4,0.015625,1.02401110444611,0.0,0.5789473684210527,10,0.6395604395604396
ccp,breastcancer,4,4,2,0.25,1.307341365769712,0.0,0.5789473684210527,4,0.6395604395604396
lgbm_base,kr-vs-kp,512,512,1,0.0,0.951095461658842,0.0,0.946875,1536,0.9467901479941292
lgbm_quant,kr-vs-kp,512,512,1,0.0,0.951095461658842,0.0,0.946875,1536,0.9467901479941292
lgbm_base,kr-vs-kp,128,128,8,0.0,0.995696400625978,0.0,0.9796875,7556,0.9839599131604696
lgbm_quant,kr-vs-kp,128,128,8,0.0,0.995696400625978,0.0,0.9796875,7556,0.9839599131604696
ccp,breastcancer,32,32,4,0.0625,0.7498549762412502,0.0,0.8771929824561403,44,0.90989010989011
ccp,breastcancer,64,64,2,0.0,0.0526497826306406,0.0,0.9385964912280702,444,0.9648351648351648
ccp,breastcancer,32,32,8,0.015625,0.4201981688461352,0.0,0.9035087719298246,66,0.9252747252747252
ccp,breastcancer,64,64,4,0.25,1.307341365769712,0.0,0.5789473684210527,64,0.6395604395604396
ccp,breastcancer,1024,1024,4,0.25,1.307341365769712,0.0,0.5789473684210527,1024,0.6395604395604396
ccp,breastcancer,4,4,4,0.0625,0.8812526213148425,0.0,0.8771929824561403,12,0.9054945054945056
ccp,breastcancer,16,16,1,0.0625,0.7498574207810736,0.0,0.8771929824561403,28,0.90989010989011
ccp,breastcancer,4,4,8,0.015625,0.8526060493842953,0.0,0.8771929824561403,16,0.90989010989011
ccp,breastcancer,8,8,2,0.0,0.5648792872125278,0.0,0.9210526315789472,56,0.934065934065934
ccp,breastcancer,1,1,1,0.015625,1.1681138372180278,0.0,0.5789473684210527,3,0.6395604395604396
ccp,breastcancer,8,8,4,0.25,1.307341365769712,0.0,0.5789473684210527,8,0.6395604395604396
lgbm_base,kr-vs-kp,1024,1024,2,0.0,0.9890453834115804,0.0,0.9859375,7122,0.9567675207925636
lgbm_quant,kr-vs-kp,1024,1024,2,0.0,0.9354460093896714,0.0,0.928125,7122,0.9567675207925636
ccp,breastcancer,8,8,8,0.0625,0.7498685394527785,0.0,0.8771929824561403,20,0.90989010989011
ccp,breastcancer,2,2,2,0.03125,1.0557202779585195,0.0,0.5789473684210527,6,0.6395604395604396
ccp,breastcancer,1,1,4,0.0,1.1273629585191984,0.0,0.5789473684210527,23,0.6395604395604396
ccp,breastcancer,16,16,2,0.03125,0.5696738943357159,0.0,0.8771929824561403,36,0.9164835164835166
ccp,breastcancer,1,1,8,0.5,1.307341365769712,0.0,0.5789473684210527,1,0.6395604395604396
ccp,breastcancer,2,2,1,0.125,1.0557202779585195,0.0,0.5789473684210527,6,0.6395604395604396
ccp,breastcancer,4,4,1,0.5,1.307341365769712,0.0,0.5789473684210527,4,0.6395604395604396
ccp,breastcancer,2,2,4,0.0078125,1.02401110444611,0.0,0.5789473684210527,10,0.6395604395604396
ccp,breastcancer,4,4,2,0.125,1.055716607269623,0.0,0.5789473684210527,8,0.6395604395604396
ccp,breastcancer,32,32,1,0.5,1.307341365769712,0.0,0.5789473684210527,32,0.6395604395604396
ccp,breastcancer,16,16,4,0.0078125,0.3787043279141438,0.0,0.9298245614035088,64,0.9362637362637362
ccp,breastcancer,32,32,2,0.125,1.055709617955072,0.0,0.5789473684210527,36,0.6395604395604396
ccp,breastcancer,32,32,4,0.03125,0.569668831961861,0.0,0.8771929824561403,52,0.9164835164835166
ccp,breastcancer,64,64,2,0.5,1.307341365769712,0.0,0.5789473684210527,64,0.6395604395604396
ccp,breastcancer,4,4,4,0.03125,0.8812526213148425,0.0,0.8771929824561403,12,0.9054945054945056
ccp,breastcancer,16,16,1,0.03125,0.5696738943357159,0.0,0.8771929824561403,36,0.9164835164835166
ccp,breastcancer,32,32,8,0.0078125,0.3346616248699175,0.0,0.912280701754386,86,0.9362637362637362
ccp,breastcancer,8,8,2,0.5,1.307341365769712,0.0,0.5789473684210527,8,0.6395604395604396
ccp,breastcancer,4,4,8,0.0078125,0.8305498991884104,0.0,0.8947368421052632,22,0.912087912087912
ccp,breastcancer,64,64,4,0.125,1.0557095987607816,0.0,0.5789473684210527,68,0.6395604395604396
ccp,breastcancer,1,1,1,0.0078125,1.1681138372180278,0.0,0.5789473684210527,3,0.6395604395604396
lgbm_base,breastcancer,8,8,1,0.0,0.9362637362637364,0.0,0.8771929824561403,24,0.9252747252747252
lgbm_quant,breastcancer,8,8,1,0.0,0.9362637362637364,0.0,0.8771929824561403,24,0.9252747252747252
ccp,breastcancer,8,8,4,0.125,1.055712616880436,0.0,0.5789473684210527,12,0.6395604395604396
ccp,breastcancer,8,8,8,0.03125,0.6496445011218579,0.0,0.8771929824561403,24,0.9142857142857144
ccp,breastcancer,1,1,4,0.5,1.307341365769712,0.0,0.5789473684210527,1,0.6395604395604396
ccp,breastcancer,2,2,2,0.015625,1.02401110444611,0.0,0.5789473684210527,10,0.6395604395604396
ccp,breastcancer,1,1,8,0.25,1.307341365769712,0.0,0.5789473684210527,1,0.6395604395604396
ccp,breastcancer,2,2,1,0.0625,1.0557202779585195,0.0,0.5789473684210527,6,0.6395604395604396
ccp,breastcancer,16,16,2,0.015625,0.420207959335628,0.0,0.9035087719298246,50,0.9252747252747252
ccp,breastcancer,4,4,1,0.25,1.307341365769712,0.0,0.5789473684210527,4,0.6395604395604396
ccp,breastcancer,4,4,2,0.0625,0.8812526213148425,0.0,0.8771929824561403,12,0.9054945054945056
ccp,breastcancer,2,2,8,0.0,0.9667781778510812,0.0,0.5789473684210527,78,0.6395604395604396
ccp,breastcancer,32,32,1,0.25,1.307341365769712,0.0,0.5789473684210527,32,0.6395604395604396
ccp,breastcancer,16,16,8,0.0,0.1895557571712919,0.0,0.9473684210526316,576,0.9362637362637362
ccp,breastcancer,32,32,2,0.0625,0.7498549762412502,0.0,0.8771929824561403,44,0.90989010989011
ccp,breastcancer,32,32,4,0.015625,0.4201981688461352,0.0,0.9035087719298246,66,0.9252747252747252
ccp,breastcancer,4,4,4,0.015625,0.8526060493842953,0.0,0.8771929824561403,16,0.90989010989011
ccp,breastcancer,64,64,2,0.25,1.307341365769712,0.0,0.5789473684210527,64,0.6395604395604396
ccp,breastcancer,16,16,1,0.015625,0.4342289578040366,0.0,0.8947368421052632,46,0.9252747252747252
ccp,breastcancer,8,8,1,0.0,0.6496445011218579,0.0,0.8771929824561403,24,0.9142857142857144
ccp,breastcancer,8,8,2,0.25,1.307341365769712,0.0,0.5789473684210527,8,0.6395604395604396
ccp,breastcancer,64,64,1,0.0,0.150025947612279,0.0,0.9210526315789472,192,0.9604395604395604
ccp,breastcancer,1,1,2,0.0,1.1447125147365849,0.0,0.5789473684210527,7,0.6395604395604396
ccp,breastcancer,8,8,4,0.0625,0.7498685394527785,0.0,0.8771929824561403,20,0.90989010989011
ccp,breastcancer,64,64,4,0.0625,0.7498548893751185,0.0,0.8771929824561403,76,0.90989010989011
ccp,breastcancer,8,8,8,0.015625,0.6293914174382935,0.0,0.8947368421052632,28,0.9208791208791208
lgbm_base,breastcancer,4,4,8,0.0,0.934065934065934,0.0,0.8771929824561403,90,0.9208791208791208
lgbm_quant,breastcancer,4,4,8,0.0,0.934065934065934,0.0,0.8771929824561403,90,0.9208791208791208
ccp,breastcancer,1,1,4,0.25,1.307341365769712,0.0,0.5789473684210527,1,0.6395604395604396
ccp,breastcancer,2,2,2,0.0078125,1.02401110444611,0.0,0.5789473684210527,10,0.6395604395604396
ccp,breastcancer,1,1,8,0.125,1.1681138372180278,0.0,0.5789473684210527,3,0.6395604395604396
