model,dataset,max_trees,no_trees,depth,alpha,train_loss,test_accuracy,val_acc,nodes
lgbm_base,california_housing,4,4,4,0.0,0.8727755726840752,0.921589663966653,0.8744372235455927,124
lgbm_quant,california_housing,4,4,4,0.0,0.8731742430981057,0.9213589478644291,0.8746609530646433,124
lgbm_base,california_housing,32,32,1,0.0,0.6476803247777854,0.6849341962678845,0.666325615362414,96
lgbm_quant,california_housing,32,32,1,0.0,0.6481107814762685,0.6847207326858927,0.6669257067332418,96
lgbm_base,california_housing,128,128,4,0.0,0.20070391314851363,0.26027609251422684,0.24363685438043783,3656
lgbm_base,mushroom,256,256,8,0.0,1.0,1.0,1.0,7818
lgbm_quant,mushroom,256,256,8,0.0,1.0,1.0,1.0,7818
lgbm_quant,california_housing,128,128,4,0.0,3.1361631656038416,3.244069938357324,3.113187495337076,3656
lgbm_base,mushroom,1024,1024,1,0.0,1.0,1.0,1.0,3072
lgbm_quant,mushroom,1024,1024,1,0.0,1.0,1.0,1.0,3072
lgbm_base,california_housing,1024,1024,1,0.0,0.31432306787914976,0.35034242266775667,0.3425426893359429,3072
lgbm_base,california_housing,256,256,8,0.0,0.10095988684476394,0.23513958315592,0.19813018643316932,15598
lgbm_quant,california_housing,1024,1024,1,0.0,0.31826022044076113,0.35277765550536533,0.3455738042359997,3072
lgbm_quant,california_housing,256,256,8,0.0,31.747706867501158,32.34196226730768,31.78271321146109,15598
lgbm_base,mushroom,1,1,1,0.0,0.7885108565566764,0.7861538461538462,0.7981538461538461,3
lgbm_quant,mushroom,1,1,1,0.0,0.7885108565566764,0.7861538461538462,0.7981538461538461,3
lgbm_base,breastcancer,16,16,8,0.0,0.9779951100244498,0.9782608695652174,0.956140350877193,458
lgbm_quant,breastcancer,16,16,8,0.0,0.9779951100244498,0.9782608695652174,0.956140350877193,458
lgbm_base,breastcancer,64,64,1,0.0,0.9828850855745721,0.9565217391304348,0.956140350877193,192
lgbm_quant,breastcancer,64,64,1,0.0,0.9828850855745721,0.9565217391304348,0.956140350877193,192
lgbm_base,breastcancer,8,8,4,0.0,0.9706601466992665,0.9565217391304348,0.956140350877193,118
lgbm_quant,breastcancer,8,8,4,0.0,0.9706601466992665,0.9565217391304348,0.956140350877193,118
lgbm_base,covtype,128,128,4,0.0,0.8019544472280125,0.8009078978507347,0.7994199805512766,3872
lgbm_base,kin8nm,2,2,1,0.0,0.06450771529537215,0.05788141640135291,0.06387205625814901,6
lgbm_base,mushroom,4,4,2,0.0,0.9150282099504189,0.9123076923076923,0.9101538461538462,28
lgbm_quant,mushroom,4,4,2,0.0,0.9150282099504189,0.9123076923076923,0.9101538461538462,28
lgbm_base,kin8nm,8,8,4,0.0,0.044840058584367785,0.04079446712557785,0.04625609813476304,248
lgbm_quant,kin8nm,8,8,4,0.0,0.044847635548989066,0.04079797530589734,0.04626135230352239,248
lgbm_base,california_housing,2,2,1,0.0,1.1829439202783145,1.2441711901009609,1.1773405698967814,6
lgbm_quant,california_housing,2,2,1,0.0,1.1837222129033538,1.2450642626327382,1.1780660105329428,6
lgbm_base,mushroom,16,16,8,0.0,0.9953838262950931,0.9969230769230769,0.992,942
lgbm_quant,mushroom,16,16,8,0.0,0.9953838262950931,0.9969230769230769,0.992,942
lgbm_base,california_housing,128,128,2,0.0,0.29248122065707693,0.3240924654953652,0.32065499245831786,896
lgbm_base,kin8nm,16,16,8,0.0,0.02792660828053141,0.027724634533968052,0.03297408623911569,976
lgbm_quant,kin8nm,16,16,8,0.0,0.027934739012893863,0.027726011663894434,0.03296789224399613,976
lgbm_quant,california_housing,128,128,2,0.0,0.29615174719187626,0.3258564870110694,0.32369347741426735,896
lgbm_base,california_housing,16,16,8,0.0,0.3547128263732879,0.3923837655531083,0.37856397622724997,976
lgbm_quant,california_housing,16,16,8,0.0,0.35793709612977137,0.39256262487594085,0.38148759790882486,976
lgbm_base,mushroom,128,128,2,0.0,0.9989741836211318,0.9984615384615385,0.9993846153846154,894
lgbm_base,mushroom,8,8,4,0.0,0.9847837237134552,0.9830769230769231,0.9803076923076923,200
lgbm_quant,mushroom,8,8,4,0.0,0.9847837237134552,0.9830769230769231,0.9803076923076923,200
lgbm_base,mushroom,64,64,1,0.0,0.9705932638057788,0.9584615384615385,0.9673846153846154,192
lgbm_quant,mushroom,128,128,2,0.0,0.9989741836211318,0.9984615384615385,0.9993846153846154,894
lgbm_quant,mushroom,64,64,1,0.0,0.9705932638057788,0.9584615384615385,0.9673846153846154,192
lgbm_base,mushroom,256,256,4,0.0,1.0,1.0,1.0,5340
lgbm_base,mushroom,2,2,1,0.0,0.7380748845956574,0.7076923076923077,0.7206153846153847,6
lgbm_quant,mushroom,2,2,1,0.0,0.7380748845956574,0.7076923076923077,0.7206153846153847,6
lgbm_quant,mushroom,256,256,4,0.0,0.7380748845956574,0.7076923076923077,0.7206153846153847,5340
lgbm_base,kin8nm,4,4,2,0.0,0.05778780484168521,0.05155074931646951,0.05741172885020648,28
lgbm_quant,kin8nm,4,4,2,0.0,0.057797825783303954,0.051559795502986436,0.05741777357603522,28
lgbm_base,kin8nm,64,64,2,0.0,0.035089912848796555,0.03252729890125421,0.037734251936927615,448
lgbm_base,california_housing,8,8,4,0.0,0.6463824625346655,0.6856203769466772,0.6611626808569808,248
lgbm_quant,california_housing,8,8,4,0.0,0.6469079309337378,0.6856388981216481,0.6614557183612313,248
lgbm_quant,kin8nm,64,64,2,0.0,0.03509243020441626,0.03252710904449624,0.037731085382749316,448
lgbm_base,california_housing,64,64,1,0.0,0.5278368661057564,0.5584611005821702,0.551040504401038,192
lgbm_quant,california_housing,64,64,1,0.0,0.528463493054961,0.5575524889587858,0.5515382185262505,192
lgbm_base,california_housing,256,256,4,0.0,0.1650445616735848,0.24784171751598927,0.22272276540672264,7168
lgbm_base,california_housing,4,4,2,0.0,0.9773875285843022,1.028939337110288,0.9779678081897358,28
lgbm_quant,california_housing,4,4,2,0.0,0.9771428446276172,1.0285269467005655,0.9776906625201875,28
lgbm_base,mushroom,512,512,8,0.0,1.0,1.0,1.0,8604
lgbm_quant,mushroom,512,512,8,0.0,1.0,1.0,1.0,8604
lgbm_quant,california_housing,256,256,4,0.0,4.6616501635986305,4.697305401201163,4.788074643860105,7168
lgbm_base,california_housing,512,512,8,0.0,0.06387578258585683,0.23403811180864562,0.19144293665798928,31132
lgbm_quant,covtype,128,128,4,0.0,0.8018134095733491,0.8008218411824186,0.7993941636618676,3872
lgbm_quant,california_housing,512,512,8,0.0,47.71238842454807,49.70867027001326,47.63238858052478,31132
lgbm_base,kin8nm,128,128,4,0.0,0.016594202571392637,0.020214024256423227,0.02381305077093744,3310
lgbm_base,breastcancer,1,1,8,0.0,0.6259168704156479,0.6521739130434783,0.6228070175438597,15
lgbm_quant,breastcancer,1,1,8,0.0,0.6259168704156479,0.6521739130434783,0.6228070175438597,15
lgbm_quant,kin8nm,128,128,4,0.0,0.016605413217359977,0.02021503998479888,0.023805078430375073,3310
lgbm_base,breastcancer,16,16,4,0.0,0.9779951100244498,0.9782608695652174,0.956140350877193,244
lgbm_quant,breastcancer,16,16,4,0.0,0.9779951100244498,0.9782608695652174,0.956140350877193,244
lgbm_base,breastcancer,8,8,2,0.0,0.9657701711491442,0.9565217391304348,0.956140350877193,56
lgbm_quant,breastcancer,8,8,2,0.0,0.9657701711491442,0.9565217391304348,0.956140350877193,56
lgbm_base,breastcancer,32,32,8,0.0,0.9926650366748166,0.9782608695652174,0.956140350877193,986
lgbm_quant,breastcancer,32,32,8,0.0,0.9926650366748166,0.9782608695652174,0.956140350877193,986
lgbm_base,covtype,256,256,8,0.0,0.871208716605152,0.8658591682623007,0.8670946533222034,15616
lgbm_base,kin8nm,1,1,8,0.0,0.06393668053492704,0.0576369007387177,0.0635684200836387,61
lgbm_quant,kin8nm,1,1,8,0.0,0.06393788710042034,0.05764195455860223,0.06356893675163951,61
lgbm_base,kin8nm,4,4,1,0.0,0.06060311344649666,0.054423961120577666,0.06030324306044668,12
lgbm_quant,kin8nm,4,4,1,0.0,0.060613476038822445,0.054430368442084646,0.06031046779741221,12
lgbm_base,mushroom,8,8,2,0.0,0.9634125491537014,0.9553846153846154,0.9538461538461539,56
lgbm_quant,mushroom,8,8,2,0.0,0.9634125491537014,0.9553846153846154,0.9538461538461539,56
lgbm_base,mushroom,16,16,4,0.0,0.9917934689690545,0.9892307692307692,0.992,408
lgbm_quant,mushroom,16,16,4,0.0,0.9917934689690545,0.9892307692307692,0.992,408
lgbm_base,kin8nm,64,64,1,0.0,0.04336242871816089,0.03880404989272297,0.044383232717851,192
lgbm_base,kin8nm,8,8,2,0.0,0.05168383049836139,0.04601945011156189,0.051928406229706056,56
lgbm_quant,kin8nm,64,64,1,0.0,0.04336678740989661,0.03880434209588828,0.04438386444813862,192
lgbm_quant,kin8nm,8,8,2,0.0,0.05169124132192685,0.04602643321763896,0.05193186642530774,56
lgbm_base,mushroom,128,128,1,0.0,0.9808514275944606,0.9784615384615385,0.9815384615384616,384
lgbm_quant,mushroom,128,128,1,0.0,0.9808514275944606,0.9784615384615385,0.9815384615384616,384
lgbm_base,kin8nm,16,16,4,0.0,0.03591259505808432,0.03324431409814738,0.03903329303753758,496
lgbm_base,mushroom,1,1,8,0.0,0.9917934689690545,0.9923076923076923,0.9883076923076923,47
lgbm_quant,kin8nm,16,16,4,0.0,0.035918755192491165,0.033243934374196385,0.03903051379459243,496
lgbm_base,mushroom,256,256,2,0.0,1.0,1.0,1.0,1790
lgbm_quant,mushroom,256,256,2,0.0,1.0,1.0,1.0,1790
lgbm_base,mushroom,4,4,1,0.0,0.8023593776713969,0.7861538461538462,0.8073846153846154,12
lgbm_quant,mushroom,4,4,1,0.0,0.8023593776713969,0.7861538461538462,0.8073846153846154,12
lgbm_base,california_housing,128,128,1,0.0,0.43393285134582155,0.4638342687662354,0.4611097089267988,384
lgbm_base,california_housing,4,4,1,0.0,1.07672143364069,1.1319990157155166,1.0790836069169831,12
lgbm_base,california_housing,1,1,8,0.0,1.1659743368716746,1.2287188006077014,1.1545920882845426,61
lgbm_base,mushroom,32,32,8,0.0,1.0,1.0,1.0,1906
lgbm_base,california_housing,16,16,4,0.0,0.44541074901704697,0.4800299395651346,0.4708951088691781,496
lgbm_quant,california_housing,4,4,1,0.0,1.0774005350605553,1.1327934323754323,1.0797187990622903,12
lgbm_base,california_housing,8,8,2,0.0,0.7999081171690744,0.8428052791459953,0.8140301150364239,56
lgbm_quant,california_housing,8,8,2,0.0,0.7998399517789471,0.8422253949873449,0.8138975623864448,56
lgbm_quant,california_housing,128,128,1,0.0,0.4351843450633771,0.46279454190414676,0.46177891684118355,384
lgbm_quant,mushroom,32,32,8,0.0,1.0,1.0,1.0,1906
lgbm_base,california_housing,256,256,2,0.0,0.2548372348935045,0.29129995250964,0.28339713659070453,1792
lgbm_quant,california_housing,16,16,4,0.0,0.4465941453211689,0.48027766640076136,0.4719970876804727,496
lgbm_base,california_housing,32,32,8,0.0,0.23940028223050783,0.28591838043574147,0.27265867354441353,1952
lgbm_quant,california_housing,32,32,8,0.0,0.24516504669754544,0.2866647167008796,0.2770975714344997,1952
lgbm_quant,california_housing,256,256,2,0.0,0.2600245888688594,0.29400224848886014,0.2876709405133867,1792
lgbm_base,mushroom,512,512,4,0.0,1.0,1.0,1.0,6354
lgbm_base,mushroom,1024,1024,8,0.0,1.0,1.0,1.0,10140
lgbm_base,california_housing,512,512,4,0.0,0.13007260443290786,0.2406249748955715,0.20682521935595627,14036
lgbm_quant,mushroom,512,512,4,0.0,1.0,1.0,1.0,6354
lgbm_quant,california_housing,512,512,4,0.0,21.185001929319096,21.15439541665609,21.226667612830134,14036
lgbm_quant,covtype,256,256,8,0.0,0.8711178787936739,0.8658161399281427,0.8669741745049612,15616
lgbm_base,covtype,128,128,2,0.0,0.7706010594557381,0.7709601772767367,0.7697219521010645,896
lgbm_base,california_housing,1024,1024,8,0.0,0.03063706558834608,0.23579662344143423,0.19007156473338968,62290
lgbm_base,covtype,1024,1024,1,0.0,0.7725229963091162,0.7720789139648458,0.7726048380850753,3072
lgbm_base,breastcancer,1,1,4,0.0,0.6259168704156479,0.6521739130434783,0.6228070175438597,11
lgbm_quant,breastcancer,1,1,4,0.0,0.6259168704156479,0.6521739130434783,0.6228070175438597,11
lgbm_base,breastcancer,16,16,2,0.0,0.9755501222493888,0.9565217391304348,0.956140350877193,112
lgbm_quant,breastcancer,16,16,2,0.0,0.9755501222493888,0.9565217391304348,0.956140350877193,112
lgbm_base,breastcancer,32,32,4,0.0,0.9951100244498777,0.9782608695652174,0.956140350877193,532
lgbm_quant,breastcancer,32,32,4,0.0,0.9951100244498777,0.9782608695652174,0.956140350877193,532
lgbm_quant,covtype,128,128,2,0.0,0.7705389072689373,0.7708526064413416,0.7697305577308675,896
lgbm_base,breastcancer,64,64,8,0.0,1.0,0.9782608695652174,0.956140350877193,2238
lgbm_quant,breastcancer,64,64,8,0.0,1.0,0.9782608695652174,0.956140350877193,2238
lgbm_base,kin8nm,128,128,2,0.0,0.03229365133865784,0.030519463410365925,0.035643938633782915,888
lgbm_quant,kin8nm,128,128,2,0.0,0.03229652924042425,0.030528681877809553,0.035640762109414616,888
lgbm_quant,california_housing,1024,1024,8,0.0,446.5528244656418,454.0658911326164,437.6195998846657,62290
lgbm_base,covtype,256,256,4,0.0,0.8198208104645159,0.8174953206686603,0.8176553101038699,7634
lgbm_base,kin8nm,1,1,4,0.0,0.06517769514550717,0.058484783951043874,0.06439477153600075,31
lgbm_quant,kin8nm,1,1,4,0.0,0.06519172401289584,0.05849317074954886,0.06440706249190509,31
lgbm_base,mushroom,2,2,8,0.0,0.9929902547444007,0.9923076923076923,0.9913846153846154,104
lgbm_quant,mushroom,2,2,8,0.0,0.9929902547444007,0.9923076923076923,0.9913846153846154,104
lgbm_base,mushroom,256,256,1,0.0,0.9893998974183621,0.9846153846153847,0.9901538461538462,768
lgbm_quant,mushroom,256,256,1,0.0,0.9893998974183621,0.9846153846153847,0.9901538461538462,768
lgbm_base,kin8nm,8,8,1,0.0,0.05591379328536828,0.050334172842707796,0.05598097431089725,24
lgbm_quant,kin8nm,8,8,1,0.0,0.055921664610159266,0.05033830125891798,0.055985699635973336,24
lgbm_base,breastcancer,128,128,1,0.0,0.9926650366748166,0.9565217391304348,0.956140350877193,384
lgbm_quant,breastcancer,128,128,1,0.0,0.9926650366748166,0.9565217391304348,0.956140350877193,384
lgbm_base,kin8nm,2,2,8,0.0,0.05862424007140011,0.05296105647795314,0.05894805285364573,122
lgbm_quant,kin8nm,2,2,8,0.0,0.05862546398796131,0.05296598076299677,0.058948666458994006,122
lgbm_base,mushroom,16,16,2,0.0,0.9709352025987348,0.9738461538461538,0.9710769230769231,112
lgbm_quant,mushroom,16,16,2,0.0,0.9709352025987348,0.9738461538461538,0.9710769230769231,112
lgbm_base,mushroom,64,64,8,0.0,1.0,1.0,1.0,3858
lgbm_base,mushroom,512,512,2,0.0,1.0,1.0,1.0,3582
lgbm_quant,mushroom,64,64,8,0.0,1.0,1.0,1.0,3858
lgbm_quant,mushroom,512,512,2,0.0,1.0,1.0,1.0,3582
lgbm_base,mushroom,32,32,4,0.0,0.9989741836211318,0.9984615384615385,0.9993846153846154,858
lgbm_quant,mushroom,32,32,4,0.0,0.9989741836211318,0.9984615384615385,0.9993846153846154,858
lgbm_base,california_housing,32,32,4,0.0,0.3090260337297123,0.3431596168041991,0.34079477424955273,982
lgbm_quant,california_housing,32,32,4,0.0,0.3121642164131231,0.3442980462630166,0.34375696619254115,982
lgbm_base,mushroom,1024,1024,4,0.0,1.0,1.0,1.0,7890
lgbm_quant,mushroom,1024,1024,4,0.0,1.0,1.0,1.0,7890
lgbm_base,california_housing,8,8,1,0.0,0.9333367908324751,0.9822274628415124,0.941123430679525,24
lgbm_quant,california_housing,8,8,1,0.0,0.9338871428288206,0.982839717730093,0.9417097945521036,24
lgbm_base,kin8nm,16,16,2,0.0,0.04596063714688207,0.04147762928262063,0.04713383909377726,112
lgbm_quant,kin8nm,16,16,2,0.0,0.04596484127862447,0.04148230348180382,0.04713372873041804,112
lgbm_base,mushroom,8,8,1,0.0,0.910412036245512,0.8892307692307693,0.904,24
lgbm_quant,mushroom,8,8,1,0.0,0.910412036245512,0.8892307692307693,0.904,24
lgbm_base,california_housing,512,512,2,0.0,0.2262793470979199,0.2728151017426168,0.2588414858630937,3584
lgbm_base,california_housing,2,2,8,0.0,1.0258266245780834,1.0826827457353125,1.0196369788766426,122
lgbm_base,mushroom,1,1,4,0.0,0.9758933150965977,0.9753846153846154,0.9710769230769231,25
lgbm_quant,mushroom,1,1,4,0.0,0.9758933150965977,0.9753846153846154,0.9710769230769231,25
lgbm_quant,california_housing,2,2,8,0.0,1.0264042935618658,1.0827919932653745,1.0201173087491522,122
lgbm_base,kin8nm,32,32,8,0.0,0.018261479821089263,0.019920401909565875,0.025304841297676923,1952
lgbm_base,kin8nm,128,128,1,0.0,0.04014331459408551,0.0359470047438308,0.041418182447432526,384
lgbm_quant,kin8nm,32,32,8,0.0,0.018273176829466595,0.019918705113423387,0.02530254808795825,1952
lgbm_base,california_housing,1,1,4,0.0,1.1810734185028335,1.2426443270644136,1.1690492687009566,31
lgbm_quant,kin8nm,128,128,1,0.0,0.04014809153506178,0.035946303766653045,0.04141341859585137,384
lgbm_quant,california_housing,1,1,4,0.0,1.1814143840076352,1.242684612059831,1.1692911923921852,31
lgbm_base,california_housing,256,256,1,0.0,0.37690175996614633,0.406478014432085,0.4050225405668034,768
lgbm_base,california_housing,16,16,2,0.0,0.6284744495185263,0.6643368684714371,0.6495359292887555,112
lgbm_base,california_housing,64,64,8,0.0,0.18235865263722334,0.25295442176251653,0.2288974793269003,3904
lgbm_quant,california_housing,256,256,1,0.0,0.3788760010975397,0.4065000189424441,0.40645888241157396,768
lgbm_quant,california_housing,512,512,2,0.0,357.8935045727273,354.3029197775251,357.5929768740984,3584
lgbm_quant,california_housing,64,64,8,0.0,0.19103316306211152,0.2545104954684348,0.2347691807148201,3904
lgbm_base,kin8nm,256,256,8,0.0,0.0030878461284246724,0.010675632594639531,0.013550002812142619,15302
lgbm_quant,covtype,1024,1024,1,0.0,0.5132551490696295,0.5111981239646307,0.5148490142251061,3072
lgbm_quant,kin8nm,256,256,8,0.0,76.37707785961457,78.30499358667795,80.00660139114406,15302
lgbm_base,california_housing,1024,1024,4,0.0,0.09464617654521085,0.2370886480425194,0.19596315621573815,27364
lgbm_quant,covtype,256,256,4,0.0,0.8197443154653764,0.8176889481723715,0.8175520425462337,7634
lgbm_quant,california_housing,1024,1024,4,0.0,122.05561045047276,123.54966567322553,123.90280311788449,27364
lgbm_base,breastcancer,16,16,1,0.0,0.9462102689486552,0.9565217391304348,0.9385964912280702,48
lgbm_quant,breastcancer,16,16,1,0.0,0.9462102689486552,0.9565217391304348,0.9385964912280702,48
lgbm_base,breastcancer,64,64,4,0.0,1.0,0.9782608695652174,0.956140350877193,1172
lgbm_quant,breastcancer,64,64,4,0.0,1.0,0.9782608695652174,0.956140350877193,1172
lgbm_base,breastcancer,1,1,2,0.0,0.6259168704156479,0.6521739130434783,0.6228070175438597,7
lgbm_quant,breastcancer,1,1,2,0.0,0.6259168704156479,0.6521739130434783,0.6228070175438597,7
lgbm_base,breastcancer,32,32,2,0.0,0.9877750611246944,0.9782608695652174,0.956140350877193,224
lgbm_quant,breastcancer,32,32,2,0.0,0.9877750611246944,0.9782608695652174,0.956140350877193,224
lgbm_base,covtype,128,128,1,0.0,0.747413512841598,0.7486284718487124,0.7465125685223273,384
lgbm_quant,covtype,128,128,1,0.0,0.7473274559675661,0.7485639293474753,0.7464179065944941,384
lgbm_base,mushroom,2,2,4,0.0,0.9758933150965977,0.9753846153846154,0.9710769230769231,50
lgbm_quant,mushroom,2,2,4,0.0,0.9758933150965977,0.9753846153846154,0.9710769230769231,50
lgbm_base,kin8nm,32,32,2,0.0,0.03999367516374245,0.03654586023344533,0.04179501292807356,224
lgbm_quant,kin8nm,32,32,2,0.0,0.03999759972528638,0.03654820402750785,0.041793816698416024,224
lgbm_base,kin8nm,2,2,4,0.0,0.060753879624740874,0.05455271021313283,0.060436040481112764,62
lgbm_quant,kin8nm,2,2,4,0.0,0.060766872476400884,0.05456032747094298,0.0604473447874099,62
lgbm_base,kin8nm,4,4,8,0.0,0.05018256088300533,0.0457876833115569,0.051384683480621314,244
lgbm_quant,kin8nm,4,4,8,0.0,0.05018191979887488,0.04579179949908735,0.051377941501270494,244
lgbm_base,kin8nm,1,1,2,0.0,0.06626320061117118,0.059277018234041405,0.0653458631710051,7
lgbm_quant,kin8nm,1,1,2,0.0,0.06627695298491154,0.0592880011789442,0.06535433298896648,7
lgbm_base,mushroom,128,128,8,0.0,1.0,1.0,1.0,7088
lgbm_quant,mushroom,128,128,8,0.0,1.0,1.0,1.0,7088
lgbm_base,california_housing,16,16,1,0.0,0.7870360159871311,0.8290262227619469,0.8030829159940489,48
lgbm_base,kin8nm,16,16,1,0.0,0.05148396331193531,0.04601452994347361,0.051668558344850714,48
lgbm_quant,kin8nm,16,16,1,0.0,0.0514888038737499,0.04601685014781125,0.0516712154265279,48
lgbm_quant,california_housing,16,16,1,0.0,3.4273169977623406,3.604591896481962,3.3697663611716475,48
lgbm_base,california_housing,2,2,4,0.0,1.0581829205525062,1.1152171220705607,1.0512687998328825,62
lgbm_quant,california_housing,2,2,4,0.0,1.0584853333083037,1.1151639757494356,1.0515346822218166,62
lgbm_base,kin8nm,256,256,4,0.0,0.01108706398162363,0.01744972074809511,0.020153532801353277,6464
lgbm_quant,kin8nm,256,256,4,0.0,226.8063969452684,222.8422465205586,228.76052001512997,6464
lgbm_base,mushroom,16,16,1,0.0,0.9671738758762182,0.9553846153846154,0.9612307692307692,48
lgbm_quant,mushroom,16,16,1,0.0,0.9671738758762182,0.9553846153846154,0.9612307692307692,48
lgbm_base,mushroom,64,64,4,0.0,1.0,1.0,1.0,1688
lgbm_quant,mushroom,64,64,4,0.0,1.0,1.0,1.0,1688
lgbm_base,kin8nm,32,32,4,0.0,0.028356598296228414,0.027681467785590986,0.03308967750256907,990
lgbm_base,covtype,512,512,8,0.0,0.9030736646841713,0.8949248079860588,0.8963624002822647,31232
lgbm_base,mushroom,512,512,1,0.0,0.9989741836211318,0.9984615384615385,0.9993846153846154,1536
lgbm_base,mushroom,32,32,2,0.0,0.9875192340571037,0.9830769230769231,0.9901538461538462,222
lgbm_quant,mushroom,32,32,2,0.0,0.9875192340571037,0.9830769230769231,0.9901538461538462,222
lgbm_quant,mushroom,512,512,1,0.0,0.9989741836211318,0.9984615384615385,0.9993846153846154,1536
lgbm_base,california_housing,1,1,2,0.0,1.2159028925672404,1.278655058791861,1.202585016400629,7
lgbm_quant,california_housing,1,1,2,0.0,1.2154822275889052,1.2782864580269369,1.2020641744431328,7
lgbm_base,kin8nm,64,64,8,0.0,0.010946590246306792,0.015017178592887117,0.019590053270432038,3886
lgbm_base,mushroom,4,4,8,0.0,0.9929902547444007,0.9923076923076923,0.9913846153846154,218
lgbm_quant,mushroom,4,4,8,0.0,0.9929902547444007,0.9923076923076923,0.9913846153846154,218
lgbm_quant,kin8nm,64,64,8,0.0,0.010956573620381284,0.015018696955270708,0.01959321501409676,3886
lgbm_base,kin8nm,256,256,2,0.0,0.02930234773937237,0.029257010105945523,0.03349953173267536,1726
lgbm_base,california_housing,32,32,2,0.0,0.46904495416352826,0.49754836584139317,0.49461116088169615,224
lgbm_quant,california_housing,32,32,2,0.0,0.47011239657928106,0.4970589908038856,0.4958198254682721,224
lgbm_quant,kin8nm,256,256,2,0.0,37.41172261027079,37.471072872654595,37.56780393330595,1726
lgbm_base,california_housing,4,4,8,0.0,0.816338412049666,0.8652498644453436,0.8175431938692707,244
lgbm_quant,california_housing,4,4,8,0.0,0.8169960423119031,0.8650749095182123,0.8180717856913282,244
lgbm_base,california_housing,64,64,4,0.0,0.24214158895375174,0.2856190442409531,0.2772616180148673,1896
lgbm_base,covtype,256,256,2,0.0,0.780141420129659,0.7804479249585853,0.7789816097691109,1792
lgbm_quant,california_housing,64,64,4,0.0,0.2461441792620024,0.28741701948282544,0.2800215368455952,1896
