model,dataset,max_trees,no_trees,depth,alpha,train_loss,test_accuracy,val_acc,nodes
lgbm_base,breastcancer,32,32,1,0.0,0.960880195599022,0.9565217391304348,0.956140350877193,96
lgbm_base,breastcancer,8,8,8,0.0,0.9731051344743277,0.9565217391304348,0.9649122807017544,222
lgbm_quant,breastcancer,8,8,8,0.0,0.9731051344743277,0.9565217391304348,0.9649122807017544,222
lgbm_quant,breastcancer,32,32,1,0.0,0.9731051344743277,0.9565217391304348,0.9649122807017544,96
lgbm_base,breastcancer,64,64,2,0.0,0.9926650366748166,0.9565217391304348,0.9824561403508771,448
lgbm_quant,breastcancer,64,64,2,0.0,0.9926650366748166,0.9565217391304348,0.9824561403508771,448
lgbm_base,breastcancer,1,1,1,0.0,0.6161369193154034,0.6304347826086957,0.6666666666666666,3
lgbm_quant,breastcancer,1,1,1,0.0,0.6161369193154034,0.6304347826086957,0.6666666666666666,3
lgbm_base,kin8nm,1,1,1,0.0,0.06581166585620105,0.06974165156147502,0.06743283710243911,3
lgbm_base,kin8nm,8,8,8,0.0,0.03871600591971159,0.044072332551584034,0.04287588142267097,488
lgbm_base,kin8nm,2,2,2,0.0,0.06164975810940591,0.06543473451244144,0.06336232330519401,14
lgbm_quant,kin8nm,2,2,2,0.0,0.06165716864995014,0.06544384482645141,0.06337442631556066,14
lgbm_base,mushroom,4,4,4,0.0,0.9767481620789878,0.9738461538461538,0.9686153846153847,96
lgbm_quant,kin8nm,8,8,8,0.0,0.03872783334992603,0.044099434473872406,0.042885139495864234,488
lgbm_quant,mushroom,4,4,4,0.0,0.9767481620789878,0.9738461538461538,0.9686153846153847,96
lgbm_base,mushroom,2,2,2,0.0,0.9134894853821166,0.9076923076923077,0.9027692307692308,14
lgbm_quant,mushroom,2,2,2,0.0,0.9134894853821166,0.9076923076923077,0.9027692307692308,14
lgbm_base,kin8nm,4,4,4,0.0,0.05260710900272978,0.056975656618039106,0.05517970104906298,124
lgbm_quant,kin8nm,4,4,4,0.0,0.052598911530198585,0.056963818466671735,0.055172729761764586,124
lgbm_base,california_housing,1,1,1,0.0,1.243681067223344,1.2972197796158507,1.2694647204801053,3
lgbm_quant,california_housing,1,1,1,0.0,1.2434614109542874,1.297461751783884,1.2693134778901496,3
