model,dataset,max_trees,no_trees,depth,alpha,train_loss,test_accuracy,val_acc,nodes,meankfold
ccp,kr-vs-kp,2,2,4,0.5,1.3853145796888613,0.0,0.5484375,2,0.515644110812133
cegb,breastcancer,2,2,8,0.125,0.8967032967032967,0.0,0.9210526315789473,10,0.6615384615384616
cegb,breastcancer,4,3,8,0.5,0.9318681318681319,0.0,0.8771929824561403,9,0.7780219780219781
cegb,kr-vs-kp,8,8,2,0.03125,0.9025821596244131,0.0,0.9109375,48,0.9025830173679061
cegb,breastcancer,64,3,4,0.5,0.9318681318681319,0.0,0.8771929824561403,9,0.7780219780219781
cegb,breastcancer,2,2,1,0.0078125,0.6087912087912087,0.0,0.7017543859649122,6,0.6615384615384616
cegb,breastcancer,64,13,8,0.125,0.9626373626373627,0.0,0.8771929824561403,45,0.9362637362637363
cegb,kr-vs-kp,4,4,2,0.0078125,0.9025821596244131,0.0,0.9109375,26,0.9025830173679061
cegb,breastcancer,1,1,2,0.5,0.6087912087912087,0.0,0.7017543859649122,3,0.6087912087912087
cegb,breastcancer,1,1,8,0.03125,0.6087912087912087,0.0,0.7017543859649122,9,0.6087912087912087
cegb,breastcancer,32,25,8,0.03125,0.9802197802197802,0.0,0.8947368421052632,161,0.9538461538461538
cegb,kr-vs-kp,2,2,1,0.0078125,0.6639280125195618,0.0,0.646875,6,0.6744710127201565
cegb,kr-vs-kp,16,3,2,0.125,0.9025821596244131,0.0,0.9109375,19,0.9025830173679061
cegb,breastcancer,16,16,8,0.0078125,0.9802197802197802,0.0,0.9210526315789473,138,0.9538461538461538
cegb,kr-vs-kp,64,3,8,0.125,0.9401408450704225,0.0,0.94375,31,0.9401380565068493
cegb,kr-vs-kp,2,1,4,0.5,0.5156494522691706,0.0,0.5484375,1,0.515644110812133
cegb,breastcancer,8,8,4,0.0078125,0.9692307692307692,0.0,0.8947368421052632,62,0.9318681318681319
lgbm_base,breastcancer,1,1,1,0.0,0.6087912087912087,0.0,0.7017543859649122,3,0.6087912087912087
cegb,kr-vs-kp,256,18,2,0.03125,0.9401408450704225,0.0,0.94375,110,0.9362241621819962
lgbm_quant,breastcancer,1,1,1,0.0,0.6087912087912087,0.0,0.7017543859649122,3,0.6087912087912087
cegb,kr-vs-kp,1,1,8,0.03125,0.9628325508607198,0.0,0.959375,31,0.9589201626712329
cegb,kr-vs-kp,32,1,2,0.5,0.5156494522691706,0.0,0.5484375,1,0.515644110812133
ccp,kr-vs-kp,256,256,1,0.125,1.3853145796888613,0.0,0.5484375,256,0.515644110812133
lgbm_base,breastcancer,2,2,2,0.0,0.9120879120879121,0.0,0.9035087719298246,14,0.8131868131868132
lgbm_quant,breastcancer,2,2,2,0.0,0.9120879120879121,0.0,0.9035087719298246,14,0.8131868131868132
ccp,kr-vs-kp,2,2,8,0.125,1.3853145796888613,0.0,0.5484375,2,0.515644110812133
ccp,kr-vs-kp,16,16,8,0.0078125,0.6188713658693574,0.0,0.94375,94,0.9401380565068493
cegb,breastcancer,512,36,8,0.0078125,0.9934065934065934,0.0,0.9649122807017544,370,0.9648351648351647
ccp,kr-vs-kp,16,16,1,0.5,1.3853145796888613,0.0,0.5484375,16,0.515644110812133
ccp,kr-vs-kp,128,128,2,0.0078125,0.7243461945856341,0.0,0.9109375,198,0.9213697101272015
ccp,kr-vs-kp,128,128,1,0.03125,1.2311653424355373,0.0,0.9109375,138,0.9025830173679061
cegb,breastcancer,8,8,2,0.03125,0.967032967032967,0.0,0.8859649122807017,48,0.9274725274725274
cegb,breastcancer,16,3,1,0.5,0.9318681318681319,0.0,0.8771929824561403,9,0.7780219780219781
