model,dataset,max_trees,no_trees,depth,alpha,train_loss,test_accuracy,val_acc,nodes,mean
cegb,kr-vs-kp,2,1,4,0.25,0.5246478873239436,0.0,0.5125,1,0.5246437744618395
cegb,kr-vs-kp,1,1,8,0.015625,0.9589201877934272,0.0,0.946875,43,0.9491400134540116
cegb,kr-vs-kp,256,32,2,0.015625,0.940923317683881,0.0,0.940625,188,0.9409284796966731
cegb,kr-vs-kp,4,4,4,0.0,0.940923317683881,0.0,0.940625,68,0.9409284796966731
cegb,kr-vs-kp,2,2,2,0.0,0.9076682316118936,0.0,0.890625,10,0.907674902152642
cegb,kr-vs-kp,16,10,2,0.0625,0.9076682316118936,0.0,0.890625,56,0.907674902152642
cegb,kr-vs-kp,64,8,8,0.0625,0.9581377151799688,0.0,0.9578125,112,0.9428854268590998
cegb,breastcancer,32,30,8,0.015625,0.989010989010989,0.0,0.9298245614035088,256,0.9670329670329668
lgbm_base,breastcancer,1024,1024,1,0.0,1.0,0.0,0.9473684210526316,3072,0.9703296703296704
cegb,breastcancer,2,2,4,0.25,0.621978021978022,0.0,0.6491228070175439,6,0.621978021978022
lgbm_quant,breastcancer,1024,1024,1,0.0,1.0,0.0,0.9473684210526316,3072,0.9703296703296704
cegb,breastcancer,32,7,2,0.25,0.934065934065934,0.0,0.9385964912280702,21,0.9142857142857144
cegb,breastcancer,8,8,2,0.015625,0.9736263736263736,0.0,0.9298245614035088,56,0.934065934065934
cegb,breastcancer,32,32,1,0.0,0.9736263736263736,0.0,0.9385964912280702,96,0.9450549450549448
lgbm_base,kr-vs-kp,1,1,1,0.0,0.5246478873239436,0.0,0.5125,3,0.5246437744618395
lgbm_quant,kr-vs-kp,1,1,1,0.0,0.5246478873239436,0.0,0.5125,3,0.5246437744618395
cegb,breastcancer,16,16,4,0.015625,0.978021978021978,0.0,0.9298245614035088,142,0.9494505494505494
cegb,breastcancer,4,4,4,0.0,0.953846153846154,0.0,0.9210526315789472,60,0.9054945054945056
ccp,kr-vs-kp,16,16,1,0.25,1.3838633025543745,0.0,0.5125,16,0.5246437744618395
cegb,breastcancer,1024,1024,1,0.0,1.0,0.0,0.9385964912280702,3072,0.9692307692307692
cegb,kr-vs-kp,16,16,4,0.015625,0.940923317683881,0.0,0.940625,180,0.9409284796966731
ccp,kr-vs-kp,2,2,8,0.0625,1.3838633025543745,0.0,0.5125,2,0.5246437744618395
cegb,breastcancer,16,16,2,0.0625,0.9736263736263736,0.0,0.9298245614035088,74,0.9406593406593406
cegb,kr-vs-kp,4,1,8,0.25,0.5246478873239436,0.0,0.5125,1,0.5246437744618395
ccp,kr-vs-kp,16,16,2,0.0625,1.3838633025543745,0.0,0.5125,16,0.5246437744618395
cegb,kr-vs-kp,32,1,2,0.25,0.5246478873239436,0.0,0.5125,1,0.5246437744618395
cegb,kr-vs-kp,512,1,1,0.25,0.5246478873239436,0.0,0.5125,1,0.5246437744618395
cegb,kr-vs-kp,8,8,1,0.0625,0.9076682316118936,0.0,0.890625,24,0.907674902152642
cegb,breastcancer,32,19,4,0.0625,0.9758241758241758,0.0,0.9298245614035088,83,0.9428571428571428
lgbm_base,kr-vs-kp,4,4,4,0.0,0.940923317683881,0.0,0.940625,70,0.940928479696673
lgbm_quant,kr-vs-kp,4,4,4,0.0,0.940923317683881,0.0,0.940625,70,0.940928479696673
ccp,kr-vs-kp,32,32,1,0.0,0.8337424352653626,0.0,0.890625,96,0.907674902152642
cegb,kr-vs-kp,1,1,2,0.25,0.5246478873239436,0.0,0.5125,1,0.5246437744618395
ccp,kr-vs-kp,4,4,1,0.015625,1.2522529775319926,0.0,0.734375,12,0.7867355675146771
ccp,kr-vs-kp,128,128,4,0.0,0.0887732585500252,0.0,0.9734375,3490,0.976920254403131
cegb,breastcancer,128,128,4,0.0,1.0,0.0,0.9385964912280702,2514,0.9736263736263736
cegb,breastcancer,512,31,4,0.015625,0.989010989010989,0.0,0.9298245614035088,255,0.9670329670329668
cegb,kr-vs-kp,256,22,1,0.0625,0.9076682316118936,0.0,0.890625,66,0.907674902152642
cegb,kr-vs-kp,32,20,8,0.015625,0.9730046948356808,0.0,0.9703125,592,0.9604857204011742
ccp,kr-vs-kp,2,2,2,0.0,1.224021435495361,0.0,0.890625,14,0.907674902152642
cegb,breastcancer,4,4,1,0.015625,0.8967032967032967,0.0,0.868421052631579,12,0.8923076923076924
lgbm_base,kr-vs-kp,2,2,2,0.0,0.9076682316118936,0.0,0.890625,12,0.907674902152642
lgbm_quant,kr-vs-kp,2,2,2,0.0,0.9076682316118936,0.0,0.890625,12,0.907674902152642
cegb,breastcancer,16,7,1,0.25,0.934065934065934,0.0,0.9385964912280702,21,0.9142857142857144
lgbm_base,kr-vs-kp,8,8,8,0.0,0.9714397496087636,0.0,0.9625,436,0.9561804366438352
cegb,kr-vs-kp,1,1,4,0.0625,0.940923317683881,0.0,0.940625,11,0.9409284796966731
lgbm_quant,kr-vs-kp,8,8,8,0.0,0.9714397496087636,0.0,0.9625,436,0.9561804366438352
cegb,breastcancer,512,19,2,0.0625,0.9758241758241758,0.0,0.9298245614035088,83,0.9406593406593406
cegb,kr-vs-kp,128,83,1,0.015625,0.9381846635367762,0.0,0.9390625,249,0.938581671966732
cegb,breastcancer,8,8,1,0.0625,0.9186813186813186,0.0,0.8947368421052632,24,0.9186813186813187
ccp,kr-vs-kp,8,8,2,0.015625,0.9078723224897982,0.0,0.890625,44,0.907674902152642
ccp,kr-vs-kp,128,128,1,0.015625,0.9801000727026352,0.0,0.890625,164,0.907674902152642
cegb,kr-vs-kp,128,128,4,0.0,0.9855242566510172,0.0,0.971875,2884,0.9753554611056752
ccp,kr-vs-kp,4,4,4,0.0,0.918785524432666,0.0,0.940625,78,0.9409284796966731
cegb,kr-vs-kp,8,8,8,0.0,0.9714397496087636,0.0,0.9625,440,0.9546148789138944
cegb,kr-vs-kp,256,256,8,0.0,0.9953051643192488,0.0,0.984375,15496,0.9820052592954992
cegb,kr-vs-kp,64,1,4,0.25,0.5246478873239436,0.0,0.5125,1,0.5246437744618395
cegb,kr-vs-kp,4,4,1,0.015625,0.7597809076682316,0.0,0.734375,12,0.7597824425146771
cegb,breastcancer,256,33,2,0.015625,0.9868131868131867,0.0,0.9298245614035088,211,0.956043956043956
cegb,kr-vs-kp,512,8,8,0.0625,0.9581377151799688,0.0,0.9578125,112,0.9428854268590998
cegb,kr-vs-kp,512,20,4,0.015625,0.940923317683881,0.0,0.940625,224,0.9409284796966731
cegb,kr-vs-kp,64,64,2,0.0,0.9448356807511736,0.0,0.9453125,442,0.9436666768590998
cegb,breastcancer,512,19,8,0.0625,0.9758241758241758,0.0,0.9298245614035088,83,0.9428571428571428
ccp,kr-vs-kp,256,256,1,0.0625,1.3838633025543745,0.0,0.5125,256,0.5246437744618395
cegb,kr-vs-kp,2,2,8,0.0625,0.940923317683881,0.0,0.940625,20,0.9417112585616438
cegb,breastcancer,512,7,1,0.25,0.934065934065934,0.0,0.9385964912280702,21,0.9142857142857144
ccp,kr-vs-kp,1,1,4,0.0625,1.3838633025543745,0.0,0.5125,1,0.5246437744618395
cegb,breastcancer,256,256,8,0.0,1.0,0.0,0.9385964912280702,6060,0.9736263736263736
cegb,kr-vs-kp,16,1,1,0.25,0.5246478873239436,0.0,0.5125,1,0.5246437744618395
ccp,kr-vs-kp,1,1,8,0.015625,1.2343011830968182,0.0,0.940625,9,0.9409284796966731
cegb,kr-vs-kp,512,10,2,0.0625,0.9076682316118936,0.0,0.890625,56,0.907674902152642
cegb,kr-vs-kp,1024,1,2,0.25,0.5246478873239436,0.0,0.5125,1,0.5246437744618395
ccp,kr-vs-kp,64,64,2,0.0,0.3485964425975648,0.0,0.95,446,0.9456236240215264
cegb,kr-vs-kp,32,32,1,0.0,0.9076682316118936,0.0,0.890625,96,0.907674902152642
lgbm_base,kr-vs-kp,64,64,2,0.0,0.9448356807511736,0.0,0.9453125,444,0.9428854268590998
lgbm_quant,kr-vs-kp,64,64,2,0.0,0.9448356807511736,0.0,0.9453125,444,0.9428854268590998
cegb,breastcancer,1,1,4,0.0625,0.621978021978022,0.0,0.6491228070175439,7,0.621978021978022
ccp,kr-vs-kp,32,32,8,0.015625,0.7838507045015444,0.0,0.890625,78,0.9256788160469668
cegb,breastcancer,1024,7,8,0.25,0.934065934065934,0.0,0.9385964912280702,21,0.9142857142857144
ccp,kr-vs-kp,32,32,2,0.25,1.3838633025543745,0.0,0.5125,32,0.5246437744618395
ccp,kr-vs-kp,8,8,1,0.0625,1.3838633025543745,0.0,0.5125,8,0.5246437744618395
cegb,breastcancer,1024,19,4,0.0625,0.9758241758241758,0.0,0.9298245614035088,83,0.9428571428571428
cegb,kr-vs-kp,128,1,8,0.25,0.5246478873239436,0.0,0.5125,1,0.5246437744618395
cegb,breastcancer,1024,30,8,0.015625,0.989010989010989,0.0,0.9298245614035088,256,0.9670329670329668
ccp,kr-vs-kp,32,32,4,0.0625,1.3838633025543745,0.0,0.5125,32,0.5246437744618395
cegb,kr-vs-kp,32,8,4,0.0625,0.940923317683881,0.0,0.940625,82,0.9409284796966731
ccp,kr-vs-kp,8,8,8,0.0,0.5502463011876788,0.0,0.9671875,656,0.9714385090508806
cegb,kr-vs-kp,1,1,1,0.0,0.5246478873239436,0.0,0.5125,3,0.5246437744618395
cegb,breastcancer,128,49,1,0.015625,0.9824175824175824,0.0,0.9385964912280702,147,0.9494505494505494
cegb,breastcancer,256,21,1,0.0625,0.953846153846154,0.0,0.9385964912280702,63,0.9252747252747252
ccp,kr-vs-kp,1,1,2,0.25,1.3838633025543745,0.0,0.5125,1,0.5246437744618395
cegb,kr-vs-kp,1024,20,8,0.015625,0.9730046948356808,0.0,0.9703125,592,0.9604857204011742
cegb,breastcancer,1024,7,2,0.25,0.934065934065934,0.0,0.9385964912280702,21,0.9142857142857144
cegb,kr-vs-kp,1024,8,8,0.0625,0.9581377151799688,0.0,0.9578125,112,0.9428854268590998
cegb,breastcancer,128,7,8,0.25,0.934065934065934,0.0,0.9385964912280702,21,0.9142857142857144
cegb,kr-vs-kp,1024,8,4,0.0625,0.940923317683881,0.0,0.940625,82,0.9409284796966731
ccp,kr-vs-kp,4,4,8,0.25,1.3838633025543745,0.0,0.5125,4,0.5246437744618395
cegb,breastcancer,1024,19,8,0.0625,0.9758241758241758,0.0,0.9298245614035088,83,0.9428571428571428
cegb,kr-vs-kp,1024,1024,1,0.0,0.9604851330203444,0.0,0.95,3072,0.9557974559686888
ccp,breastcancer,128,128,1,0.015625,0.4636997696865809,0.0,0.9473684210526316,158,0.9318681318681318
cegb,breastcancer,64,64,2,0.0,0.9978021978021978,0.0,0.9298245614035088,448,0.9736263736263736
