model,dataset,max_trees,no_trees,depth,alpha,train_loss,test_accuracy,val_acc,nodes,mean
ccp,breastcancer,4,4,4,0.0625,0.9048327318293374,0.0,0.868421052631579,12,0.8967032967032967
ccp,breastcancer,16,16,1,0.0625,0.7752275676452471,0.0,0.8947368421052632,28,0.9054945054945056
ccp,breastcancer,4,4,8,0.015625,0.8456295560609678,0.0,0.9298245614035088,20,0.90989010989011
ccp,breastcancer,8,8,2,0.0,0.5738408842308383,0.0,0.9298245614035088,56,0.9494505494505494
ccp,breastcancer,1,1,1,0.015625,1.1917732981861189,0.0,0.6491228070175439,3,0.621978021978022
lgbm_base,kr-vs-kp,1024,1024,2,0.0,0.9890453834115804,0.0,0.9828125,7078,0.9395448568982387
lgbm_quant,kr-vs-kp,1024,1024,2,0.0,0.9890453834115804,0.0,0.9828125,7078,0.9395448568982387
ccp,breastcancer,8,8,4,0.25,1.3261749607812408,0.0,0.6491228070175439,8,0.621978021978022
ccp,breastcancer,8,8,8,0.0625,0.7752352791080175,0.0,0.8947368421052632,20,0.9054945054945056
ccp,breastcancer,16,16,2,0.03125,0.5973622288699864,0.0,0.9473684210526316,36,0.9186813186813186
ccp,breastcancer,1,1,4,0.0,1.1463503090312288,0.0,0.6491228070175439,21,0.621978021978022
ccp,breastcancer,2,2,2,0.03125,1.079398923235168,0.0,0.6491228070175439,6,0.621978021978022
ccp,breastcancer,1,1,8,0.5,1.3261749607812408,0.0,0.6491228070175439,1,0.621978021978022
ccp,breastcancer,2,2,1,0.125,1.079398923235168,0.0,0.6491228070175439,6,0.621978021978022
ccp,breastcancer,4,4,1,0.5,1.3261749607812408,0.0,0.6491228070175439,4,0.621978021978022
ccp,breastcancer,16,16,4,0.0078125,0.3946604082690941,0.0,0.9298245614035088,62,0.9428571428571428
ccp,breastcancer,32,32,1,0.5,1.3261749607812408,0.0,0.6491228070175439,32,0.621978021978022
ccp,breastcancer,2,2,4,0.0078125,1.036332414956996,0.0,0.6491228070175439,12,0.621978021978022
ccp,breastcancer,32,32,2,0.125,1.0793920793050709,0.0,0.6491228070175439,36,0.621978021978022
ccp,breastcancer,4,4,2,0.125,1.0793965662131058,0.0,0.6491228070175439,8,0.621978021978022
ccp,breastcancer,32,32,4,0.03125,0.5973587456126572,0.0,0.9473684210526316,52,0.9186813186813186
ccp,breastcancer,64,64,2,0.5,1.3261749607812408,0.0,0.6491228070175439,64,0.621978021978022
ccp,breastcancer,32,32,8,0.0078125,0.3500954878907065,0.0,0.9298245614035088,84,0.9384615384615383
ccp,breastcancer,64,64,4,0.125,1.0793920669871035,0.0,0.6491228070175439,68,0.621978021978022
ccp,breastcancer,4,4,4,0.03125,0.9048327318293374,0.0,0.868421052631579,12,0.8989010989010989
ccp,breastcancer,16,16,1,0.03125,0.5973622288699864,0.0,0.9473684210526316,36,0.9186813186813186
ccp,breastcancer,4,4,8,0.0078125,0.8401741192012585,0.0,0.9298245614035088,22,0.9406593406593406
ccp,breastcancer,8,8,2,0.5,1.3261749607812408,0.0,0.6491228070175439,8,0.621978021978022
ccp,breastcancer,1,1,1,0.0078125,1.1917732981861189,0.0,0.6491228070175439,3,0.621978021978022
lgbm_base,breastcancer,8,8,1,0.0,0.931868131868132,0.0,0.9385964912280702,24,0.9175824175824177
lgbm_quant,breastcancer,8,8,1,0.0,0.931868131868132,0.0,0.9385964912280702,24,0.9175824175824177
ccp,breastcancer,8,8,4,0.125,1.079394004283707,0.0,0.6491228070175439,12,0.621978021978022
ccp,breastcancer,8,8,8,0.03125,0.6770158306562886,0.0,0.8947368421052632,24,0.912087912087912
ccp,breastcancer,1,1,4,0.5,1.3261749607812408,0.0,0.6491228070175439,1,0.621978021978022
ccp,breastcancer,2,2,2,0.015625,1.0400463196632637,0.0,0.6491228070175439,10,0.621978021978022
ccp,breastcancer,16,16,2,0.015625,0.449066778148402,0.0,0.9298245614035088,52,0.931868131868132
ccp,breastcancer,1,1,8,0.25,1.3261749607812408,0.0,0.6491228070175439,1,0.621978021978022
ccp,breastcancer,2,2,1,0.0625,1.079398923235168,0.0,0.6491228070175439,6,0.621978021978022
ccp,breastcancer,4,4,1,0.25,1.3261749607812408,0.0,0.6491228070175439,4,0.621978021978022
ccp,breastcancer,4,4,2,0.0625,0.9048327318293374,0.0,0.868421052631579,12,0.8967032967032967
ccp,breastcancer,2,2,8,0.0,0.98435414463835,0.0,0.6491228070175439,86,0.7406593406593407
ccp,breastcancer,32,32,1,0.25,1.3261749607812408,0.0,0.6491228070175439,32,0.621978021978022
ccp,breastcancer,16,16,8,0.0,0.1934551996837631,0.0,0.912280701754386,684,0.9384615384615383
ccp,breastcancer,32,32,2,0.0625,0.775225872655526,0.0,0.8947368421052632,44,0.9054945054945056
ccp,breastcancer,32,32,4,0.015625,0.4490620604808239,0.0,0.9298245614035088,68,0.931868131868132
ccp,breastcancer,64,64,2,0.25,1.3261749607812408,0.0,0.6491228070175439,64,0.621978021978022
ccp,breastcancer,4,4,4,0.015625,0.8456295560609678,0.0,0.9298245614035088,20,0.90989010989011
ccp,breastcancer,16,16,1,0.015625,0.4637041736604178,0.0,0.9473684210526316,46,0.9296703296703296
ccp,breastcancer,64,64,1,0.0,0.1661666663966043,0.0,0.9473684210526316,192,0.9494505494505494
ccp,breastcancer,8,8,1,0.0,0.6770158306562886,0.0,0.8947368421052632,24,0.912087912087912
ccp,breastcancer,8,8,2,0.25,1.3261749607812408,0.0,0.6491228070175439,8,0.621978021978022
ccp,breastcancer,64,64,4,0.0625,0.7752258124328757,0.0,0.8947368421052632,76,0.9054945054945056
ccp,breastcancer,1,1,2,0.0,1.1619136559660337,0.0,0.6491228070175439,7,0.621978021978022
ccp,breastcancer,8,8,4,0.0625,0.7752352791080175,0.0,0.8947368421052632,20,0.9054945054945056
ccp,breastcancer,8,8,8,0.015625,0.6289646998236815,0.0,0.9298245614035088,32,0.9164835164835164
lgbm_base,breastcancer,4,4,8,0.0,0.9648351648351648,0.0,0.9385964912280702,92,0.9010989010989012
lgbm_quant,breastcancer,4,4,8,0.0,0.9648351648351648,0.0,0.9385964912280702,92,0.9010989010989012
ccp,breastcancer,1,1,4,0.25,1.3261749607812408,0.0,0.6491228070175439,1,0.621978021978022
ccp,breastcancer,2,2,2,0.0078125,1.036332414956996,0.0,0.6491228070175439,12,0.621978021978022
ccp,breastcancer,1,1,8,0.125,1.1917732981861189,0.0,0.6491228070175439,3,0.621978021978022
ccp,breastcancer,2,2,1,0.03125,1.079398923235168,0.0,0.6491228070175439,6,0.621978021978022
ccp,breastcancer,16,16,2,0.0078125,0.3946604082690941,0.0,0.9298245614035088,62,0.945054945054945
ccp,breastcancer,4,4,1,0.125,1.0793965662131058,0.0,0.6491228070175439,8,0.621978021978022
ccp,breastcancer,4,4,2,0.03125,0.9048327318293374,0.0,0.868421052631579,12,0.8989010989010989
ccp,breastcancer,2,2,8,0.5,1.3261749607812408,0.0,0.6491228070175439,2,0.621978021978022
ccp,breastcancer,32,32,1,0.125,1.0793920793050709,0.0,0.6491228070175439,36,0.621978021978022
ccp,breastcancer,16,16,8,0.5,1.3261749607812408,0.0,0.6491228070175439,16,0.621978021978022
ccp,breastcancer,32,32,2,0.03125,0.5973587456126572,0.0,0.9473684210526316,52,0.9186813186813186
ccp,breastcancer,32,32,4,0.0078125,0.3500954878907065,0.0,0.9298245614035088,84,0.9384615384615383
ccp,breastcancer,4,4,4,0.0078125,0.8401741192012585,0.0,0.9298245614035088,22,0.9406593406593406
ccp,breastcancer,64,64,2,0.125,1.0793920669871035,0.0,0.6491228070175439,68,0.621978021978022
ccp,breastcancer,16,16,1,0.0078125,0.4446591121398688,0.0,0.9473684210526316,48,0.9274725274725276
ccp,breastcancer,8,8,1,0.5,1.3261749607812408,0.0,0.6491228070175439,8,0.621978021978022
ccp,breastcancer,8,8,2,0.125,1.079394004283707,0.0,0.6491228070175439,12,0.621978021978022
ccp,breastcancer,64,64,1,0.5,1.3261749607812408,0.0,0.6491228070175439,64,0.621978021978022
ccp,breastcancer,8,8,4,0.03125,0.6770158306562886,0.0,0.8947368421052632,24,0.912087912087912
ccp,breastcancer,64,64,4,0.03125,0.5973586218348406,0.0,0.9473684210526316,84,0.9186813186813186
ccp,breastcancer,8,8,8,0.0078125,0.6071422517611007,0.0,0.9298245614035088,38,0.9428571428571428
ccp,breastcancer,2,2,4,0.0,0.9988094607779812,0.0,0.6491228070175439,48,0.7428571428571429
ccp,breastcancer,1,1,8,0.0625,1.1917732981861189,0.0,0.6491228070175439,3,0.621978021978022
ccp,breastcancer,2,2,1,0.015625,1.079398923235168,0.0,0.6491228070175439,6,0.621978021978022
ccp,breastcancer,4,4,1,0.0625,0.9048327318293374,0.0,0.868421052631579,12,0.8967032967032967
ccp,breastcancer,4,4,2,0.015625,0.8456295560609678,0.0,0.9298245614035088,20,0.90989010989011
ccp,breastcancer,2,2,8,0.25,1.3261749607812408,0.0,0.6491228070175439,2,0.621978021978022
ccp,breastcancer,16,16,4,0.0,0.2173502805087597,0.0,0.9298245614035088,436,0.9494505494505494
ccp,breastcancer,32,32,1,0.0625,0.775225872655526,0.0,0.8947368421052632,44,0.9054945054945056
ccp,breastcancer,16,16,8,0.25,1.3261749607812408,0.0,0.6491228070175439,16,0.621978021978022
ccp,breastcancer,32,32,2,0.015625,0.4490620604808239,0.0,0.9298245614035088,68,0.931868131868132
ccp,breastcancer,4,4,8,0.0,0.7546790585749764,0.0,0.912280701754386,168,0.931868131868132
ccp,breastcancer,16,16,2,0.0,0.3204129493672678,0.0,0.9298245614035088,112,0.956043956043956
ccp,breastcancer,32,32,8,0.0,0.037329616566581,0.0,0.912280701754386,1340,0.931868131868132
ccp,breastcancer,8,8,1,0.25,1.3261749607812408,0.0,0.6491228070175439,8,0.621978021978022
ccp,breastcancer,8,8,2,0.0625,0.7752352791080175,0.0,0.8947368421052632,20,0.9054945054945056
ccp,breastcancer,64,64,2,0.0625,0.7752258124328757,0.0,0.8947368421052632,76,0.9054945054945056
ccp,breastcancer,64,64,1,0.25,1.3261749607812408,0.0,0.6491228070175439,64,0.621978021978022
ccp,breastcancer,8,8,4,0.015625,0.6289646998236815,0.0,0.9298245614035088,32,0.9164835164835164
ccp,breastcancer,64,64,4,0.015625,0.4490618928322361,0.0,0.9298245614035088,100,0.931868131868132
ccp,breastcancer,16,16,1,0.0,0.4446591121398688,0.0,0.9473684210526316,48,0.9274725274725276
ccp,breastcancer,16,16,4,0.5,1.3261749607812408,0.0,0.6491228070175439,16,0.621978021978022
ccp,breastcancer,32,32,1,0.03125,0.5973587456126572,0.0,0.9473684210526316,52,0.9186813186813186
ccp,breastcancer,32,32,2,0.0078125,0.3500954878907065,0.0,0.9298245614035088,84,0.945054945054945
ccp,breastcancer,16,16,8,0.125,1.079392426068396,0.0,0.6491228070175439,20,0.621978021978022
ccp,breastcancer,16,16,2,0.5,1.3261749607812408,0.0,0.6491228070175439,16,0.621978021978022
ccp,breastcancer,32,32,8,0.5,1.3261749607812408,0.0,0.6491228070175439,32,0.621978021978022
ccp,breastcancer,64,64,2,0.03125,0.5973586218348406,0.0,0.9473684210526316,84,0.9186813186813186
ccp,breastcancer,64,64,1,0.125,1.0793920669871035,0.0,0.6491228070175439,68,0.621978021978022
ccp,breastcancer,64,64,4,0.0078125,0.3500952378575959,0.0,0.9298245614035088,116,0.9384615384615383
ccp,breastcancer,16,16,4,0.25,1.3261749607812408,0.0,0.6491228070175439,16,0.621978021978022
ccp,breastcancer,32,32,1,0.015625,0.4636999210011681,0.0,0.9473684210526316,62,0.9318681318681318
ccp,breastcancer,32,32,4,0.0,0.0463111376667807,0.0,0.9298245614035088,926,0.9582417582417582
ccp,breastcancer,16,16,8,0.0625,0.7752275676452471,0.0,0.8947368421052632,28,0.9054945054945056
ccp,breastcancer,16,16,2,0.25,1.3261749607812408,0.0,0.6491228070175439,16,0.621978021978022
ccp,breastcancer,32,32,8,0.25,1.3261749607812408,0.0,0.6491228070175439,32,0.621978021978022
ccp,breastcancer,64,64,1,0.0625,0.7752258124328757,0.0,0.8947368421052632,76,0.9054945054945056
ccp,breastcancer,64,64,2,0.015625,0.4490618928322361,0.0,0.9298245614035088,100,0.931868131868132
ccp,breastcancer,16,16,4,0.125,1.079392426068396,0.0,0.6491228070175439,20,0.621978021978022
ccp,breastcancer,32,32,1,0.0078125,0.3825816025348559,0.0,0.9385964912280702,72,0.9274725274725274
ccp,breastcancer,64,64,8,0.0,0.0015058671571405,0.0,0.9035087719298246,2652,0.9362637362637364
ccp,breastcancer,16,16,8,0.03125,0.5973622288699864,0.0,0.9473684210526316,36,0.9186813186813186
ccp,breastcancer,32,32,4,0.5,1.3261749607812408,0.0,0.6491228070175439,32,0.621978021978022
ccp,breastcancer,64,64,1,0.03125,0.5973586218348406,0.0,0.9473684210526316,84,0.9186813186813186
ccp,breastcancer,32,32,8,0.125,1.0793920793050709,0.0,0.6491228070175439,36,0.621978021978022
ccp,breastcancer,64,64,2,0.0078125,0.3500952378575959,0.0,0.9298245614035088,116,0.945054945054945
ccp,breastcancer,16,16,4,0.0625,0.7752275676452471,0.0,0.8947368421052632,28,0.9054945054945056
ccp,breastcancer,32,32,2,0.0,0.1353948184061269,0.0,0.9298245614035088,224,0.9516483516483516
ccp,breastcancer,16,16,8,0.015625,0.449066778148402,0.0,0.9298245614035088,52,0.931868131868132
ccp,breastcancer,64,64,8,0.5,1.3261749607812408,0.0,0.6491228070175439,64,0.621978021978022
ccp,breastcancer,32,32,4,0.25,1.3261749607812408,0.0,0.6491228070175439,32,0.621978021978022
ccp,breastcancer,64,64,1,0.015625,0.4636997698650081,0.0,0.9473684210526316,94,0.9318681318681318
ccp,breastcancer,32,32,8,0.0625,0.775225872655526,0.0,0.8947368421052632,44,0.9054945054945056
ccp,breastcancer,64,64,4,0.0,0.0029810775173833,0.0,0.9298245614035088,1846,0.9626373626373628
ccp,breastcancer,64,64,8,0.25,1.3261749607812408,0.0,0.6491228070175439,64,0.621978021978022
cegb,covtype,1,1,1,0.0,0.6685997590407528,0.6657774144274005,0.668012013459205,3,0.6657774144274005
cegb,covtype,4,4,4,0.0,0.7542956722954237,0.7523719369204621,0.752897945836166,124,0.7523719369204621
cegb,covtype,1,1,8,0.015625,0.7602168633225603,0.759213442051591,0.7579580561603401,61,0.759213442051591
cegb,covtype,1,1,2,0.25,0.5130830353215659,0.5144037348594049,0.5091434816657057,1,0.5144037348594049
cegb,covtype,8,8,2,0.015625,0.7305917844370924,0.7293948064800672,0.729284097656687,56,0.7293948064800672
cegb,covtype,2,1,4,0.25,0.5130830353215659,0.5144037348594049,0.5091434816657057,1,0.5144037348594049
cegb,covtype,4,4,1,0.015625,0.6685997590407528,0.6657774144274005,0.668012013459205,12,0.6657774144274005
cegb,covtype,2,2,8,0.0625,0.7305917844370924,0.7293948064800672,0.729284097656687,10,0.7293948064800672
cegb,covtype,4,1,8,0.25,0.5130830353215659,0.5144037348594049,0.5091434816657057,1,0.5144037348594049
cegb,covtype,1,1,4,0.0625,0.7305917844370924,0.7293948064800672,0.729284097656687,5,0.7293948064800672
cegb,covtype,2,2,2,0.0,0.7305917844370924,0.7293948064800672,0.729284097656687,14,0.7293948064800672
cegb,covtype,16,1,1,0.25,0.5130830353215659,0.5144037348594049,0.5091434816657057,1,0.5144037348594049
cegb,covtype,8,5,1,0.0625,0.7292746361706604,0.7283621264602741,0.728277238969734,15,0.7283621264602741
cegb,covtype,16,4,2,0.0625,0.7305917844370924,0.7293948064800672,0.729284097656687,20,0.7293948064800672
cegb,covtype,8,8,8,0.0,0.7870929031764549,0.7861276650674469,0.7854530433809799,488,0.7861276650674469
cegb,covtype,16,13,4,0.015625,0.7483003767378708,0.7475097351606033,0.74734731461322,237,0.7475097351606033
cegb,covtype,32,32,1,0.0,0.7314547436461342,0.7298896323228846,0.7301446606369887,96,0.7298896323228846
cegb,covtype,32,1,2,0.25,0.5130830353215659,0.5144037348594049,0.5091434816657057,1,0.5144037348594049
cegb,covtype,1,1,1,0.5,0.5130830353215659,0.5144037348594049,0.5091434816657057,1,0.5144037348594049
cegb,covtype,4,1,4,0.5,0.5130830353215659,0.5144037348594049,0.5091434816657057,1,0.5144037348594049
cegb,covtype,2,1,4,0.125,0.7305917844370924,0.7293948064800672,0.729284097656687,5,0.7293948064800672
cegb,covtype,1,1,2,0.125,0.7305917844370924,0.7293948064800672,0.729284097656687,5,0.7293948064800672
cegb,covtype,1,1,8,0.0078125,0.7541809297967146,0.7521783094167509,0.7516759464041376,61,0.7521783094167509
cegb,covtype,8,8,2,0.0078125,0.7305917844370924,0.7293948064800672,0.729284097656687,56,0.7293948064800672
cegb,covtype,2,2,8,0.03125,0.7587347727142338,0.7571050536778469,0.7567876905071298,66,0.7571050536778469
cegb,covtype,4,1,8,0.125,0.7305917844370924,0.7293948064800672,0.729284097656687,5,0.7293948064800672
cegb,covtype,4,4,1,0.0078125,0.6685997590407528,0.6657774144274005,0.668012013459205,12,0.6657774144274005
cegb,covtype,2,1,2,0.5,0.5130830353215659,0.5144037348594049,0.5091434816657057,1,0.5144037348594049
cegb,covtype,1,1,4,0.03125,0.7363934520280737,0.7360211699404058,0.7350498696247085,31,0.7360211699404058
cegb,covtype,8,8,1,0.03125,0.7292746361706604,0.7283621264602741,0.728277238969734,24,0.7283621264602741
cegb,covtype,8,1,8,0.5,0.5130830353215659,0.5144037348594049,0.5091434816657057,1,0.5144037348594049
cegb,covtype,16,9,2,0.03125,0.7325352355089786,0.7316537940233644,0.7316764627419258,49,0.7316537940233644
cegb,covtype,16,1,1,0.125,0.6685997590407528,0.6657774144274005,0.668012013459205,3,0.6657774144274005
cegb,covtype,32,4,4,0.0625,0.7305917844370924,0.7293948064800672,0.729284097656687,20,0.7293948064800672
cegb,covtype,32,13,8,0.015625,0.7698122047771127,0.7691099589079409,0.7687667271929296,641,0.7691099589079409
cegb,covtype,16,16,4,0.0078125,0.7656862557610297,0.7640756438114499,0.7646188136278753,432,0.7640756438114499
cegb,covtype,64,64,2,0.0,0.761259107685835,0.7603321787397,0.7608581534039569,448,0.7603321787397
cegb,covtype,32,1,1,0.5,0.5130830353215659,0.5144037348594049,0.5091434816657057,1,0.5144037348594049
cegb,covtype,32,1,2,0.125,0.7305917844370924,0.7293948064800672,0.729284097656687,5,0.7293948064800672
cegb,covtype,64,1,4,0.25,0.5130830353215659,0.5144037348594049,0.5091434816657057,1,0.5144037348594049
cegb,covtype,64,1,8,0.25,0.5130830353215659,0.5144037348594049,0.5091434816657057,1,0.5144037348594049
cegb,covtype,64,9,8,0.03125,0.7356045973494483,0.7344721499107162,0.7344646867981033,119,0.7344721499107162
cegb,covtype,1,1,1,0.25,0.5130830353215659,0.5144037348594049,0.5091434816657057,1,0.5144037348594049
cegb,covtype,2,2,4,0.0625,0.7305917844370924,0.7293948064800672,0.729284097656687,10,0.7293948064800672
cegb,covtype,2,2,1,0.0,0.6685997590407528,0.6657774144274005,0.668012013459205,6,0.6657774144274005
cegb,covtype,1,1,2,0.0625,0.7305917844370924,0.7293948064800672,0.729284097656687,5,0.7293948064800672
cegb,covtype,2,2,8,0.015625,0.7750521122181637,0.7736709623286935,0.7729060351281809,122,0.7736709623286935
cegb,covtype,4,1,4,0.25,0.5130830353215659,0.5144037348594049,0.5091434816657057,1,0.5144037348594049
cegb,covtype,4,4,2,0.0,0.7305917844370924,0.7293948064800672,0.729284097656687,28,0.7293948064800672
cegb,covtype,8,8,4,0.0,0.7539203687058958,0.7538994427830726,0.7525537206440454,248,0.7538994427830726
cegb,covtype,1,1,4,0.015625,0.7410524755694097,0.7410769992039759,0.7395075858626714,31,0.7410769992039759
cegb,covtype,2,1,2,0.25,0.5130830353215659,0.5144037348594049,0.5091434816657057,1,0.5144037348594049
cegb,covtype,4,4,8,0.0625,0.7305917844370924,0.7293948064800672,0.729284097656687,20,0.7293948064800672
cegb,covtype,8,8,1,0.015625,0.7292746361706604,0.7283621264602741,0.728277238969734,24,0.7283621264602741
cegb,covtype,8,1,8,0.25,0.5130830353215659,0.5144037348594049,0.5091434816657057,1,0.5144037348594049
cegb,covtype,16,14,2,0.015625,0.7343567726759863,0.7336976398958714,0.733259898625681,94,0.7336976398958714
cegb,covtype,16,5,1,0.0625,0.7292746361706604,0.7283621264602741,0.728277238969734,15,0.7283621264602741
cegb,covtype,32,9,4,0.03125,0.7350667418867491,0.7338052107312666,0.7342065179040128,97,0.7338052107312666
cegb,covtype,32,16,8,0.0078125,0.7865048478705705,0.7851380133818119,0.7851088181888591,942,0.7851380133818119
cegb,covtype,16,16,8,0.0,0.7946085368419039,0.793205826036445,0.793043208867241,976,0.793205826036445
cegb,covtype,64,1,2,0.5,0.5130830353215659,0.5144037348594049,0.5091434816657057,1,0.5144037348594049
cegb,covtype,32,1,1,0.25,0.5130830353215659,0.5144037348594049,0.5091434816657057,1,0.5144037348594049
cegb,covtype,32,4,2,0.0625,0.7305917844370924,0.7293948064800672,0.729284097656687,20,0.7293948064800672
cegb,covtype,64,1,4,0.125,0.7305917844370924,0.7293948064800672,0.729284097656687,5,0.7293948064800672
cegb,covtype,64,1,8,0.125,0.7305917844370924,0.7293948064800672,0.729284097656687,5,0.7293948064800672
cegb,covtype,64,13,8,0.015625,0.7698122047771127,0.7691099589079409,0.7687667271929296,641,0.7691099589079409
cegb,covtype,1,1,1,0.125,0.6685997590407528,0.6657774144274005,0.668012013459205,3,0.6657774144274005
cegb,covtype,2,2,4,0.03125,0.7373090015490237,0.7369893074589617,0.7359878832732374,36,0.7369893074589617
cegb,covtype,1,1,2,0.03125,0.7305917844370924,0.7293948064800672,0.729284097656687,7,0.7293948064800672
cegb,covtype,2,2,8,0.0078125,0.7742799908206001,0.7725737398076633,0.7715463456193041,122,0.7725737398076633
cegb,covtype,2,1,1,0.5,0.5130830353215659,0.5144037348594049,0.5091434816657057,1,0.5144037348594049
cegb,covtype,4,1,4,0.125,0.7305917844370924,0.7293948064800672,0.729284097656687,5,0.7293948064800672
cegb,covtype,4,1,2,0.5,0.5130830353215659,0.5144037348594049,0.5091434816657057,1,0.5144037348594049
cegb,covtype,8,1,4,0.5,0.5130830353215659,0.5144037348594049,0.5091434816657057,1,0.5144037348594049
cegb,covtype,2,1,2,0.125,0.7305917844370924,0.7293948064800672,0.729284097656687,5,0.7293948064800672
cegb,covtype,1,1,4,0.0078125,0.718343022699891,0.7178847270927906,0.7181053845425678,31,0.7178847270927906
cegb,covtype,8,1,8,0.125,0.7305917844370924,0.7293948064800672,0.729284097656687,5,0.7293948064800672
cegb,covtype,4,4,8,0.03125,0.7417481019678338,0.7403885458574472,0.7409275147801692,76,0.7403885458574472
cegb,covtype,8,8,1,0.0078125,0.7292746361706604,0.7283621264602741,0.728277238969734,24,0.7283621264602741
cegb,covtype,16,16,1,0.03125,0.7305917844370924,0.7293948064800672,0.729284097656687,48,0.7293948064800672
cegb,covtype,16,16,2,0.0078125,0.7342468111147233,0.7338482390654246,0.7333459549237111,112,0.7338482390654246
cegb,covtype,32,13,4,0.015625,0.7483003767378708,0.7475097351606033,0.74734731461322,237,0.7475097351606033
cegb,covtype,16,1,8,0.5,0.5130830353215659,0.5144037348594049,0.5091434816657057,1,0.5144037348594049
cegb,covtype,32,1,1,0.125,0.6685997590407528,0.6657774144274005,0.668012013459205,3,0.6657774144274005
cegb,covtype,32,9,2,0.03125,0.7325352355089786,0.7316537940233644,0.7316764627419258,49,0.7316537940233644
cegb,covtype,64,1,2,0.25,0.5130830353215659,0.5144037348594049,0.5091434816657057,1,0.5144037348594049
cegb,covtype,64,64,1,0.0,0.7341511923657991,0.733310384888449,0.7331480254382416,192,0.733310384888449
cegb,covtype,128,1,4,0.5,0.5130830353215659,0.5144037348594049,0.5091434816657057,1,0.5144037348594049
cegb,covtype,128,52,1,0.0078125,0.73276711097512,0.7316753081904434,0.7314527163670473,156,0.7316753081904434
cegb,covtype,128,1,8,0.5,0.5130830353215659,0.5144037348594049,0.5091434816657057,1,0.5144037348594049
cegb,covtype,64,4,4,0.0625,0.7305917844370924,0.7293948064800672,0.729284097656687,20,0.7293948064800672
cegb,covtype,64,4,8,0.0625,0.7305917844370924,0.7293948064800672,0.729284097656687,20,0.7293948064800672
cegb,covtype,64,16,8,0.0078125,0.7865048478705705,0.7851380133818119,0.7851088181888591,942,0.7851380133818119
cegb,covtype,1,1,1,0.0625,0.6685997590407528,0.6657774144274005,0.668012013459205,3,0.6657774144274005
cegb,covtype,2,2,4,0.015625,0.7522374787248284,0.7520492244142768,0.7509272566112751,58,0.7520492244142768
cegb,covtype,1,1,2,0.015625,0.7305917844370924,0.7293948064800672,0.729284097656687,7,0.7293948064800672
cegb,covtype,2,1,1,0.25,0.5130830353215659,0.5144037348594049,0.5091434816657057,1,0.5144037348594049
cegb,covtype,4,4,4,0.0625,0.7305917844370924,0.7293948064800672,0.729284097656687,20,0.7293948064800672
cegb,covtype,2,2,2,0.0625,0.7305917844370924,0.7293948064800672,0.729284097656687,10,0.7293948064800672
cegb,covtype,4,4,1,0.0,0.6685997590407528,0.6657774144274005,0.668012013459205,12,0.6657774144274005
cegb,covtype,4,1,2,0.25,0.5130830353215659,0.5144037348594049,0.5091434816657057,1,0.5144037348594049
cegb,covtype,8,1,4,0.25,0.5130830353215659,0.5144037348594049,0.5091434816657057,1,0.5144037348594049
cegb,covtype,4,4,8,0.015625,0.7782051404639422,0.7770056582259418,0.7773035119575226,244,0.7770056582259418
cegb,covtype,1,1,8,0.0,0.7526629821575415,0.751339256900669,0.7494298770255501,61,0.751339256900669
cegb,covtype,8,4,8,0.0625,0.7305917844370924,0.7293948064800672,0.729284097656687,20,0.7293948064800672
cegb,covtype,8,8,2,0.0,0.7305917844370924,0.7293948064800672,0.729284097656687,56,0.7293948064800672
cegb,covtype,16,16,1,0.015625,0.7305917844370924,0.7293948064800672,0.729284097656687,48,0.7293948064800672
cegb,covtype,16,1,8,0.25,0.5130830353215659,0.5144037348594049,0.5091434816657057,1,0.5144037348594049
cegb,covtype,16,16,4,0.0,0.7671922510565872,0.7668079430304856,0.7662366720308426,496,0.7668079430304856
cegb,covtype,128,1,8,0.25,0.5130830353215659,0.5144037348594049,0.5091434816657057,1,0.5144037348594049
cegb,covtype,32,5,1,0.0625,0.7292746361706604,0.7283621264602741,0.728277238969734,15,0.7283621264602741
cegb,covtype,32,14,2,0.015625,0.7343567726759863,0.7336976398958714,0.733259898625681,94,0.7336976398958714
cegb,covtype,32,17,4,0.0078125,0.7675866783958999,0.7670445988683549,0.7668648830064628,463,0.7670445988683549
cegb,covtype,128,1,8,0.125,0.7305917844370924,0.7293948064800672,0.729284097656687,5,0.7293948064800672
cegb,covtype,128,4,8,0.0625,0.7305917844370924,0.7293948064800672,0.729284097656687,20,0.7293948064800672
cegb,covtype,128,9,8,0.03125,0.7356045973494483,0.7344721499107162,0.7344646867981033,119,0.7344721499107162
cegb,covtype,64,1,2,0.125,0.7305917844370924,0.7293948064800672,0.729284097656687,5,0.7293948064800672
cegb,covtype,64,1,1,0.5,0.5130830353215659,0.5144037348594049,0.5091434816657057,1,0.5144037348594049
cegb,covtype,128,13,8,0.015625,0.7698122047771127,0.7691099589079409,0.7687667271929296,641,0.7691099589079409
cegb,covtype,64,9,4,0.03125,0.7350667418867491,0.7338052107312666,0.7342065179040128,97,0.7338052107312666
cegb,covtype,128,16,8,0.0078125,0.7865048478705705,0.7851380133818119,0.7851088181888591,942,0.7851380133818119
cegb,covtype,128,1,4,0.25,0.5130830353215659,0.5144037348594049,0.5091434816657057,1,0.5144037348594049
cegb,covtype,1,1,2,0.0078125,0.7305917844370924,0.7293948064800672,0.729284097656687,7,0.7293948064800672
cegb,covtype,1,1,1,0.03125,0.6685997590407528,0.6657774144274005,0.668012013459205,3,0.6657774144274005
