model,dataset,max_trees,no_trees,depth,alpha,train_loss,test_accuracy,nodes
lgbm_quant,kin8nm,1,1,1,0.0,0.06661840755152956,0.06575313140256238,3
lgbm_base,california_housing,4,4,4,0.0,0.8783111467007421,0.8673407138602505,124
lgbm_base,california_housing,8,8,8,0.0,0.566579991909233,0.57275698055909,488
lgbm_quant,california_housing,4,4,4,0.0,0.878308697906837,0.8672320029782438,124
lgbm_quant,california_housing,8,8,8,0.0,0.5670962944009978,0.5728546742733722,488
lgbm_base,california_housing,64,64,2,0.0,0.36359749075646414,0.3732622718254695,448
lgbm_base,california_housing,128,128,4,0.0,0.20704679392944922,0.2459004993043005,3676
lgbm_quant,california_housing,64,64,2,0.0,0.36648036983933485,0.3751763615602612,448
lgbm_base,mushroom,128,128,4,0.0,1.0,1.0,3614
lgbm_quant,mushroom,128,128,4,0.0,1.0,1.0,3614
lgbm_base,california_housing,1024,1024,1,0.0,0.31910223695198586,0.3354406092418929,3072
lgbm_quant,california_housing,128,128,4,0.0,0.21277202173979182,0.24904433018364872,3676
lgbm_base,mushroom,256,256,8,0.0,1.0,1.0,7888
lgbm_base,california_housing,256,256,8,0.0,0.10667704131274258,0.20360432200687767,15616
lgbm_quant,mushroom,256,256,8,0.0,1.0,1.0,7888
lgbm_quant,california_housing,1024,1024,1,0.0,0.32319146775451923,0.33851841784297093,3072
lgbm_quant,california_housing,256,256,8,0.0,46.47844368973854,46.273989468708685,15616
lgbm_base,mushroom,1,1,1,0.0,0.7905831666410217,0.788923076923077,3
lgbm_quant,mushroom,1,1,1,0.0,0.7905831666410217,0.788923076923077,3
lgbm_base,breastcancer,8,8,4,0.0,0.9714285714285714,0.9122807017543859,122
lgbm_quant,breastcancer,8,8,4,0.0,0.9714285714285714,0.9122807017543859,122
lgbm_base,breastcancer,64,64,1,0.0,0.989010989010989,0.956140350877193,192
lgbm_quant,breastcancer,64,64,1,0.0,0.989010989010989,0.956140350877193,192
lgbm_base,breastcancer,16,16,8,0.0,0.9912087912087912,0.956140350877193,458
lgbm_quant,breastcancer,16,16,8,0.0,0.9912087912087912,0.956140350877193,458
lgbm_base,covtype,128,128,4,0.0,0.8022478050123815,0.8003407829401995,3880
lgbm_base,mushroom,4,4,2,0.0,0.9146022464994614,0.9181538461538462,28
lgbm_quant,mushroom,4,4,2,0.0,0.9146022464994614,0.9181538461538462,28
lgbm_base,kin8nm,16,16,8,0.0,0.028080521520439775,0.03208655848318303,976
lgbm_quant,kin8nm,16,16,8,0.0,0.17895167668058384,0.20055559808933104,976
lgbm_base,mushroom,2,2,1,0.0,0.7905831666410217,0.788923076923077,6
lgbm_quant,mushroom,2,2,1,0.0,0.7905831666410217,0.788923076923077,6
lgbm_base,mushroom,8,8,4,0.0,0.9890752423449761,0.9870769230769231,204
lgbm_quant,mushroom,8,8,4,0.0,0.9890752423449761,0.9870769230769231,204
lgbm_base,mushroom,128,128,2,0.0,0.9995383905216187,0.9969230769230769,894
lgbm_quant,mushroom,128,128,2,0.0,0.9995383905216187,0.9969230769230769,894
lgbm_base,kin8nm,4,4,2,0.0,0.05742569222437234,0.056894705618560894,28
lgbm_quant,kin8nm,4,4,2,0.0,0.057444817091444944,0.05691363524699681,28
lgbm_base,mushroom,16,16,8,0.0,0.9941529466071704,0.9950769230769231,932
lgbm_quant,mushroom,16,16,8,0.0,0.9941529466071704,0.9950769230769231,932
lgbm_base,kin8nm,2,2,1,0.0,0.06407253355180217,0.06332043023817106,6
lgbm_quant,kin8nm,2,2,1,0.0,0.06410342314112352,0.06334986057501873,6
lgbm_base,kin8nm,8,8,4,0.0,0.0449117416235573,0.04617585083930555,248
lgbm_quant,kin8nm,8,8,4,0.0,0.04490679469708213,0.04617016758915147,248
lgbm_base,california_housing,8,8,4,0.0,0.6506005378179411,0.6504796622887956,248
lgbm_base,california_housing,2,2,1,0.0,1.1918025641988952,1.174974594389737,6
lgbm_quant,california_housing,8,8,4,0.0,0.6508612643613242,0.6505032631746447,248
lgbm_quant,california_housing,2,2,1,0.0,1.1915602400207266,1.1747120929546724,6
lgbm_base,california_housing,4,4,2,0.0,0.986294289843436,0.9708711976585527,28
lgbm_quant,california_housing,4,4,2,0.0,0.9863923797372074,0.9708666178792957,28
lgbm_base,mushroom,64,64,1,0.0,0.9755346976457917,0.9723076923076923,192
lgbm_quant,mushroom,64,64,1,0.0,0.9755346976457917,0.9723076923076923,192
lgbm_base,california_housing,64,64,1,0.0,0.5335258158568013,0.5363978439843251,192
lgbm_base,california_housing,16,16,8,0.0,0.3588496142296239,0.3796890145894118,976
lgbm_quant,california_housing,64,64,1,0.0,0.5337965339305472,0.5365554623082076,192
lgbm_base,california_housing,128,128,2,0.0,0.2956717498345895,0.31192518215334547,896
lgbm_quant,california_housing,16,16,8,0.0,0.36112067132442227,0.3813713104204893,976
lgbm_base,kin8nm,64,64,2,0.0,0.03491596515150647,0.03648182297126774,448
lgbm_quant,kin8nm,64,64,2,0.0,0.034921441039889915,0.036486569246572724,448
lgbm_quant,california_housing,128,128,2,0.0,0.29980022893070646,0.3151962877872231,896
lgbm_base,mushroom,256,256,4,0.0,1.0,1.0,5648
lgbm_quant,mushroom,256,256,4,0.0,1.0,1.0,5648
lgbm_base,mushroom,512,512,8,0.0,1.0,1.0,8688
lgbm_base,california_housing,256,256,4,0.0,0.17112995231057285,0.22190570492665868,7224
lgbm_base,california_housing,512,512,8,0.0,0.06862601843421845,0.19676950906380525,31222
lgbm_quant,california_housing,256,256,4,0.0,5.770482191899997,5.852569330414131,7224
lgbm_quant,covtype,128,128,4,0.0,0.8021337796815466,0.8002633322719723,3880
lgbm_quant,california_housing,512,512,8,0.0,108.98367573295698,109.4977110966352,31222
lgbm_base,breastcancer,32,32,8,0.0,0.9978021978021978,0.956140350877193,978
lgbm_quant,breastcancer,32,32,8,0.0,0.9978021978021978,0.956140350877193,978
lgbm_base,breastcancer,1,1,8,0.0,0.6263736263736264,0.631578947368421,19
lgbm_quant,breastcancer,1,1,8,0.0,0.6263736263736264,0.631578947368421,19
lgbm_base,breastcancer,16,16,4,0.0,0.9868131868131869,0.9473684210526315,254
lgbm_quant,breastcancer,16,16,4,0.0,0.9868131868131869,0.9473684210526315,254
lgbm_base,covtype,256,256,8,0.0,0.8733006460718273,0.8695386521862603,15616
lgbm_base,kin8nm,128,128,4,0.0,0.016087903054176213,0.021748593210942194,3440
lgbm_quant,kin8nm,128,128,4,0.0,0.08194065531942782,0.08859516207748852,3440
lgbm_base,breastcancer,8,8,2,0.0,0.9692307692307692,0.9122807017543859,56
lgbm_quant,breastcancer,8,8,2,0.0,0.9692307692307692,0.9122807017543859,56
lgbm_base,kin8nm,8,8,2,0.0,0.051531293028787346,0.0511760271831572,56
lgbm_quant,kin8nm,8,8,2,0.0,0.05154508552664159,0.05118976201662772,56
lgbm_base,mushroom,4,4,1,0.0,0.8015079242960456,0.8043076923076923,12
lgbm_quant,mushroom,4,4,1,0.0,0.8015079242960456,0.8043076923076923,12
lgbm_base,kin8nm,16,16,4,0.0,0.036102361420251805,0.03817939673874979,496
lgbm_quant,kin8nm,16,16,4,0.0,0.03610145950316036,0.03817654231373498,496
lgbm_base,kin8nm,4,4,1,0.0,0.060242187313213166,0.05960967785637079,12
lgbm_quant,kin8nm,4,4,1,0.0,0.06026883521863589,0.059634919042974605,12
lgbm_base,mushroom,16,16,4,0.0,0.9936913371287891,0.9907692307692307,424
lgbm_quant,mushroom,16,16,4,0.0,0.9936913371287891,0.9907692307692307,424
lgbm_base,california_housing,16,16,4,0.0,0.45192401600138277,0.46322393273706686,496
lgbm_quant,california_housing,16,16,4,0.0,0.4524471370091287,0.4633155466567582,496
lgbm_base,mushroom,1024,1024,8,0.0,1.0,1.0,10224
lgbm_quant,mushroom,1024,1024,8,0.0,1.0,1.0,10224
lgbm_base,mushroom,8,8,2,0.0,0.9719956916448684,0.9716923076923077,56
lgbm_quant,mushroom,8,8,2,0.0,0.9719956916448684,0.9716923076923077,56
lgbm_base,kin8nm,1,1,8,0.0,0.06374587702390558,0.06330612480270494,61
lgbm_quant,kin8nm,1,1,8,0.0,0.06374869773905659,0.063308798609156,61
lgbm_base,kin8nm,64,64,1,0.0,0.04308723522096173,0.04341597561697392,192
lgbm_base,california_housing,8,8,2,0.0,0.8086329001871687,0.8005023102471456,56
lgbm_quant,california_housing,8,8,2,0.0,0.8088203506558498,0.8003691413730403,56
lgbm_quant,kin8nm,64,64,1,0.0,0.04309668663485779,0.04341918958865332,192
lgbm_base,mushroom,32,32,8,0.0,1.0,1.0,1908
lgbm_base,mushroom,1,1,8,0.0,0.991998769041391,0.9901538461538462,49
lgbm_quant,mushroom,1,1,8,0.0,0.991998769041391,0.9901538461538462,49
lgbm_quant,mushroom,32,32,8,0.0,1.0,1.0,1908
lgbm_base,mushroom,128,128,1,0.0,0.9818433605170026,0.9766153846153847,384
lgbm_quant,mushroom,128,128,1,0.0,0.9818433605170026,0.9766153846153847,384
lgbm_base,california_housing,4,4,1,0.0,1.0865705184244836,1.0700743849083598,12
lgbm_quant,california_housing,4,4,1,0.0,1.0863924949109707,1.0698747134397035,12
lgbm_base,california_housing,1,1,8,0.0,1.1666624801332852,1.149993495354419,61
lgbm_quant,california_housing,1,1,8,0.0,1.1663837913623623,1.1496499108303841,61
lgbm_base,california_housing,128,128,1,0.0,0.4399824060831339,0.4463184656114447,384
lgbm_base,california_housing,32,32,8,0.0,0.2399762869221971,0.27566697242875654,1952
lgbm_quant,california_housing,128,128,1,0.0,0.4408909712223979,0.4466840311041212,384
lgbm_base,california_housing,256,256,2,0.0,0.2591399624140246,0.2809320343131448,1792
lgbm_base,mushroom,256,256,2,0.0,1.0,1.0,1786
lgbm_quant,california_housing,32,32,8,0.0,0.2447331157320158,0.27808459623759435,1952
lgbm_quant,mushroom,256,256,2,0.0,1.0,1.0,1786
lgbm_quant,california_housing,256,256,2,0.0,0.2646492377185097,0.28441228938288865,1792
lgbm_base,mushroom,512,512,4,0.0,1.0,1.0,6654
lgbm_quant,covtype,256,256,8,0.0,0.8732016806903481,0.8694784127776392,15616
lgbm_quant,mushroom,512,512,4,0.0,1.0,1.0,6654
lgbm_base,california_housing,512,512,4,0.0,0.13667970640772056,0.20748821455793928,13966
lgbm_quant,california_housing,512,512,4,0.0,121.85913937607044,122.50533848738715,13966
lgbm_base,covtype,128,128,2,0.0,0.7705164917202549,0.7695670507646102,896
lgbm_base,california_housing,1024,1024,8,0.0,0.03519389654962624,0.19621574313127896,62382
lgbm_base,covtype,1024,1024,1,0.0,0.7730272004199574,0.772449936748621,3072
lgbm_base,breastcancer,64,64,8,0.0,1.0,0.9473684210526315,2186
lgbm_quant,breastcancer,64,64,8,0.0,1.0,0.9473684210526315,2186
lgbm_quant,covtype,128,128,2,0.0,0.7704820689788708,0.7695498395050042,896
lgbm_base,breastcancer,32,32,4,0.0,0.9978021978021978,0.956140350877193,534
lgbm_quant,breastcancer,32,32,4,0.0,0.9978021978021978,0.956140350877193,534
lgbm_base,breastcancer,1,1,4,0.0,0.6263736263736264,0.631578947368421,15
lgbm_quant,breastcancer,1,1,4,0.0,0.6263736263736264,0.631578947368421,15
lgbm_quant,california_housing,1024,1024,8,0.0,992.9337219188902,989.0341802181858,62382
lgbm_base,kin8nm,128,128,2,0.0,0.031568748525203805,0.033886320098490776,892
lgbm_quant,kin8nm,128,128,2,0.0,0.03158196296215575,0.033900722029034845,892
lgbm_base,breastcancer,16,16,2,0.0,0.9846153846153847,0.956140350877193,112
lgbm_quant,breastcancer,16,16,2,0.0,0.9846153846153847,0.956140350877193,112
lgbm_base,covtype,256,256,4,0.0,0.8199604568758351,0.8172078173541131,7686
lgbm_base,kin8nm,16,16,2,0.0,0.04618643385148057,0.04600115078282011,112
lgbm_quant,kin8nm,16,16,2,0.0,0.04619533002131076,0.04600904330625457,112
lgbm_base,kin8nm,8,8,1,0.0,0.05560946173522016,0.05509806783230948,24
lgbm_quant,kin8nm,8,8,1,0.0,0.055628315606140684,0.05511561921351816,24
lgbm_base,mushroom,64,64,8,0.0,1.0,1.0,3860
lgbm_quant,mushroom,64,64,8,0.0,1.0,1.0,3860
lgbm_base,mushroom,2,2,8,0.0,0.9935374673026619,0.9938461538461538,100
lgbm_quant,mushroom,2,2,8,0.0,0.9935374673026619,0.9938461538461538,100
lgbm_base,breastcancer,128,128,1,0.0,0.9956043956043956,0.956140350877193,384
lgbm_quant,breastcancer,128,128,1,0.0,0.9956043956043956,0.956140350877193,384
lgbm_base,mushroom,1,1,4,0.0,0.974457608862902,0.9766153846153847,27
lgbm_quant,mushroom,1,1,4,0.0,0.974457608862902,0.9766153846153847,27
lgbm_base,mushroom,8,8,1,0.0,0.907524234497615,0.9070769230769231,24
lgbm_quant,mushroom,8,8,1,0.0,0.907524234497615,0.9070769230769231,24
lgbm_base,california_housing,1,1,4,0.0,1.1875041391546586,1.1701520429186951,31
lgbm_quant,california_housing,1,1,4,0.0,1.1874248644562388,1.1700822378434739,31
lgbm_base,mushroom,32,32,4,0.0,0.9995383905216187,0.9969230769230769,872
lgbm_quant,mushroom,32,32,4,0.0,0.9995383905216187,0.9969230769230769,872
lgbm_base,kin8nm,32,32,8,0.0,0.01870107085783231,0.023554861801335168,1952
lgbm_quant,kin8nm,32,32,8,0.0,0.17006592866855944,0.19253933201832682,1952
lgbm_base,kin8nm,2,2,8,0.0,0.05842722766343638,0.058796701938589234,122
lgbm_quant,kin8nm,2,2,8,0.0,0.05843041895600039,0.058799520896681175,122
lgbm_base,kin8nm,1,1,4,0.0,0.06465583152910268,0.0640306547183942,31
lgbm_quant,kin8nm,1,1,4,0.0,0.06464107108087012,0.06401856673664603,31
lgbm_base,kin8nm,256,256,8,0.0,0.003452596588859475,0.011717391748291816,15002
lgbm_base,mushroom,16,16,2,0.0,0.9818433605170026,0.9766153846153847,112
lgbm_quant,mushroom,16,16,2,0.0,0.9818433605170026,0.9766153846153847,112
lgbm_base,california_housing,2,2,8,0.0,1.0300310849277516,1.0178297133298289,122
lgbm_quant,california_housing,2,2,8,0.0,1.0298391466611192,1.0174684798572964,122
lgbm_quant,kin8nm,256,256,8,0.0,41.956243373404995,41.74376489078864,15002
lgbm_base,california_housing,256,256,1,0.0,0.3814915871877942,0.3929805822968683,768
lgbm_base,kin8nm,128,128,1,0.0,0.039807299519856086,0.040758603570320864,384
lgbm_base,mushroom,256,256,1,0.0,0.9881520233882136,0.9833846153846154,768
lgbm_quant,california_housing,256,256,1,0.0,0.38355871660551305,0.3940442811251406,768
lgbm_quant,kin8nm,128,128,1,0.0,0.0398161506175692,0.04075908949384891,384
lgbm_base,california_housing,16,16,2,0.0,0.6362157305603136,0.6323536991506009,112
lgbm_base,california_housing,8,8,1,0.0,0.943005953636615,0.92824597487583,24
lgbm_base,california_housing,64,64,8,0.0,0.1871866743463091,0.2391053434995106,3904
lgbm_base,california_housing,32,32,4,0.0,0.31254015475590863,0.3326257816563209,980
lgbm_quant,california_housing,16,16,2,0.0,0.6364540681822883,0.6322554004731936,112
lgbm_quant,mushroom,256,256,1,0.0,0.9881520233882136,0.9833846153846154,768
lgbm_quant,california_housing,8,8,1,0.0,0.3159033798854999,0.3351683561245558,24
lgbm_base,mushroom,512,512,2,0.0,1.0,1.0,3578
lgbm_quant,california_housing,64,64,8,0.0,1.1442856441973435,1.2017038694372046,3904
lgbm_quant,mushroom,512,512,2,0.0,1.0,1.0,3578
lgbm_quant,covtype,1024,1024,1,0.0,0.7730551688973321,0.7725359930466511,3072
lgbm_base,california_housing,512,512,2,0.0,0.23145478274157386,0.25719888908338934,3584
lgbm_base,mushroom,1024,1024,4,0.0,1.0,1.0,8192
lgbm_base,california_housing,1024,1024,4,0.0,0.09965066278283122,0.19774940993977863,27588
lgbm_quant,california_housing,512,512,2,0.0,1.4866964272715637,1.521785551906993,3584
lgbm_quant,mushroom,1024,1024,4,0.0,1.0,1.0,8192
lgbm_quant,covtype,256,256,4,0.0,0.8198528858090097,0.8170615216474618,7686
lgbm_quant,california_housing,1024,1024,4,0.0,91.44376613537324,88.2183450426436,27588
lgbm_base,breastcancer,1,1,2,0.0,0.6263736263736264,0.631578947368421,7
lgbm_quant,breastcancer,1,1,2,0.0,0.6263736263736264,0.631578947368421,7
lgbm_base,breastcancer,16,16,1,0.0,0.9538461538461539,0.9122807017543859,48
lgbm_quant,breastcancer,16,16,1,0.0,0.9538461538461539,0.9122807017543859,48
lgbm_base,breastcancer,32,32,2,0.0,0.9934065934065934,0.956140350877193,224
lgbm_quant,breastcancer,32,32,2,0.0,0.9934065934065934,0.956140350877193,224
lgbm_base,breastcancer,64,64,4,0.0,1.0,0.9473684210526315,1172
lgbm_quant,breastcancer,64,64,4,0.0,1.0,0.9473684210526315,1172
lgbm_base,covtype,128,128,1,0.0,0.7491894520114714,0.7495933839918074,384
lgbm_quant,covtype,128,128,1,0.0,0.7492281775955285,0.7496708346600346,384
lgbm_base,kin8nm,2,2,4,0.0,0.060387727111752075,0.060048224837302766,62
lgbm_quant,kin8nm,2,2,4,0.0,0.06037497698688602,0.0600378102466975,62
lgbm_base,kin8nm,4,4,8,0.0,0.05015645919316184,0.051383464802369425,244
lgbm_quant,kin8nm,4,4,8,0.0,0.050159511132915495,0.0513860094213255,244
lgbm_base,kin8nm,32,32,4,0.0,0.028348701298589202,0.031612003772535924,988
lgbm_quant,kin8nm,32,32,4,0.0,0.028356213432656714,0.03160917003127965,988
lgbm_base,mushroom,2,2,4,0.0,0.974457608862902,0.9766153846153847,54
lgbm_base,mushroom,16,16,1,0.0,0.9292198799815357,0.931076923076923,48
lgbm_quant,mushroom,2,2,4,0.0,0.974457608862902,0.9766153846153847,54
lgbm_quant,mushroom,16,16,1,0.0,0.9292198799815357,0.931076923076923,48
lgbm_base,mushroom,4,4,8,0.0,0.9936913371287891,0.9944615384615385,206
lgbm_quant,mushroom,4,4,8,0.0,0.9936913371287891,0.9944615384615385,206
lgbm_base,covtype,512,512,8,0.0,0.9044661355524527,0.8981867938005043,31232
lgbm_base,kin8nm,1,1,2,0.0,0.06571707208087692,0.06491650059514606,7
lgbm_quant,kin8nm,1,1,2,0.0,0.06574288844748098,0.0649420827311607,7
lgbm_base,kin8nm,256,256,4,0.0,0.011541185114628096,0.018652770225980563,6396
lgbm_quant,kin8nm,256,256,4,0.0,0.37243284706274105,0.37058301667741034,6396
lgbm_base,covtype,256,256,2,0.0,0.7809100081969153,0.7798335671196096,1792
lgbm_base,mushroom,512,512,1,0.0,0.9995383905216187,0.9969230769230769,1536
lgbm_base,kin8nm,16,16,1,0.0,0.05120146098684904,0.050825747789769254,48
lgbm_quant,kin8nm,16,16,1,0.0,0.051214470038809176,0.05083506196017767,48
lgbm_quant,mushroom,512,512,1,0.0,0.9995383905216187,0.9969230769230769,1536
lgbm_base,mushroom,32,32,2,0.0,0.9881520233882136,0.9858461538461538,222
lgbm_quant,mushroom,32,32,2,0.0,0.9881520233882136,0.9858461538461538,222
lgbm_base,california_housing,4,4,8,0.0,0.8210858582422484,0.8175585670001118,244
lgbm_base,kin8nm,32,32,2,0.0,0.03984014088821959,0.04035190370919044,224
lgbm_quant,kin8nm,32,32,2,0.0,0.039844424504296275,0.04035748873933377,224
lgbm_base,kin8nm,64,64,8,0.0,0.011038353045359293,0.017085713297394906,3900
lgbm_base,california_housing,32,32,2,0.0,0.47613448497484795,0.4781200392167889,224
lgbm_base,mushroom,64,64,4,0.0,1.0,1.0,1800
lgbm_quant,california_housing,32,32,2,0.0,0.47719514694964504,0.47887696405885577,224
lgbm_quant,mushroom,64,64,4,0.0,1.0,1.0,1800
lgbm_base,kin8nm,256,256,2,0.0,0.028827155461946818,0.032314865579511715,1742
lgbm_base,california_housing,64,64,4,0.0,0.2480454768430291,0.27934628240164916,1898
lgbm_quant,kin8nm,256,256,2,0.0,4.429280822351196,4.369361441858662,1742
lgbm_base,california_housing,1,1,2,0.0,1.2229039456138775,1.2031210675184463,7
lgbm_base,california_housing,16,16,1,0.0,0.7972336241214447,0.7859199928714297,48
lgbm_quant,california_housing,16,16,1,0.0,0.7971675799371324,0.785763249086493,48
lgbm_quant,california_housing,1,1,2,0.0,0.7971675799371324,0.785763249086493,7
lgbm_base,california_housing,2,2,4,0.0,1.0649378026899645,1.049739717456014,62
lgbm_quant,california_housing,64,64,4,0.0,0.2522684557279532,0.28241412570078567,1898
lgbm_quant,california_housing,2,2,4,0.0,1.0648618478649097,1.0496742564909693,62
lgbm_base,mushroom,128,128,8,0.0,1.0,1.0,7128
lgbm_quant,mushroom,128,128,8,0.0,1.0,1.0,7128
lgbm_base,california_housing,128,128,8,0.0,0.14561023327055175,0.21769107197067777,7808
lgbm_base,mushroom,1024,1024,2,0.0,1.0,1.0,5980
lgbm_quant,california_housing,128,128,8,0.0,1.1070379946728044,1.1839031928285104,7808
lgbm_quant,mushroom,1024,1024,2,0.0,1.0,1.0,5980
lgbm_base,california_housing,512,512,1,0.0,0.34272918430603055,0.35688442980175666,1536
lgbm_base,california_housing,1024,1024,2,0.0,0.20691931146662984,0.23617531700582686,7168
lgbm_base,mushroom,1,1,2,0.0,0.9099861517156486,0.9144615384615384,7
lgbm_quant,mushroom,1,1,2,0.0,0.9099861517156486,0.9144615384615384,7
lgbm_quant,california_housing,512,512,1,0.0,0.3459382603904999,0.35904821222694555,1536
lgbm_quant,covtype,256,256,2,0.0,0.7809121596182518,0.7798507783792157,1792
lgbm_base,breastcancer,128,128,4,0.0,1.0,0.956140350877193,2448
lgbm_quant,breastcancer,128,128,4,0.0,1.0,0.956140350877193,2448
lgbm_base,kin8nm,512,512,8,0.0,0.0013853400750344694,0.010956586219308125,29972
lgbm_quant,kin8nm,512,512,8,0.0,257.4512693314773,260.3213565520692,29972
ccp,breastcancer,1,1,4,0.125,1.1831830753271353,0.631578947368421,3
ccp,breastcancer,8,8,1,0.125,1.0694020436819536,0.631578947368421,12
ccp,breastcancer,2,2,4,0.5,1.3217150547146044,0.631578947368421,2
ccp,breastcancer,4,4,1,0.03125,0.8920927216494234,0.8333333333333334,12
ccp,breastcancer,16,16,1,0.5,1.3217150547146044,0.631578947368421,16
ccp,breastcancer,1,1,2,0.5,1.3217150547146044,0.631578947368421,1
ccp,breastcancer,4,4,2,0.0078125,0.8417060233511858,0.9122807017543859,22
ccp,breastcancer,8,8,2,0.03125,0.6575749833613657,0.9035087719298246,24
ccp,breastcancer,2,2,1,0.0078125,1.069407855147703,0.631578947368421,6
ccp,breastcancer,64,64,1,0.0078125,0.3545990839730328,0.9210526315789473,104
ccp,breastcancer,2,2,8,0.125,1.069407855147703,0.631578947368421,6
ccp,breastcancer,4,4,8,0.5,1.3217150547146044,0.631578947368421,4
ccp,breastcancer,8,8,4,0.0078125,0.5910886234491493,0.9385964912280702,44
lgbm_base,breastcancer,256,256,8,0.0,1.0,0.956140350877193,5550
ccp,breastcancer,16,16,2,0.125,1.0694001789745515,0.631578947368421,20
ccp,breastcancer,16,16,8,0.0078125,0.37336500508625525,0.956140350877193,68
ccp,breastcancer,1,1,8,0.03125,1.1831830753271353,0.631578947368421,3
lgbm_quant,breastcancer,256,256,8,0.0,1.0,0.956140350877193,5550
ccp,breastcancer,32,32,2,0.5,1.3217150547146044,0.631578947368421,32
ccp,breastcancer,16,16,4,0.03125,0.5446456962644574,0.9122807017543859,38
ccp,breastcancer,32,32,4,0.125,1.0693997692450175,0.631578947368421,36
ccp,breastcancer,128,128,1,0.03125,0.5446408800970659,0.9122807017543859,150
ccp,breastcancer,32,32,8,0.03125,0.5446410455630006,0.9122807017543859,54
ccp,breastcancer,128,128,2,0.0078125,0.3320895693541861,0.9473684210526315,182
ccp,breastcancer,64,64,4,0.5,1.3217150547146044,0.631578947368421,64
ccp,breastcancer,256,256,1,0.125,1.0693997546727894,0.631578947368421,260
ccp,breastcancer,64,64,8,0.125,1.0693997546899712,0.631578947368421,68
ccp,breastcancer,128,128,8,0.5,1.3217150547146044,0.631578947368421,128
ccp,breastcancer,256,256,2,0.03125,0.5446408800970656,0.9122807017543859,278
ccp,breastcancer,512,512,1,0.5,1.3217150547146044,0.631578947368421,512
ccp,breastcancer,256,256,4,0.0078125,0.32593632853720245,0.9385964912280702,314
ccp,kr-vs-kp,1,1,2,0.5,1.3845084694407774,0.5265625,1
ccp,kr-vs-kp,1,1,4,0.125,1.3845084694407774,0.5265625,1
ccp,breastcancer,512,512,2,0.125,1.0693997546727894,0.631578947368421,516
ccp,breastcancer,512,512,4,0.03125,0.5446408800970658,0.9122807017543859,534
lgbm_base,kin8nm,1024,1024,1,0.0,0.037304196784075226,0.03949310167800494,3072
lgbm_quant,kin8nm,1024,1024,1,0.0,284.70936610553014,279.92860462700236,3072
