model,dataset,max_trees,no_trees,depth,alpha,train_loss,test_accuracy,val_acc,nodes,memory_usage,max_memory,randomseed
ccp,mushroom,1.0,1.0,8.0,0.0,1e+34,1.0,1.0,255.0,9856.0,64000,8
ccp,mushroom,1.0,1.0,8.0,0.0,1e+34,1.0,1.0,255.0,9856.0,128000,8
ccp,mushroom,1.0,1.0,8.0,0.0,1e+34,1.0,1.0,255.0,9856.0,256000,8
ccp,mushroom,1.0,1.0,8.0,0.0,1e+34,1.0,1.0,255.0,9856.0,512000,8
ccp,mushroom,1.0,1.0,8.0,0.0,1e+34,1.0,1.0,255.0,9856.0,1024000,8
ccp,mushroom,1.0,1.0,8.0,0.0,1e+34,1.0,1.0,255.0,9856.0,2048000,8
ccp,mushroom,1.0,1.0,8.0,0.0,1e+34,1.0,1.0,255.0,9856.0,4096000,8
ccp,mushroom,1.0,1.0,8.0,0.0,1e+34,1.0,1.0,255.0,9856.0,8192000,8
ccp,mushroom,1.0,1.0,8.0,0.0,1e+34,1.0,1.0,255.0,9856.0,16384000,8
cegb,mushroom,1.0,1.0,2.0,0.0,1e+34,0.9276923076923076,0.9095384615384616,3.0,896.0,2000,8
cegb,mushroom,1.0,1.0,8.0,0.0625,1e+34,0.9923076923076924,0.9858461538461538,255.0,3968.0,4000,8
cegb,mushroom,1.0,1.0,8.0,0.0,1e+34,0.9923076923076924,0.992,255.0,6784.0,8000,8
cegb,mushroom,1.0,1.0,8.0,0.0,1e+34,0.9923076923076924,0.992,255.0,6784.0,16000,8
cegb,mushroom,1.0,1.0,8.0,0.0,1e+34,0.9923076923076924,0.992,255.0,6784.0,32000,8
cegb,mushroom,64.0,64.0,2.0,0.0,1e+34,0.9984615384615384,0.9975384615384616,192.0,57088.0,64000,8
cegb,mushroom,128.0,128.0,2.0,0.0,1e+34,1.0,0.9993846153846154,384.0,114432.0,128000,8
cegb,mushroom,32.0,32.0,8.0,0.0,1e+34,1.0,1.0,8160.0,248064.0,256000,8
cegb,mushroom,32.0,32.0,8.0,0.0,1e+34,1.0,1.0,8160.0,248064.0,512000,8
cegb,mushroom,32.0,32.0,8.0,0.0,1e+34,1.0,1.0,8160.0,248064.0,1024000,8
cegb,mushroom,32.0,32.0,8.0,0.0,1e+34,1.0,1.0,8160.0,248064.0,2048000,8
cegb,mushroom,32.0,32.0,8.0,0.0,1e+34,1.0,1.0,8160.0,248064.0,4096000,8
cegb,mushroom,32.0,32.0,8.0,0.0,1e+34,1.0,1.0,8160.0,248064.0,8192000,8
cegb,mushroom,32.0,32.0,8.0,0.0,1e+34,1.0,1.0,8160.0,248064.0,16384000,8
rf,mushroom,2.0,2.0,2.0,0.0078125,1e+34,0.9738461538461538,0.953846153846154,6.0,1792.0,2000,8
rf,mushroom,1.0,1.0,4.0,0.0625,1e+34,0.98,0.974153846153846,15.0,3200.0,4000,8
rf,mushroom,1.0,1.0,8.0,0.0,1e+34,1.0,1.0,255.0,6272.0,8000,8
rf,mushroom,1.0,1.0,8.0,0.0,1e+34,1.0,1.0,255.0,6272.0,16000,8
rf,mushroom,1.0,1.0,8.0,0.0,1e+34,1.0,1.0,255.0,6272.0,32000,8
rf,mushroom,1.0,1.0,8.0,0.0,1e+34,1.0,1.0,255.0,6272.0,64000,8
rf,mushroom,1.0,1.0,8.0,0.0,1e+34,1.0,1.0,255.0,6272.0,128000,8
rf,mushroom,1.0,1.0,8.0,0.0,1e+34,1.0,1.0,255.0,6272.0,256000,8
rf,mushroom,1.0,1.0,8.0,0.0,1e+34,1.0,1.0,255.0,6272.0,512000,8
rf,mushroom,1.0,1.0,8.0,0.0,1e+34,1.0,1.0,255.0,6272.0,1024000,8
rf,mushroom,1.0,1.0,8.0,0.0,1e+34,1.0,1.0,255.0,6272.0,2048000,8
rf,mushroom,1.0,1.0,8.0,0.0,1e+34,1.0,1.0,255.0,6272.0,4096000,8
rf,mushroom,1.0,1.0,8.0,0.0,1e+34,1.0,1.0,255.0,6272.0,8192000,8
rf,mushroom,1.0,1.0,8.0,0.0,1e+34,1.0,1.0,255.0,6272.0,16384000,8
rf_guo,mushroom,512.0,1.0,4.0,0.0,1e+34,0.9907692307692308,0.9901538461538462,15.0,1296.0,2000,8
rf_guo,mushroom,16.0,1.0,4.0,0.0078125,1e+34,0.9907692307692308,0.9901538461538462,15.0,3024.0,4000,8
rf_guo,mushroom,2.0,1.0,8.0,0.0,1e+34,1.0,1.0,255.0,5616.0,8000,8
rf_guo,mushroom,1.0,1.0,8.0,0.0625,1e+34,1.0,0.9987692307692309,255.0,8784.0,16000,8
rf_guo,mushroom,1.0,1.0,8.0,0.0625,1e+34,1.0,0.9987692307692309,255.0,8784.0,32000,8
rf_guo,mushroom,1.0,1.0,8.0,0.0625,1e+34,1.0,0.9987692307692309,255.0,8784.0,64000,8
rf_guo,mushroom,1.0,1.0,8.0,0.0625,1e+34,1.0,0.9987692307692309,255.0,8784.0,128000,8
rf_guo,mushroom,1.0,1.0,8.0,0.0625,1e+34,1.0,0.9987692307692309,255.0,8784.0,256000,8
rf_guo,mushroom,1.0,1.0,8.0,0.0625,1e+34,1.0,0.9987692307692309,255.0,8784.0,512000,8
rf_guo,mushroom,1.0,1.0,8.0,0.0625,1e+34,1.0,0.9987692307692309,255.0,8784.0,1024000,8
rf_guo,mushroom,1.0,1.0,8.0,0.0625,1e+34,1.0,0.9987692307692309,255.0,8784.0,2048000,8
rf_guo,mushroom,1.0,1.0,8.0,0.0625,1e+34,1.0,0.9987692307692309,255.0,8784.0,4096000,8
rf_guo,mushroom,1.0,1.0,8.0,0.0625,1e+34,1.0,0.9987692307692309,255.0,8784.0,8192000,8
rf_guo,mushroom,1.0,1.0,8.0,0.0625,1e+34,1.0,0.9987692307692309,255.0,8784.0,16384000,8
lgbm_base,covtype,2.0,2.0,2.0,0.0,1e+34,0.7306426281706504,0.7293615483249142,6.0,1792.0,2000,8
lgbm_base,covtype,1.0,1.0,4.0,0.0,1e+34,0.7469073384823907,0.7454110479075411,15.0,3968.0,4000,8
lgbm_base,covtype,1.0,1.0,8.0,0.0,1e+34,0.7630429637916568,0.7612109842258805,255.0,7808.0,8000,8
lgbm_base,covtype,2.0,2.0,8.0,0.0,1e+34,0.7757363223682795,0.7731814152818774,510.0,15616.0,16000,8
lgbm_base,covtype,4.0,4.0,8.0,0.0,1e+34,0.7810933499709559,0.7791795392545804,1020.0,31232.0,32000,8
lgbm_base,covtype,8.0,8.0,8.0,0.0,1e+34,0.7870097459176868,0.7857972685731005,2040.0,62464.0,64000,8
lgbm_base,covtype,16.0,16.0,8.0,0.0,1e+34,0.7933349110389192,0.7921998571465453,4080.0,124928.0,128000,8
lgbm_base,covtype,32.0,32.0,8.0,0.0,1e+34,0.805232245433618,0.8046608091013141,8160.0,249856.0,256000,8
lgbm_base,covtype,64.0,64.0,8.0,0.0,1e+34,0.8212818140745681,0.8210975620250768,16320.0,499712.0,512000,8
lgbm_base,covtype,128.0,128.0,8.0,0.0,1e+34,0.8399345969320797,0.8401418207791537,32640.0,999424.0,1024000,8
lgbm_base,covtype,256.0,256.0,8.0,0.0,1e+34,0.8702050300122631,0.8693321170709878,65280.0,1998848.0,2048000,8
lgbm_base,covtype,512.0,512.0,8.0,0.0,1e+34,0.8986682730578086,0.897558582824884,130560.0,3997696.0,4096000,8
lgbm_base,covtype,1024.0,1024.0,8.0,0.0,1e+34,0.9269809169338008,0.927144738087657,261120.0,7995392.0,8192000,8
lgbm_base,covtype,1024.0,1024.0,8.0,0.0,1e+34,0.9269809169338008,0.927144738087657,261120.0,7995392.0,16384000,8
lgbm_quant,covtype,1.0,1.0,4.0,0.0,1e+34,0.7467567393128375,0.7456261886526165,15.0,1984.0,2000,8
lgbm_quant,covtype,1.0,1.0,8.0,0.0,1e+34,0.7628708504550247,0.7610905054086383,255.0,3904.0,4000,8
lgbm_quant,covtype,2.0,2.0,8.0,0.0,1e+34,0.7754566381962522,0.7731728096520744,510.0,7808.0,8000,8
lgbm_quant,covtype,4.0,4.0,8.0,0.0,1e+34,0.7808566941330867,0.7790762716969442,1020.0,15616.0,16000,8
lgbm_quant,covtype,8.0,8.0,8.0,0.0,1e+34,0.7870742884189239,0.7857370291644794,2040.0,31232.0,32000,8
lgbm_quant,covtype,16.0,16.0,8.0,0.0,1e+34,0.7934424818743142,0.792062167069697,4080.0,62464.0,64000,8
lgbm_quant,covtype,32.0,32.0,8.0,0.0,1e+34,0.8055334437727243,0.8047210485099352,8160.0,124928.0,128000,8
lgbm_quant,covtype,64.0,64.0,8.0,0.0,1e+34,0.8212387857404101,0.8209856888376376,16320.0,249856.0,256000,8
lgbm_quant,covtype,128.0,128.0,8.0,0.0,1e+34,0.8395473419246574,0.8396426942505787,32640.0,499712.0,512000,8
lgbm_quant,covtype,256.0,256.0,8.0,0.0,1e+34,0.8697962608377616,0.8688760186914279,65280.0,999424.0,1024000,8
lgbm_quant,covtype,512.0,512.0,8.0,0.0,1e+34,0.8856091736408425,0.885011574572085,130560.0,1998848.0,2048000,8
lgbm_quant,covtype,512.0,512.0,8.0,0.0,1e+34,0.8856091736408425,0.885011574572085,130560.0,1998848.0,4096000,8
lgbm_quant,covtype,512.0,512.0,8.0,0.0,1e+34,0.8856091736408425,0.885011574572085,130560.0,1998848.0,8192000,8
lgbm_quant,covtype,512.0,512.0,8.0,0.0,1e+34,0.8856091736408425,0.885011574572085,130560.0,1998848.0,16384000,8
ccp,covtype,2.0,2.0,2.0,0.0,1e+34,0.7299756889912007,0.7289915062433844,6.0,1792.0,2000,8
ccp,covtype,1.0,1.0,4.0,0.0,1e+34,0.746240399302941,0.7451614846432536,15.0,3968.0,4000,8
ccp,covtype,2.0,2.0,4.0,0.0,1e+34,0.7507583743895355,0.7497224684388527,30.0,7936.0,8000,8
ccp,covtype,4.0,4.0,4.0,0.0,1e+34,0.7534691594414922,0.7519427209280312,60.0,15872.0,16000,8
ccp,covtype,8.0,8.0,4.0,0.0,1e+34,0.7609560895849917,0.7579924786795522,120.0,31744.0,32000,8
ccp,covtype,1.0,1.0,8.0,0.0,1e+34,0.7815881758137734,0.7799110177878368,255.0,53632.0,64000,8
ccp,covtype,2.0,2.0,8.0,0.0,1e+34,0.8001549020029689,0.7984905725325508,510.0,109056.0,128000,8
ccp,covtype,4.0,4.0,8.0,0.0,1e+34,0.8058776704459887,0.804153076942936,1020.0,227072.0,256000,8
ccp,covtype,8.0,8.0,8.0,0.0,1e+34,0.8142681956068071,0.8128361574141804,2040.0,470272.0,512000,8
ccp,covtype,16.0,16.0,8.0,0.0,1e+34,0.827241238355457,0.8256843627100849,4080.0,951808.0,1024000,8
ccp,covtype,512.0,512.0,4.0,0.0,1e+34,0.8507777371399067,0.847809436933642,7680.0,2020096.0,2048000,8
ccp,covtype,1024.0,1024.0,4.0,0.0,1e+34,0.8783158710010542,0.8758723957212808,15360.0,4045312.0,4096000,8
ccp,covtype,128.0,128.0,8.0,0.0,1e+34,0.8944514963103204,0.8932987960723906,32640.0,7220224.0,8192000,8
ccp,covtype,256.0,256.0,8.0,0.0,1e+34,0.9262064069189562,0.9268263297849452,65280.0,14290432.0,16384000,8
cegb,covtype,2.0,2.0,2.0,0.0,1e+34,0.7306426281706504,0.7293615483249142,6.0,1792.0,2000,8
cegb,covtype,1.0,1.0,4.0,0.0,1e+34,0.7469073384823907,0.7454110479075411,15.0,3968.0,4000,8
cegb,covtype,1.0,1.0,8.0,0.0078125,1e+34,0.763150534627052,0.7612712236345017,255.0,7808.0,8000,8
cegb,covtype,2.0,2.0,8.0,0.0078125,1e+34,0.7777801682407866,0.7754016677710558,510.0,15616.0,16000,8
cegb,covtype,4.0,4.0,8.0,0.0078125,1e+34,0.7817387749833266,0.7794635250380799,1020.0,31232.0,32000,8
cegb,covtype,8.0,8.0,8.0,0.0078125,1e+34,0.7864073492394742,0.7845494522516631,2040.0,62464.0,64000,8
cegb,covtype,16.0,16.0,8.0,0.0,1e+34,0.7918504335104667,0.7912188153490013,4080.0,124928.0,128000,8
cegb,covtype,32.0,32.0,8.0,0.0,1e+34,0.8049525612615908,0.8053320482259494,8160.0,249856.0,256000,8
cegb,covtype,64.0,64.0,8.0,0.0,1e+34,0.8191303973666659,0.8190408165021557,16320.0,499712.0,512000,8
cegb,covtype,128.0,128.0,8.0,0.0,1e+34,0.8425162969815624,0.8408819049422132,32640.0,999424.0,1024000,8
cegb,covtype,256.0,256.0,8.0,0.0,1e+34,0.8668488199479357,0.8655198230682513,65280.0,1998848.0,2048000,8
cegb,covtype,512.0,512.0,8.0,0.0,1e+34,0.8988403863944407,0.8966377804359612,130560.0,3997696.0,4096000,8
cegb,covtype,1024.0,1024.0,8.0,0.0,1e+34,0.9266366902605364,0.9260518231026738,261120.0,7995392.0,8192000,8
cegb,covtype,1024.0,1024.0,8.0,0.0,1e+34,0.9266366902605364,0.9260518231026738,261120.0,7995392.0,16384000,8
rf,covtype,4.0,4.0,1.0,0.5,1e+34,0.726275252253609,0.7254201698751324,4.0,1536.0,2000,8
rf,covtype,4.0,4.0,2.0,0.125,1e+34,0.7290290656397238,0.727244563393372,12.0,3584.0,4000,8
rf,covtype,8.0,8.0,2.0,0.0625,1e+34,0.7355263440975882,0.7347400669517998,24.0,6912.0,8000,8
rf,covtype,4.0,4.0,4.0,0.125,1e+34,0.74120608420645,0.7402562756555339,60.0,15616.0,16000,8
rf,covtype,8.0,8.0,4.0,0.25,1e+34,0.7460467717992298,0.7448000481915269,120.0,31488.0,32000,8
rf,covtype,8.0,8.0,4.0,0.25,1e+34,0.7460467717992298,0.7448000481915269,120.0,31488.0,64000,8
rf,covtype,2.0,2.0,8.0,0.015625,1e+34,0.7705298939351563,0.7669165167852809,510.0,90624.0,128000,8
rf,covtype,4.0,4.0,8.0,0.015625,1e+34,0.7745745573460123,0.7743431753052847,1020.0,185856.0,256000,8
rf,covtype,8.0,8.0,8.0,0.03125,1e+34,0.7806415524622964,0.7788525253220657,2040.0,376832.0,512000,8
rf,covtype,8.0,8.0,8.0,0.03125,1e+34,0.7806415524622964,0.7788525253220657,2040.0,376832.0,1024000,8
rf,covtype,8.0,8.0,8.0,0.03125,1e+34,0.7806415524622964,0.7788525253220657,2040.0,376832.0,2048000,8
rf,covtype,8.0,8.0,8.0,0.03125,1e+34,0.7806415524622964,0.7788525253220657,2040.0,376832.0,4096000,8
rf,covtype,8.0,8.0,8.0,0.03125,1e+34,0.7806415524622964,0.7788525253220657,2040.0,376832.0,8192000,8
rf,covtype,8.0,8.0,8.0,0.03125,1e+34,0.7806415524622964,0.7788525253220657,2040.0,376832.0,16384000,8
rf_guo,covtype,8.0,1.0,2.0,0.0078125,1e+34,0.7389470966631527,0.7384835159161123,3.0,1008.0,2000,8
rf_guo,covtype,8.0,1.0,2.0,0.0078125,1e+34,0.7389470966631527,0.7384835159161123,3.0,1008.0,4000,8
rf_guo,covtype,32.0,1.0,4.0,0.0078125,1e+34,0.7465631118091263,0.7460392588831614,15.0,4464.0,8000,8
rf_guo,covtype,32.0,1.0,4.0,0.0078125,1e+34,0.7465631118091263,0.7460392588831614,15.0,4464.0,16000,8
rf_guo,covtype,32.0,1.0,4.0,0.0078125,1e+34,0.7465631118091263,0.7460392588831614,15.0,4464.0,32000,8
rf_guo,covtype,4.0,1.0,8.0,0.25,1e+34,0.7787267915922635,0.7773637513661438,255.0,50256.0,64000,8
rf_guo,covtype,4.0,1.0,8.0,0.25,1e+34,0.7787267915922635,0.7773637513661438,255.0,50256.0,128000,8
rf_guo,covtype,4.0,1.0,8.0,0.25,1e+34,0.7787267915922635,0.7773637513661438,255.0,50256.0,256000,8
rf_guo,covtype,4.0,1.0,8.0,0.25,1e+34,0.7787267915922635,0.7773637513661438,255.0,50256.0,512000,8
rf_guo,covtype,4.0,1.0,8.0,0.25,1e+34,0.7787267915922635,0.7773637513661438,255.0,50256.0,1024000,8
rf_guo,covtype,4.0,1.0,8.0,0.25,1e+34,0.7787267915922635,0.7773637513661438,255.0,50256.0,2048000,8
rf_guo,covtype,4.0,1.0,8.0,0.25,1e+34,0.7787267915922635,0.7773637513661438,255.0,50256.0,4096000,8
rf_guo,covtype,4.0,1.0,8.0,0.25,1e+34,0.7787267915922635,0.7773637513661438,255.0,50256.0,8192000,8
rf_guo,covtype,4.0,1.0,8.0,0.25,1e+34,0.7787267915922635,0.7773637513661438,255.0,50256.0,16384000,8
lgbm_base,breastcancer,4.0,4.0,1.0,0.0,1e+34,0.0,0.9035087719298246,4.0,1536.0,2000,8
lgbm_base,breastcancer,8.0,8.0,1.0,0.0,1e+34,0.0,0.9298245614035088,8.0,3072.0,4000,8
lgbm_base,breastcancer,16.0,16.0,1.0,0.0,1e+34,0.0,0.9385964912280702,16.0,6144.0,8000,8
lgbm_base,breastcancer,32.0,32.0,1.0,0.0,1e+34,0.0,0.9473684210526316,32.0,12288.0,16000,8
lgbm_base,breastcancer,64.0,64.0,1.0,0.0,1e+34,0.0,0.956140350877193,64.0,24576.0,32000,8
lgbm_base,breastcancer,128.0,128.0,1.0,0.0,1e+34,0.0,0.9736842105263158,128.0,49152.0,64000,8
lgbm_base,breastcancer,256.0,256.0,1.0,0.0,1e+34,0.0,0.9736842105263158,256.0,98304.0,128000,8
lgbm_base,breastcancer,512.0,512.0,1.0,0.0,1e+34,0.0,0.9736842105263158,512.0,196608.0,256000,8
lgbm_base,breastcancer,256.0,256.0,4.0,0.0,1e+34,0.0,0.9736842105263158,3840.0,501504.0,512000,8
lgbm_base,breastcancer,256.0,256.0,4.0,0.0,1e+34,0.0,0.9736842105263158,3840.0,501504.0,1024000,8
lgbm_base,breastcancer,256.0,256.0,4.0,0.0,1e+34,0.0,0.9736842105263158,3840.0,501504.0,2048000,8
lgbm_base,breastcancer,256.0,256.0,4.0,0.0,1e+34,0.0,0.9736842105263158,3840.0,501504.0,4096000,8
lgbm_base,breastcancer,256.0,256.0,4.0,0.0,1e+34,0.0,0.9736842105263158,3840.0,501504.0,8192000,8
lgbm_base,breastcancer,256.0,256.0,4.0,0.0,1e+34,0.0,0.9736842105263158,3840.0,501504.0,16384000,8
lgbm_quant,breastcancer,8.0,8.0,1.0,0.0,1e+34,0.0,0.9298245614035088,8.0,1536.0,2000,8
lgbm_quant,breastcancer,16.0,16.0,1.0,0.0,1e+34,0.0,0.9385964912280702,16.0,3072.0,4000,8
lgbm_quant,breastcancer,32.0,32.0,1.0,0.0,1e+34,0.0,0.9473684210526316,32.0,6144.0,8000,8
lgbm_quant,breastcancer,64.0,64.0,1.0,0.0,1e+34,0.0,0.956140350877193,64.0,12288.0,16000,8
lgbm_quant,breastcancer,128.0,128.0,1.0,0.0,1e+34,0.0,0.9736842105263158,128.0,24576.0,32000,8
lgbm_quant,breastcancer,256.0,256.0,1.0,0.0,1e+34,0.0,0.9736842105263158,256.0,49152.0,64000,8
lgbm_quant,breastcancer,512.0,512.0,1.0,0.0,1e+34,0.0,0.9736842105263158,512.0,98304.0,128000,8
lgbm_quant,breastcancer,256.0,256.0,4.0,0.0,1e+34,0.0,0.9736842105263158,3840.0,250752.0,256000,8
lgbm_quant,breastcancer,256.0,256.0,4.0,0.0,1e+34,0.0,0.9736842105263158,3840.0,250752.0,512000,8
lgbm_quant,breastcancer,256.0,256.0,4.0,0.0,1e+34,0.0,0.9736842105263158,3840.0,250752.0,1024000,8
lgbm_quant,breastcancer,256.0,256.0,4.0,0.0,1e+34,0.0,0.9736842105263158,3840.0,250752.0,2048000,8
lgbm_quant,breastcancer,256.0,256.0,4.0,0.0,1e+34,0.0,0.9736842105263158,3840.0,250752.0,4096000,8
lgbm_quant,breastcancer,256.0,256.0,4.0,0.0,1e+34,0.0,0.9736842105263158,3840.0,250752.0,8192000,8
lgbm_quant,breastcancer,256.0,256.0,4.0,0.0,1e+34,0.0,0.9736842105263158,3840.0,250752.0,16384000,8
ccp,breastcancer,4.0,4.0,1.0,0.0,1e+34,0.0,0.8947368421052632,4.0,1536.0,2000,8
ccp,breastcancer,4.0,4.0,4.0,0.0078125,1e+34,0.0,0.9210526315789472,60.0,3072.0,4000,8
ccp,breastcancer,16.0,16.0,1.0,0.0,1e+34,0.0,0.9385964912280702,16.0,6144.0,8000,8
ccp,breastcancer,32.0,32.0,1.0,0.0,1e+34,0.0,0.9473684210526316,32.0,12288.0,16000,8
ccp,breastcancer,64.0,64.0,1.0,0.0,1e+34,0.0,0.956140350877193,64.0,24576.0,32000,8
ccp,breastcancer,128.0,128.0,1.0,0.0,1e+34,0.0,0.9824561403508772,128.0,49152.0,64000,8
ccp,breastcancer,256.0,256.0,1.0,0.0,1e+34,0.0,0.9736842105263158,256.0,98304.0,128000,8
ccp,breastcancer,512.0,512.0,1.0,0.0,1e+34,0.0,0.9824561403508772,512.0,196608.0,256000,8
ccp,breastcancer,512.0,512.0,1.0,0.0,1e+34,0.0,0.9824561403508772,512.0,196608.0,512000,8
ccp,breastcancer,512.0,512.0,1.0,0.0,1e+34,0.0,0.9824561403508772,512.0,196608.0,1024000,8
ccp,breastcancer,512.0,512.0,1.0,0.0,1e+34,0.0,0.9824561403508772,512.0,196608.0,2048000,8
ccp,breastcancer,512.0,512.0,1.0,0.0,1e+34,0.0,0.9824561403508772,512.0,196608.0,4096000,8
ccp,breastcancer,512.0,512.0,1.0,0.0,1e+34,0.0,0.9824561403508772,512.0,196608.0,8192000,8
ccp,breastcancer,512.0,512.0,1.0,0.0,1e+34,0.0,0.9824561403508772,512.0,196608.0,16384000,8
cegb,breastcancer,4.0,4.0,1.0,0.0,1e+34,0.0,0.9210526315789472,4.0,1536.0,2000,8
cegb,breastcancer,8.0,8.0,1.0,0.0,1e+34,0.0,0.9298245614035088,8.0,3072.0,4000,8
cegb,breastcancer,8.0,8.0,2.0,0.125,1e+34,0.0,0.9385964912280702,24.0,4352.0,8000,8
cegb,breastcancer,32.0,32.0,1.0,0.0,1e+34,0.0,0.9473684210526316,32.0,12288.0,16000,8
cegb,breastcancer,64.0,64.0,1.0,0.0,1e+34,0.0,0.9649122807017544,64.0,24576.0,32000,8
cegb,breastcancer,128.0,128.0,1.0,0.0,1e+34,0.0,0.9736842105263158,128.0,49152.0,64000,8
cegb,breastcancer,256.0,256.0,1.0,0.0,1e+34,0.0,0.9736842105263158,256.0,98304.0,128000,8
cegb,breastcancer,256.0,256.0,1.0,0.0,1e+34,0.0,0.9736842105263158,256.0,98304.0,256000,8
cegb,breastcancer,256.0,256.0,1.0,0.0,1e+34,0.0,0.9736842105263158,256.0,98304.0,512000,8
cegb,breastcancer,256.0,256.0,1.0,0.0,1e+34,0.0,0.9736842105263158,256.0,98304.0,1024000,8
cegb,breastcancer,1024.0,1024.0,8.0,0.0,1e+34,0.0,0.9649122807017544,261120.0,1082624.0,2048000,8
cegb,breastcancer,1024.0,1024.0,8.0,0.0,1e+34,0.0,0.9649122807017544,261120.0,1082624.0,4096000,8
cegb,breastcancer,1024.0,1024.0,8.0,0.0,1e+34,0.0,0.9649122807017544,261120.0,1082624.0,8192000,8
cegb,breastcancer,1024.0,1024.0,8.0,0.0,1e+34,0.0,0.9649122807017544,261120.0,1082624.0,16384000,8
lgbm_base,kr-vs-kp,2.0,2.0,2.0,0.0,1e+34,0.0,0.8796875,6.0,1792.0,2000,8
lgbm_base,kr-vs-kp,1.0,1.0,4.0,0.0,1e+34,0.0,0.9359375,15.0,2176.0,4000,8
lgbm_base,kr-vs-kp,1.0,1.0,8.0,0.0,1e+34,0.0,0.9609375,255.0,5760.0,8000,8
lgbm_base,kr-vs-kp,2.0,2.0,8.0,0.0,1e+34,0.0,0.965625,510.0,11520.0,16000,8
lgbm_base,kr-vs-kp,4.0,4.0,8.0,0.0,1e+34,0.0,0.965625,1020.0,24064.0,32000,8
lgbm_base,kr-vs-kp,8.0,8.0,8.0,0.0,1e+34,0.0,0.965625,2040.0,48896.0,64000,8
lgbm_base,kr-vs-kp,16.0,16.0,8.0,0.0,1e+34,0.0,0.96875,4080.0,109824.0,128000,8
lgbm_base,kr-vs-kp,32.0,32.0,8.0,0.0,1e+34,0.0,0.9765625,8160.0,229632.0,256000,8
lgbm_base,kr-vs-kp,64.0,64.0,8.0,0.0,1e+34,0.0,0.9796875,16320.0,460288.0,512000,8
lgbm_base,kr-vs-kp,64.0,64.0,8.0,0.0,1e+34,0.0,0.9796875,16320.0,460288.0,1024000,8
lgbm_base,kr-vs-kp,64.0,64.0,8.0,0.0,1e+34,0.0,0.9796875,16320.0,460288.0,2048000,8
lgbm_base,kr-vs-kp,64.0,64.0,8.0,0.0,1e+34,0.0,0.9796875,16320.0,460288.0,4096000,8
lgbm_base,kr-vs-kp,64.0,64.0,8.0,0.0,1e+34,0.0,0.9796875,16320.0,460288.0,8192000,8
lgbm_base,kr-vs-kp,64.0,64.0,8.0,0.0,1e+34,0.0,0.9796875,16320.0,460288.0,16384000,8
lgbm_quant,kr-vs-kp,1.0,1.0,4.0,0.0,1e+34,0.0,0.9359375,15.0,1088.0,2000,8
lgbm_quant,kr-vs-kp,1.0,1.0,8.0,0.0,1e+34,0.0,0.9609375,255.0,2880.0,4000,8
lgbm_quant,kr-vs-kp,2.0,2.0,8.0,0.0,1e+34,0.0,0.965625,510.0,5760.0,8000,8
lgbm_quant,kr-vs-kp,4.0,4.0,8.0,0.0,1e+34,0.0,0.965625,1020.0,12032.0,16000,8
lgbm_quant,kr-vs-kp,8.0,8.0,8.0,0.0,1e+34,0.0,0.965625,2040.0,24448.0,32000,8
lgbm_quant,kr-vs-kp,16.0,16.0,8.0,0.0,1e+34,0.0,0.96875,4080.0,54912.0,64000,8
lgbm_quant,kr-vs-kp,32.0,32.0,8.0,0.0,1e+34,0.0,0.9765625,8160.0,114816.0,128000,8
lgbm_quant,kr-vs-kp,64.0,64.0,8.0,0.0,1e+34,0.0,0.9796875,16320.0,230144.0,256000,8
lgbm_quant,kr-vs-kp,64.0,64.0,8.0,0.0,1e+34,0.0,0.9796875,16320.0,230144.0,512000,8
lgbm_quant,kr-vs-kp,64.0,64.0,8.0,0.0,1e+34,0.0,0.9796875,16320.0,230144.0,1024000,8
lgbm_quant,kr-vs-kp,64.0,64.0,8.0,0.0,1e+34,0.0,0.9796875,16320.0,230144.0,2048000,8
lgbm_quant,kr-vs-kp,64.0,64.0,8.0,0.0,1e+34,0.0,0.9796875,16320.0,230144.0,4096000,8
lgbm_quant,kr-vs-kp,64.0,64.0,8.0,0.0,1e+34,0.0,0.9796875,16320.0,230144.0,8192000,8
lgbm_quant,kr-vs-kp,64.0,64.0,8.0,0.0,1e+34,0.0,0.9796875,16320.0,230144.0,16384000,8
ccp,kr-vs-kp,1.0,1.0,4.0,0.0078125,1e+34,0.0,0.9359375,15.0,1152.0,2000,8
ccp,kr-vs-kp,1.0,1.0,4.0,0.0078125,1e+34,0.0,0.9359375,15.0,1152.0,4000,8
ccp,kr-vs-kp,1.0,1.0,4.0,0.0078125,1e+34,0.0,0.9359375,15.0,1152.0,8000,8
ccp,kr-vs-kp,1.0,1.0,8.0,0.0,1e+34,0.0,0.9546875,255.0,11136.0,16000,8
ccp,kr-vs-kp,2.0,2.0,8.0,0.0,1e+34,0.0,0.9734375,510.0,22528.0,32000,8
ccp,kr-vs-kp,4.0,4.0,8.0,0.0,1e+34,0.0,0.975,1020.0,39168.0,64000,8
ccp,kr-vs-kp,8.0,8.0,8.0,0.0,1e+34,0.0,0.978125,2040.0,77056.0,128000,8
ccp,kr-vs-kp,16.0,16.0,8.0,0.0,1e+34,0.0,0.9859375,4080.0,178688.0,256000,8
ccp,kr-vs-kp,32.0,32.0,8.0,0.0,1e+34,0.0,0.9828125,8160.0,442368.0,512000,8
ccp,kr-vs-kp,32.0,32.0,8.0,0.0,1e+34,0.0,0.9828125,8160.0,442368.0,1024000,8
