no_trees,depth,no_features,no_thresholds,no_leaves,our_bits,lgb_bits,logloss,rmse,accuracy,tinygbdt_penalty_feature,tinygbdt_penalty_split
4.0,5.0,5.0,14.0,12.0,758.0,944.0,0.0,0.0,0.9122807017543859,0.25,8.0
4.0,5.0,3.0,6.0,13.0,1234.0,1056.0,0.0,0.0,0.9385964912280702,1.0,0.000976562
0.0,5.0,6.0,28.0,2.0,3487.0,144.0,0.0,0.0,0.6228070175438597,2.0,32768.0
9.0,5.0,2.0,3.0,23.0,122.0,1776.0,0.0,0.0,0.956140350877193,1.0,0.0625
32.0,3.0,2.0,3.0,113.0,170.0,10016.0,0.0,0.0,0.956140350877193,0.25,0.00195312
0.0,3.0,2.0,3.0,2.0,122.0,144.0,0.0,0.0,0.6228070175438597,2.0,8192.0
3.0,5.0,2.0,3.0,8.0,170.0,576.0,0.0,0.0,0.9035087719298246,1.0,16.0
10.0,7.0,2.0,3.0,22.0,122.0,1584.0,0.0,0.0,0.9385964912280702,2.0,0.5
0.0,5.0,6.0,28.0,2.0,11167.0,144.0,0.0,0.0,0.6228070175438597,2.0,512.0
2.0,7.0,6.0,22.0,8.0,7906.0,656.0,0.0,0.0,0.8947368421052632,0.25,16.0
13.0,5.0,10.0,106.0,30.0,41476.0,2240.0,0.0,0.0,0.9473684210526315,1.0,0.5
10.0,5.0,6.0,17.0,26.0,866.0,2032.0,0.0,0.0,0.9385964912280702,0.25,2.0
9.0,5.0,6.0,34.0,20.0,1953.0,1440.0,0.0,0.0,0.9385964912280702,2.0,1.0
0.0,5.0,7.0,55.0,2.0,21360.0,144.0,0.0,0.0,0.6228070175438597,2.0,16384.0
18.0,7.0,8.0,33.0,41.0,2419.0,3072.0,0.0,0.0,0.956140350877193,1.0,0.000976562
1.0,3.0,6.0,35.0,4.0,12425.0,288.0,0.0,0.0,0.6228070175438597,1.0,32.0
2.0,7.0,6.0,34.0,8.0,14433.0,656.0,0.0,0.0,0.8947368421052632,0.25,16.0
4.0,5.0,11.0,142.0,10.0,15919.0,720.0,0.0,0.0,0.9298245614035088,2.0,8.0
28.0,3.0,2.0,3.0,93.0,362.0,8096.0,0.0,0.0,0.956140350877193,0.25,0.03125
16.0,3.0,11.0,143.0,43.0,16310.0,3456.0,0.0,0.0,0.956140350877193,0.25,0.5
12.0,5.0,6.0,46.0,26.0,6397.0,1872.0,0.0,0.0,0.9385964912280702,2.0,0.000976562
16.0,7.0,6.0,51.0,43.0,7130.0,3456.0,0.0,0.0,0.956140350877193,0.25,0.5
1.0,5.0,6.0,17.0,4.0,866.0,288.0,0.0,0.0,0.6228070175438597,1.0,64.0
0.0,5.0,2.0,3.0,2.0,122.0,144.0,0.0,0.0,0.6228070175438597,0.25,512.0
16.0,7.0,5.0,12.0,37.0,3488.0,2784.0,0.0,0.0,0.956140350877193,1.0,0.125
